Periodo;Clave;R0500C0010;R0500C0020;R0500C0030;R0500C0040;R0500C0050;R0510C0010;R0510C0020;R0510C0030;R0510C0040;R0540C0010;R0540C0020;R0540C0030;R0540C0040;R0540C0050;R0550C0010;R0550C0020;R0550C0030;R0550C0040;R0580C0010;R0600C0010;R0620C0010;R0640C0010
31/12/2018;C0072  ;1705238578,84;1705238578,84;0;0;0;1705238578,84;1705238578,84;0;0;1705238578,84;1705238578,84;0;0;0;1705238578,84;1705238578,84;0;0;893017951,12;401858078;1,909523;4,243385
31/12/2019;C0072  ;1915725234,86;1915725234,86;0;0;0;1915725234,86;1915725234,86;0;0;1915725234,86;1915725234,86;0;0;0;1915725234,86;1915725234,86;0;0;941668689,06;414491342,69;2,034394;4,62187
31/12/2020;C0072  ;1922253199,12;1922253199,12;0;0;0;1922253199,12;1922253199,12;0;0;1922253199,12;1922253199,12;0;0;0;1922253199,12;1922253199,12;0;0;978975609,37;404401915,62;1,963535;4,753324
31/12/2021;C0072  ;1934991901,99;1934991901,99;0;0;0;1934991901,99;1934991901,99;0;0;1934991901,99;1934991901,99;0;0;0;1934991901,99;1934991901,99;0;0;1014167712,78;389418960,32;1,90796;4,968921
31/12/2016;C0075  ;29506688,46;29506688,46;0;0;0;29506688,46;29506688,46;0;0;29506688,46;29506688,46;0;0;0;29506688,46;29506688,46;0;0;16964094,43;4241023,61;1,739361;6,957445
31/12/2017;C0075  ;34458662,96;34458662,96;0;0;0;34458662,96;34458662,96;0;0;34458662,96;34458662,96;0;0;0;34458662,96;34458662,96;0;0;19178671,55;4794667,89;1,796718;7,186872
31/12/2018;C0075  ;36041922,7;36041922,7;0;0;0;36041922,7;36041922,7;0;0;36041922,7;36041922,7;0;0;0;36041922,7;36041922,7;0;0;20030104,78;5007526,2;1,799388;7,19755
31/12/2019;C0075  ;52513558,33;52513558,33;0;0;0;52513558,33;52513558,33;0;0;52513558,33;52513558,33;0;0;0;52513558,33;52513558,33;0;0;21840007,86;5460001,96;2,404466;9,617864
31/12/2020;C0075  ;56668797,94;56668797,94;0;0;0;56668797,94;56668797,94;0;0;56668797,94;56668797,94;0;0;0;56668797,94;56668797,94;0;0;25549997,46;6387499,36;2,217957;8,871828
31/12/2021;C0075  ;59160170,61;59160170,61;0;0;0;59160170,61;59160170,61;0;0;59160170,61;59160170,61;0;0;0;59160170,61;59160170,61;0;0;31015274;7753818,5;1,907453;7,629811
31/12/2016;C0089  ;110407150,68;110407150,68;0;0;0;110407150,68;110407150,68;0;0;110407150,68;110407150,68;0;0;0;110407150,68;110407150,68;0;0;50242969,49;20040709,07;2,197465;5,509144
31/12/2017;C0089  ;128121257,52;128121257,52;0;0;0;128121257,52;128121257,52;0;0;128121257,52;128121257,52;0;0;0;128121257,52;128121257,52;0;0;54782083,61;19688129,67;2,338744;6,507538
31/12/2018;C0089  ;129220958,64;129220958,64;0;0;0;129220958,64;129220958,64;0;0;129220958,64;129220958,64;0;0;0;129220958,64;129220958,64;0;0;52205516,87;19360507,96;2,475236;6,674461
31/12/2019;C0089  ;142175964,64;142175964,64;0;0;0;142175964,64;142175964,64;0;0;142175964,64;142175964,64;0;0;0;142175964,64;142175964,64;0;0;56544605,59;20246533,74;2,514404;7,022237
31/12/2020;C0089  ;138066933,93;138066933,93;0;0;0;138066933,93;138066933,93;0;0;138066933,93;138066933,93;0;0;0;138066933,93;138066933,93;0;0;60610879,48;20877521,51;2,277923;6,613186
31/12/2021;C0089  ;153946431,61;153946431,61;0;0;0;153946431,61;153946431,61;0;0;153946431,61;153946431,61;0;0;0;153946431,61;153946431,61;0;0;69501446,96;20718121,32;2,21501;7,430521
31/12/2016;C0109  ;1391631819,68;1391631819,68;0;0;0;1391631819,68;1391631819,68;0;0;1391631819,68;1391631819,68;0;0;0;1391631819,68;1391631819,68;0;0;950715337,65;427821901,94;1,463773;3,25283
31/12/2017;C0109  ;1395308202,49;1395308202,49;0;0;0;1395308202,49;1395308202,49;0;0;1395308202,49;1395308202,49;0;0;0;1395308202,49;1395308202,49;0;0;868249176,82;390712129,57;1,607037;3,571192
31/12/2018;C0109  ;1602260010;1602260010;0;0;0;1602260010;1602260010;0;0;1602260010;1602260010;0;0;0;1602260010;1602260010;0;0;810751546,38;364838195,87;1,976265;4,3917
31/12/2019;C0109  ;1650876831,88;1650876831,88;0;0;0;1650876831,88;1650876831,88;0;0;1650876831,88;1650876831,88;0;0;0;1650876831,88;1650876831,88;0;0;870098476,82;391544314,57;1,897345;4,216322
31/12/2020;C0109  ;1252527221,62;1252527221,62;0;0;0;1252527221,62;1252527221,62;0;0;1252527221,62;1252527221,62;0;0;0;1252527221,62;1252527221,62;0;0;663742584,2;298684162,89;1,887068;4,193484
31/12/2021;C0109  ;1006679567,85;1006679567,85;0;0;0;1006679567,85;1006679567,85;0;0;1006679567,85;1006679567,85;0;0;0;1006679567,85;1006679567,85;0;0;635710270,66;286069621,8;1,583551;3,519002
31/12/2016;C0114  ;2955059,35;2955059,35;0;0;0;2955059,35;2955059,35;0;0;2955059,35;2955059,35;0;0;0;2955059,35;2955059,35;0;0;554281,89;2500000;5,331329;1,182024
31/12/2017;C0114  ;2866945,53;2866945,53;0;0;0;2866945,53;2866945,53;0;0;2866945,53;2866945,53;0;0;0;2866945,53;2866945,53;0;0;505485,24;2500000;5,67167;1,146778
31/12/2018;C0114  ;2891946,02;2891946,02;0;0;0;2891946,02;2891946,02;0;0;2891946,02;2891946,02;0;0;0;2891946,02;2891946,02;0;0;547637,13;2500000;5,280771;1,156778
31/12/2019;C0114  ;2752910,08;2752910,08;0;0;0;2752910,08;2752910,08;0;0;2752910,08;2752910,08;0;0;0;2752910,08;2752910,08;0;0;651206,41;2500000;4,2274;1,101164
31/12/2020;C0114  ;2676073,03;2676073,03;0;0;0;2676073,03;2676073,03;0;0;2676073,03;2676073,03;0;0;0;2676073,03;2676073,03;0;0;627066,07;2500000;4,267609;1,070429
31/12/2021;C0114  ;2760788,52;2760788,52;0;0;0;2760788,52;2760788,52;0;0;2760788,52;2760788,52;0;0;0;2760788,52;2760788,52;0;0;688099,32;2500000;4,012195;1,104315
31/12/2016;C0120  ;37155161,95;37155161,95;0;0;0;37155161,95;37155161,95;0;0;37155161,95;37155161,95;0;0;0;37155161,95;37155161,95;0;0;6272963,57;3700000;5,923064;10,041936
31/12/2017;C0120  ;41272921,78;41272921,78;0;0;0;41272921,78;41272921,78;0;0;41272921,78;41272921,78;0;0;0;41272921,78;41272921,78;0;0;5237390,9;3700000;7,880436;11,154844
31/12/2018;C0120  ;41527444,55;41527444,55;0;0;0;41527444,55;41527444,55;0;0;41527444,55;41527444,55;0;0;0;41527444,55;41527444,55;0;0;5164913,47;3700000;8,040298;11,223634
31/12/2019;C0120  ;43441588,5;43441588,5;0;0;0;43441588,5;43441588,5;0;0;43441588,5;43441588,5;0;0;0;43441588,5;43441588,5;0;0;4986130,73;3700000;8,712485;11,74097
31/12/2020;C0120  ;44843122,81;44843122,81;0;0;0;44843122,81;44843122,81;0;0;44843122,81;44843122,81;0;0;0;44843122,81;44843122,81;0;0;4867622,29;3700000;9,212531;12,119763
31/12/2021;C0120  ;45489330,87;45489330,87;0;0;0;45489330,87;45489330,87;0;0;45489330,87;45489330,87;0;0;0;45489330,87;45489330,87;0;0;5222890,38;3700000;8,709609;12,294414
31/12/2016;C0121  ;98655632,19;98655632,19;0;0;0;98655632,19;98655632,19;0;0;98655632,19;98655632,19;0;0;0;98655632,19;98655632,19;0;0;19335377;7400000;5,102338;13,331842
31/12/2017;C0121  ;114276567,88;114276567,88;0;0;0;114276567,88;114276567,88;0;0;114276567,88;114276567,88;0;0;0;114276567,88;114276567,88;0;0;18619385;4654846,25;6,137505;24,55002
31/12/2018;C0121  ;114811499,77;114811499,77;0;0;0;114811499,77;114811499,77;0;0;114811499,77;114811499,77;0;0;0;114811499,77;114811499,77;0;0;27906746,95;6976686,74;4,114113;16,45645
31/12/2019;C0121  ;117335742,95;117335742,95;0;0;0;117335742,95;117335742,95;0;0;117335742,95;117335742,95;0;0;0;117335742,95;117335742,95;0;0;33469606,77;8367401,69;3,50574;14,02296
31/12/2020;C0121  ;115085913,73;115085913,73;0;0;0;115085913,73;115085913,73;0;0;115085913,73;115085913,73;0;0;0;115085913,73;115085913,73;0;0;38277792,25;9569448,06;3,006597;12,02639
31/12/2021;C0121  ;110180777,73;110180777,73;0;0;0;110180777,73;110180777,73;0;0;110180777,73;110180777,73;0;0;0;110180777,73;110180777,73;0;0;44909525,75;11227381,44;2,453394;9,813577
31/12/2016;C0124  ;859272309,68;693551160,52;0;0;165721149,16;693551160,52;693551160,52;0;0;766218842,72;693551160,52;0;0;72667682,2;693551160,52;693551160,52;0;0;484451214,7;218003046,62;1,581622;3,181383
31/12/2017;C0124  ;853340861,32;766846402,2;0;0;86494459,12;766846402,2;766846402,2;0;0;847084529,53;766846402,2;0;0;80238127,33;766846402,2;766846402,2;0;0;534920848,86;240714381,99;1,58357;3,185711
31/12/2018;C0124  ;745061075,64;677018522,46;0;0;68042553,18;677018522,46;677018522,46;0;0;745061075,64;677018522,46;0;0;68042553,18;677018522,46;677018522,46;0;0;514741437,9;231633647,06;1,447447;2,922799
31/12/2019;C0124  ;845644271,15;809602534,21;0;0;36041736,94;809602534,21;809602534,21;0;0;845644271,15;809602534,21;0;0;36041736,94;809602534,21;809602534,21;0;0;545408904,7;245434007,12;1,550478;3,298657
31/12/2020;C0124  ;888176042,2;842252736,28;0;0;45923305,92;842252736,28;842252736,28;0;0;888176042,2;842252736,28;0;0;45923305,92;842252736,28;842252736,28;0;0;578501632,04;260325734,42;1,535304;3,23538
31/12/2021;C0124  ;1337369150,56;1292514761,77;0;0;44854388,79;1292514761,77;1292514761,77;0;0;1337369150,56;1292514761,77;0;0;44854388,79;1292514761,77;1292514761,77;0;0;633575510,47;268718658,99;2,110828;4,809918
31/12/2016;C0133  ;1135013118,34;1135013118,34;0;0;0;1135013118,34;1135013118,34;0;0;1135013118,34;1135013118,34;0;0;0;1135013118,34;1135013118,34;0;0;351652060,25;116832371,37;3,22766;9,714886
31/12/2017;C0133  ;1206071216,77;1206071216,77;0;0;0;1206071216,77;1206071216,77;0;0;1206071216,77;1206071216,77;0;0;0;1206071216,77;1206071216,77;0;0;387404448,33;117702712,07;3,11321;10,246758
31/12/2018;C0133  ;1189516534,1;1189516534,1;0;0;0;1189516534,1;1189516534,1;0;0;1189516534,1;1189516534,1;0;0;0;1189516534,1;1189516534,1;0;0;407874938,78;118397497,11;2,916376;10,046805
31/12/2019;C0133  ;1336659597,43;1336659597,43;0;0;0;1336659597,43;1336659597,43;0;0;1336659597,43;1336659597,43;0;0;0;1336659597,43;1336659597,43;0;0;440117576,19;120769827,85;3,037051;11,067827
31/12/2020;C0133  ;1343792991,01;1343792991,01;0;0;0;1343792991,01;1343792991,01;0;0;1343792991,01;1343792991,01;0;0;0;1343792991,01;1343792991,01;0;0;493645554,1;123411388,52;2,722182;10,888728
31/12/2021;C0133  ;1493257867,29;1493257867,29;0;0;0;1493257867,29;1493257867,29;0;0;1493257867,29;1493257867,29;0;0;0;1493257867,29;1493257867,29;0;0;512901850,46;128225462,62;2,911391;11,645564
31/12/2016;C0139  ;90710211,14;90710211,14;0;0;0;90710211,14;90710211,14;0;0;90710211,14;90710211,14;0;0;0;90710211,14;90710211,14;0;0;26355944,12;8296361,56;3,441736;10,933734
31/12/2017;C0139  ;97874925,67;97874925,67;0;0;0;97874925,67;97874925,67;0;0;97874925,67;97874925,67;0;0;0;97874925,67;97874925,67;0;0;27515508,87;7181626,87;3,557082;13,628517
31/12/2018;C0139  ;93166330,05;93166330,05;0;0;0;93166330,05;93166330,05;0;0;93166330,05;93166330,05;0;0;0;93166330,05;93166330,05;0;0;26218239,68;7392350,8;3,553493;12,603072
31/12/2019;C0139  ;99914187,98;99914187,98;0;0;0;99914187,98;99914187,98;0;0;99914187,98;99914187,98;0;0;0;99914187,98;99914187,98;0;0;30909874,22;7727468,56;3,232436;12,929744
31/12/2020;C0139  ;99488144,76;99488144,76;0;0;0;99488144,76;99488144,76;0;0;99488144,76;99488144,76;0;0;0;99488144,76;99488144,76;0;0;30870217,13;7717554,28;3,222787;12,891149
31/12/2021;C0139  ;102692502,15;102692502,15;0;0;0;102692502,15;102692502,15;0;0;102692502,15;102692502,15;0;0;0;102692502,15;102692502,15;0;0;31361808,97;7840452,24;3,274444;13,097778
31/12/2016;C0140  ;784820225,39;784820225,39;0;0;0;784820225,39;784820225,39;0;0;784820225,39;784820225,39;0;0;0;784820225,39;784820225,39;0;0;315137120,74;141811704,33;2,490409;5,534242
31/12/2017;C0140  ;608470915,01;608470915,01;0;0;0;608470915,01;608470915,01;0;0;608470915,01;608470915,01;0;0;0;608470915,01;608470915,01;0;0;286342738,45;128854232,3;2,124974;4,722165
31/12/2018;C0140  ;557206782,35;557206782,35;0;0;0;557206782,35;557206782,35;0;0;557206782,35;557206782,35;0;0;0;557206782,35;557206782,35;0;0;281506980,56;126678141,25;1,979371;4,398602
31/12/2019;C0140  ;605696120,22;605696120,22;0;0;0;605696120,22;605696120,22;0;0;605696120,22;605696120,22;0;0;0;605696120,22;605696120,22;0;0;288047800,97;129621510,44;2,102763;4,672806
31/12/2020;C0140  ;602220492,95;602220492,95;0;0;0;602220492,95;602220492,95;0;0;602220492,95;602220492,95;0;0;0;602220492,95;602220492,95;0;0;273145697,71;122915563,97;2,204759;4,899465
31/12/2021;C0140  ;643398803,27;643398803,27;0;0;0;643398803,27;643398803,27;0;0;643398803,27;643398803,27;0;0;0;643398803,27;643398803,27;0;0;242705353,39;109217409,03;2,650946;5,890991
31/12/2016;C0149  ;77809855,4;77809855,4;0;0;0;77809855,4;77809855,4;0;0;77809855,4;77809855,4;0;0;0;77809855,4;77809855,4;0;0;26209386,69;6552346,67;2,968778;11,875113
31/12/2017;C0149  ;50438320,03;50438320,03;0;0;0;50438320,03;50438320,03;0;0;50438320,03;50438320,03;0;0;0;50438320,03;50438320,03;0;0;21411814,49;5352953,62;2,35563;9,422521
31/12/2016;C0155  ;64988213,69;60592676,35;0;0;4395537,34;60592676,35;60592676,35;0;0;64988213,69;60592676,35;0;0;4395537,34;60592676,35;60592676,35;0;0;35303913,32;8825978,33;1,840822;6,865265
31/12/2017;C0155  ;70303021,72;66782224,79;0;0;3520796,93;66782224,79;66782224,79;0;0;70303021,72;66782224,79;0;0;3520796,93;66782224,79;66782224,79;0;0;39364856,5;9841214,13;1,785934;6,785974
31/12/2018;C0155  ;99420275,55;99420275,55;0;0;0;99420275,55;99420275,55;0;0;99420275,55;99420275,55;0;0;0;99420275,55;99420275,55;0;0;45116021,05;11279005,26;2,203658;8,814632
31/12/2019;C0155  ;136953217,9;136953217,9;0;0;0;136953217,9;136953217,9;0;0;136953217,9;136953217,9;0;0;0;136953217,9;136953217,9;0;0;41118740,74;10279685,18;3,330676;13,322705
31/12/2020;C0155  ;133501640,69;133501640,69;0;0;0;133501640,69;133501640,69;0;0;133501640,69;133501640,69;0;0;0;133501640,69;133501640,69;0;0;46314226,45;11578556,61;2,882519;11,530076
31/12/2021;C0155  ;150747534,83;150747534,83;0;0;0;150747534,83;150747534,83;0;0;150747534,83;150747534,83;0;0;0;150747534,83;150747534,83;0;0;55928179,15;13982044,79;2,695377;10,781509
31/12/2016;C0157  ;222671089,89;222671089,89;0;0;0;222671089,89;222671089,89;0;0;222671089,89;222671089,89;0;0;0;222671089,89;222671089,89;0;0;121418485,43;54638318,44;1,833914;4,075365
31/12/2017;C0157  ;252028850,85;252028850,85;0;0;0;252028850,85;252028850,85;0;0;252028850,85;252028850,85;0;0;0;252028850,85;252028850,85;0;0;133215378,72;59946920,42;1,89189;4,2042
31/12/2018;C0157  ;270368672,27;270368672,27;0;0;0;270368672,27;270368672,27;0;0;270368672,27;270368672,27;0;0;0;270368672,27;270368672,27;0;0;123974016,51;55788307,43;2,18085;4,846332
31/12/2019;C0157  ;343768948,51;343768948,51;0;0;0;343768948,51;343768948,51;0;0;343768948,51;343768948,51;0;0;0;343768948,51;343768948,51;0;0;173740239,45;64335787,85;1,978637;5,343355
31/12/2020;C0157  ;343276223,02;343276223,02;0;0;0;343276223,02;343276223,02;0;0;343276223,02;343276223,02;0;0;0;343276223,02;343276223,02;0;0;185209449,07;64382176,68;1,853449;5,331852
31/12/2021;C0157  ;364773365,67;364773365,67;0;0;0;364773365,67;364773365,67;0;0;364773365,67;364773365,67;0;0;0;364773365,67;364773365,67;0;0;188229180,87;62569952,93;1,937921;5,829849
31/12/2016;C0159  ;4625576,44;4625576,44;0;0;0;4625576,44;4625576,44;0;0;4625576,44;4625576,44;0;0;0;4625576,44;4625576,44;0;0;567724,17;2500000;8,147577;1,850231
31/12/2016;C0161  ;326873054,73;326873054,73;0;0;0;326873054,73;326873054,73;0;0;326873054,73;326873054,73;0;0;0;326873054,73;326873054,73;0;0;112126380,74;33775285,8;2,91522;9,677877
31/12/2017;C0161  ;284419906,28;284419906,28;0;0;0;284419906,28;284419906,28;0;0;284419906,28;284419906,28;0;0;0;284419906,28;284419906,28;0;0;158019123,3;39504780,83;1,799908;7,199633
31/12/2018;C0161  ;300801081,44;300801081,44;0;0;0;300801081,44;300801081,44;0;0;300801081,44;300801081,44;0;0;0;300801081,44;300801081,44;0;0;133928661,22;36962497,02;2,24598;8,138008
31/12/2019;C0161  ;323382928,13;323382928,13;0;0;0;323382928,13;323382928,13;0;0;323382928,13;323382928,13;0;0;0;323382928,13;323382928,13;0;0;164209526,61;41052381,65;1,969331;7,877324
31/12/2020;C0161  ;387419454,78;387419454,78;0;0;0;387419454,78;387419454,78;0;0;387419454,78;387419454,78;0;0;0;387419454,78;387419454,78;0;0;148197421,71;41810432,53;2,614212;9,266095
31/12/2021;C0161  ;355794816,01;355794816,01;0;0;0;355794816,01;355794816,01;0;0;355794816,01;355794816,01;0;0;0;355794816,01;355794816,01;0;0;234281144,32;58570286,08;1,518666;6,074664
31/12/2016;C0174  ;1243195088,6;1232657495,74;0;0;10537592,86;1232657495,74;1232657495,74;0;0;1243195088,6;1232657495,74;0;0;10537592,86;1232657495,74;1232657495,74;0;0;603297899,5;150824474,88;2,060665;8,172795
31/12/2017;C0174  ;1233481587,31;1215912316;0;0;17569271,31;1215912316;1215912316;0;0;1233481587,31;1215912316;0;0;17569271,31;1215912316;1215912316;0;0;672667995,44;168166998,86;1,833715;7,230386
31/12/2018;C0174  ;1764541966,6;1764541966,6;0;0;0;1764541966,6;1764541966,6;0;0;1764541966,6;1764541966,6;0;0;0;1764541966,6;1764541966,6;0;0;677427526,17;169356881,54;2,604769;10,419075
31/12/2019;C0174  ;1900832007,07;1900832007,07;0;0;0;1900832007,07;1900832007,07;0;0;1900832007,07;1900832007,07;0;0;0;1900832007,07;1900832007,07;0;0;782369284,45;195592321,11;2,429584;9,718337
31/12/2020;C0174  ;1831705616,16;1831705616,16;0;0;0;1831705616,16;1831705616,16;0;0;1831705616,16;1831705616,16;0;0;0;1831705616,16;1831705616,16;0;0;845263610,32;211315902,58;2,167023;8,668092
31/12/2021;C0174  ;2277813026,54;2277813026,54;0;0;0;2277813026,54;2277813026,54;0;0;2277813026,54;2277813026,54;0;0;0;2277813026,54;2277813026,54;0;0;904526398,78;226131599,7;2,518238;10,072953
31/12/2016;C0188  ;35844349,46;35844349,46;0;0;0;35844349,46;35844349,46;0;0;35844349,46;35844349,46;0;0;0;35844349,46;35844349,46;0;0;18598813,63;5157170,79;1,927238;6,95039
31/12/2017;C0188  ;35714881,71;35714881,71;0;0;0;35714881,71;35714881,71;0;0;35714881,71;35714881,71;0;0;0;35714881,71;35714881,71;0;0;18166536,8;5448273,81;1,965971;6,555266
31/12/2018;C0188  ;34381436,24;34381436,24;0;0;0;34381436,24;34381436,24;0;0;34381436,24;34381436,24;0;0;0;34381436,24;34381436,24;0;0;17692635,07;5506548,55;1,943263;6,243736
31/12/2019;C0188  ;36554931,75;36554931,75;0;0;0;36554931,75;36554931,75;0;0;36554931,75;36554931,75;0;0;0;36554931,75;36554931,75;0;0;17886425,43;5571026,77;2,043725;6,561615
31/12/2020;C0188  ;38848753,01;38848753,01;0;0;0;38848753,01;38848753,01;0;0;38848753,01;38848753,01;0;0;0;38848753,01;38848753,01;0;0;18324957,42;5483950,45;2,119991;7,084082
31/12/2021;C0188  ;39828141,73;39828141,73;0;0;0;39828141,73;39828141,73;0;0;39828141,73;39828141,73;0;0;0;39828141,73;39828141,73;0;0;21184940,27;5476882,28;1,880021;7,272046
31/12/2016;C0208  ;10057660,45;10057660,45;0;0;0;10057660,45;10057660,45;0;0;10057660,45;10057660,45;0;0;0;10057660,45;10057660,45;0;0;1086546,58;2500000;9,256539;4,023064
31/12/2017;C0208  ;10638907,06;10638907,06;0;0;0;10638907,06;10638907,06;0;0;10638907,06;10638907,06;0;0;0;10638907,06;10638907,06;0;0;1110475,81;2500000;9,580494;4,255563
31/12/2018;C0208  ;11531533,76;11531533,76;0;0;0;11531533,76;11531533,76;0;0;11531533,76;11531533,76;0;0;0;11531533,76;11531533,76;0;0;1088326,52;2500000;10,595656;4,612614
31/12/2019;C0208  ;12970553,1;12970553,1;0;0;0;12970553,1;12970553,1;0;0;12970553,1;12970553,1;0;0;0;12970553,1;12970553,1;0;0;1225466,35;2500000;10,584177;5,188221
31/12/2020;C0208  ;14854749,52;14854749,52;0;0;0;14854749,52;14854749,52;0;0;14854749,52;14854749,52;0;0;0;14854749,52;14854749,52;0;0;1197855,78;2500000;12,401117;5,9419
31/12/2021;C0208  ;16578455,39;16578455,39;0;0;0;16578455,39;16578455,39;0;0;16578455,39;16578455,39;0;0;0;16578455,39;16578455,39;0;0;1271953,04;2500000;13,033858;6,631382
31/12/2016;C0215  ;11771887,77;11771887,77;0;0;0;11771887,77;11771887,77;0;0;11771887,77;11771887,77;0;0;0;11771887,77;11771887,77;0;0;5729685,02;2500000;2,054544;4,708755
31/12/2017;C0215  ;13335148,15;13335148,15;0;0;0;13335148,15;13335148,15;0;0;13335148,15;13335148,15;0;0;0;13335148,15;13335148,15;0;0;6215682,34;2500000;2,145404;5,334059
31/12/2018;C0215  ;13038588,29;13038588,29;0;0;0;13038588,29;13038588,29;0;0;13038588,29;13038588,29;0;0;0;13038588,29;13038588,29;0;0;5741108,6;2500000;2,271092;5,215435
31/12/2019;C0215  ;14487024,43;14487024,43;0;0;0;14487024,43;14487024,43;0;0;14487024,43;14487024,43;0;0;0;14487024,43;14487024,43;0;0;7136656,76;2500000;2,029946;5,79481
31/12/2020;C0215  ;22661162,09;22661162,09;0;0;0;22661162,09;22661162,09;0;0;22661162,09;22661162,09;0;0;0;22661162,09;22661162,09;0;0;7460374,59;2500000;3,037537;9,064465
31/12/2021;C0215  ;25320925,45;25320925,45;0;0;0;25320925,45;25320925,45;0;0;25320925,45;25320925,45;0;0;0;25320925,45;25320925,45;0;0;9602625,06;2500000;2,636875;10,12837
31/12/2016;C0222  ;16678737,83;16678737,83;0;0;0;16678737,83;16678737,83;0;0;16678737,83;16678737,83;0;0;0;16678737,83;16678737,83;0;0;8749262,92;2500000;1,906302;6,671495
31/12/2017;C0222  ;16775348,2;16775348,2;0;0;0;16775348,2;16775348,2;0;0;16775348,2;16775348,2;0;0;0;16775348,2;16775348,2;0;0;8690849,64;2500000;1,930231;6,710139
31/12/2018;C0222  ;17067340,72;17067340,72;0;0;0;17067340,72;17067340,72;0;0;17067340,72;17067340,72;0;0;0;17067340,72;17067340,72;0;0;8560873,03;2500000;1,993645;6,826936
31/12/2019;C0222  ;16688579,42;16688579,42;0;0;0;16688579,42;16688579,42;0;0;16688579,42;16688579,42;0;0;0;16688579,42;16688579,42;0;0;8870073,76;2500000;1,881448;6,675432
31/12/2020;C0222  ;19336142,68;19336142,68;0;0;0;19336142,68;19336142,68;0;0;19336142,68;19336142,68;0;0;0;19336142,68;19336142,68;0;0;8960970,27;2500000;2,157818;7,734457
31/12/2021;C0222  ;19580229,34;19580229,34;0;0;0;19580229,34;19580229,34;0;0;19580229,34;19580229,34;0;0;0;19580229,34;19580229,34;0;0;9209740,94;2500000;2,126035;7,832092
31/12/2016;C0223  ;49018814,43;49018814,43;0;0;0;49018814,43;49018814,43;0;0;49018814,43;49018814,43;0;0;0;49018814,43;49018814,43;0;0;16962743,84;4240685,96;2,889793;11,559171
31/12/2017;C0223  ;51897672,12;51897672,12;0;0;0;51897672,12;51897672,12;0;0;51897672,12;51897672,12;0;0;0;51897672,12;51897672,12;0;0;18512096,16;4628024,04;2,803447;11,213786
31/12/2018;C0223  ;55156892,15;55156892,15;0;0;0;55156892,15;55156892,15;0;0;55156892,15;55156892,15;0;0;0;55156892,15;55156892,15;0;0;20993637,93;5248409,48;2,627315;10,509259
31/12/2019;C0223  ;40979347,54;38033505,21;0;0;2945842,33;38033505,21;38033505,21;0;0;40979347,54;38033505,21;0;0;2945842,33;38033505,21;38033505,21;0;0;26329850,13;6582462,53;1,556384;5,778006
31/12/2020;C0223  ;65862141,5;65862141,5;0;0;0;65862141,5;65862141,5;0;0;65862141,5;65862141,5;0;0;0;65862141,5;65862141,5;0;0;29843654,84;7460913,71;2,206906;8,827624
31/12/2021;C0223  ;82057015,1;82057015,1;0;0;0;82057015,1;82057015,1;0;0;82057015,1;82057015,1;0;0;0;82057015,1;82057015,1;0;0;37151055,29;9287763,82;2,20874;8,834959
31/12/2016;C0225  ;15990337,93;15990337,93;0;0;0;15990337,93;15990337,93;0;0;15990337,93;15990337,93;0;0;0;15990337,93;15990337,93;0;0;4806428,44;2500000;3,326865;6,396135
31/12/2017;C0225  ;17540564,53;17540564,53;0;0;0;17540564,53;17540564,53;0;0;17540564,53;17540564,53;0;0;0;17540564,53;17540564,53;0;0;5066576,58;2500000;3,462015;7,016226
31/12/2018;C0225  ;17795003,73;17795003,73;0;0;0;17795003,73;17795003,73;0;0;17795003,73;17795003,73;0;0;0;17795003,73;17795003,73;0;0;5231916,9;2500000;3,40124;7,118001
31/12/2019;C0225  ;17642477,98;17642477,98;0;0;0;17642477,98;17642477,98;0;0;17642477,98;17642477,98;0;0;0;17642477,98;17642477,98;0;0;5586870,19;2500000;3,157846;7,056991
31/12/2020;C0225  ;19880734,72;19880734,72;0;0;0;19880734,72;19880734,72;0;0;19880734,72;19880734,72;0;0;0;19880734,72;19880734,72;0;0;6905754,03;2500000;2,878865;7,952294
31/12/2021;C0225  ;20387804,84;20387804,84;0;0;0;20387804,84;20387804,84;0;0;20387804,84;20387804,84;0;0;0;20387804,84;20387804,84;0;0;7276406,68;2500000;2,801906;8,155122
31/12/2016;C0247  ;162056038,9;162056038,9;0;0;0;162056038,9;162056038,9;0;0;162056038,9;162056038,9;0;0;0;162056038,9;162056038,9;0;0;137453945,09;34363486,27;1,178984;4,715937
31/12/2017;C0247  ;328952030,74;328952030,74;0;0;0;328952030,74;328952030,74;0;0;328952030,74;328952030,74;0;0;0;328952030,74;328952030,74;0;0;261901880,43;65475470,11;1,256012;5,02405
31/12/2018;C0247  ;110075672,38;110075672,38;0;0;0;110075672,38;110075672,38;0;0;110075672,38;110075672,38;0;0;0;110075672,38;110075672,38;0;0;40985511,32;10246377,83;2,685722;10,742886
31/12/2019;C0247  ;128585761,37;128585761,37;0;0;0;128585761,37;128585761,37;0;0;128585761,37;128585761,37;0;0;0;128585761,37;128585761,37;0;0;46331055,15;11582763,79;2,775369;11,101475
31/12/2020;C0247  ;143753538,98;143753538,98;0;0;0;143753538,98;143753538,98;0;0;143753538,98;143753538,98;0;0;0;143753538,98;143753538,98;0;0;53224153,4;13306038,35;2,700908;10,803632
