TRIMESTRE;CLAVE;NOMBRE;CALLE;NUMERO;POBLACION;CODPOS;PROVINCIA;AMBITO;URL
31/12/2021;M0380;NUEVA MUTUA SANITARIA DEL SERVICIO MEDICO, MUTUA A PRIMA FIJA;VILLANUEVA;14;MADRID;28001;28;N;HTTPS://WWW.NUEVAMUTUASANITARIA.ES/
31/12/2021;M0381;DIVINA PASTORA SEGUROS, MUTUA DE SEGUROS;XATIVA;23;VALENCIA;46002;46;N;WWW.DIVINAPASTORA.ES
31/12/2016;P0023;MUTUALIDAD DEL CLERO ESPAÑOL DE PREVISION SOCIAL;SAN BERNARDO;101;MADRID;28015;28;N;
31/12/2017;P0023;MUTUALIDAD DEL CLERO ESPAÑOL DE PREVISION SOCIAL;SAN BERNARDO ;101;MADRID;28015;28;N;
31/12/2018;P0023;MUTUALIDAD DEL CLERO ESPAÑOL DE PREVISION SOCIAL;SAN BERNARDO;101;MADRID;28015;28;N;
31/12/2019;P0023;MUTUALIDAD DEL CLERO ESPAÑOL DE PREVISION SOCIAL;SAN BERNARDO;101;MADRID;28015;28;N;
31/12/2016;P0034;M.P.S. EMPLEADOS DE LA CAJA DE AHORROS DE VALENCIA M.P.S EMPLEADOS CAJA DE AHORROS DE VALENCIA;CIRILO AMOROS;51;VALENCIA;46004;46;N;
31/12/2017;P0034;M.P.S. A PRIMA FIJA EMPLEADOS CAJA DE AHORROS DE VALENCIA;CIRILO AMOROS;51;VALENCIA;46004;46;N;
31/12/2018;P0034;MPS A PRIMA FIJA DE EMPLEADOS DE LA CAJA DE AHORROS DE VALENCIA;CIRILO AMOROS ;51;VALENCIA;46960;46;N;
31/12/2019;P0034;MUTUALIDAD DE PREVISION SOCIAL, A PRIMA FIJA, DE EMPLEADOS DE LA CAJA DE AHORROS DE VALENCIA;CIRILO AMOROS ;51;VALENCIA;46004;46;N;
31/12/2020;P0034;MUTUALIDAD DE PREVISION SOCIAL, A PRIMA FIJA, DE EMPLEADOS DE LA CAJA DE AHORROS DE VALENCIA;CIRILO AMOROS ;51;VALENCIA;46021;46;N;WWW.CAJAMUTUALCAV.ES
31/12/2021;P0034;MUTUALIDAD DE PREV SOCIAL, A PF, EMPLEADOS CAJA DE AHORROS DE VALENCIA;CIRILO AMOROSº;1;VALENCIA;46004;46;N;WWW.CAJAMUTUALCAV.ES
31/12/2016;P0041;ASOCIACION MUTUALISTA DE LA INGENIERIA CIVIL;CALLE TELLEZ ;24;MADRID;28007;28;N;
31/12/2017;P0041;ASOCIACION MUTUALISTA DE LA INGENIERIA CIVIL;TELLEZ;24;MADRID;28007;28;N;
31/12/2018;P0041;ASOCIACION MUTUALISTA INGENIERIA CIVIL;TELLEZ;24;MADRID;28007;28;N;
31/12/2019;P0041;ASOCIACION MUTUALISTA DE LA INGENIERIA CIVIL;TELLEZ;24;MADRID;28007;28;N;
31/12/2016;P0046;MONTEPIO DE ARTILLERIA, MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA;SANTISIMA TRINIDAD;30;MADRID;28010;28;N;
31/12/2017;P0046;MONTEPIO DE ARTILLERIA, MUTUALIDAD DE PREVISION SOCIAL;SANTISIMA TRINIDAD;30;MADRID;28010;28;N;
31/12/2018;P0046;MONTEPIO DE ARTILLERIA, MUTUALIDAD DE PREVISION SOCIAL;SANTISIMA TRINIDAD;30;MADRID;28010;28;N;
31/12/2019;P0046;MONTEPIO DE ARTILLERIA, MUTUALIDAD DE PREVISION SOCIAL;SANTISIMA TRINIDAD;30;MADRID;28010;28;N;
31/12/2020;P0046;MONTEPIO DE ARTILLERIA, MUTUALIDAD DE PREVISION SOCIAL;SANTISIMA TRINIDAD;30;MADRID;28010;28;N;HTTP://MONTEPIODEARTILLERIA.COM/
31/12/2021;P0046;MONTEPIO DE ARTILLERIA, MUTUALIDAD DE PREVISION SOCIAL;SANTISIMA TRINIDAD;30;MADRID;28010;28;N;HTTP://WWW.MONTEPIODEARTILLERIA.COM/INFORMES-ISFS/
31/12/2016;P0081;PREMAAT M.P.S.;JUAN RAMON JIMENEZ;15;MADRID;28036;28;N;
31/12/2017;P0081;PREMAAT M.P.S.;JUAN RAMON JIMENEZ;15;MADRID;28036;28;N;
31/12/2018;P0081;PREMAAT, M.P.S.;JUAN RAMON JIMENEZ;15;MADRID;28036;28;N;
31/12/2019;P0081;PREMAAT, M.P.S.;JUAN RAMON JIMENEZ;15;MADRID;28036;28;N;
31/12/2016;P0085;ASOCIACION BENEFICA DE EMPLEADOS DEL BANCO DE ESPAÑA;ALCALA ;48;MADRID;28014;28;N;
31/12/2017;P0085;ASOCIACION BENEFICA EMPLEADOS DEL BANCO DE ESPAÑA;ALCALA;48;MADRID;28023;28;N;
31/12/2018;P0085;ASOCIACION BENEFICA DE EMPLEADOS DEL BANCO DE ESPAÑA;ALCALA;48;MADRID;28014;28;N;
31/12/2019;P0085;ASOCIACION BENEFICA DE EMPLEADOS DEL BANCO DE ESPAÑA;ASOCIACION BENEFICA DE EMPLEAD;48;MADRID;28014;28;N;
31/12/2020;P0085;ASOCIACION BENEFICA DE EMPLEADOS DEL BANCO DE ESPAÑA;ALCALA;48;MADRID;28014;28;N;HTTPS://WWW.MUTUABDE.ES/ARCHIVOS/ISFS_2020.PDF
31/12/2021;P0085;ASOCIACION BENEFICA EMPLEADOS DEL BANCO DE ESPAÑA;ALCALA ;48;MADRID;28014;28;N;WWW.ABEBE.ES
31/12/2016;P0155;SOCIEDAD FILANTROPICA DEL COMERCIO, INDUSTRIA Y BANCA DE MADRID;RIOS ROSAS;41;MADRID;28003;28;N;
31/12/2017;P0155;SOCIEDAD FILANTROPICA DEL COMERCIO, INDUSTRIA Y BANCA DE MADRID;RIOS ROSAS;41;MADRID;28003;28;N;
31/12/2018;P0155;SOCIEDAD FILANTROPICA DEL COMERCIO, INDUSTRIA Y BANCA DE MADRID;RIOS ROSAS;41;MADRID;28003;28;N;
31/12/2019;P0155;SOCIEDAD FILANTROPICA DEL COMERCIO, INSUSTRIA Y BANCA DE MADRID;RIOS ROSAS;41;MADRID;28003;28;N;
31/12/2020;P0155;SOCIEDAD FILANTROPICA DEL COMERCIO, INDUSTRIA Y BANCA DE MADRID;RIOS ROSAS;41;MADRID;28003;28;N;HTTPS://WWW.SFSALUD.COM/
31/12/2021;P0155;SOCIEDAD FILANTROPICA DEL COMERCIO, INDUSTRIA Y BANCA DE MADRID MPS;RIOS ROSAS;41;MADRID;28003;28;N;HTTPS://WWW.SFSALUD.COM/
31/12/2016;P0159;CENTRO DE PROTECCION DE CHOFERES DE LA RIOJA;PORTILLEJO, ;4;LOGROÑO;26007;26;P;
31/12/2017;P0159;CENTRO DE PROTECCION DE CHOFERES M.P.S;PORTILLEJO;4;LOGROÑO;26007;26;P;
31/12/2018;P0159;CENTRO DE PROTECCION DE CHOFERES DE LA RIOJA.;PORTILLEJO;4;LOGROÑO;26007;26;P;
31/12/2019;P0159;CENTRO DE PROTECCION DE CHOFERES DE LA RIOJA;PORTILLEJO;4;LOGROÑO;26007;26;P;
31/12/2020;P0159;CENTRO DE PROTECCION DE CHOFERES DE LA RIOJA;PORTILLEJO;4;LOGROÑO;26007;26;P;HTTPS://WWW.CENTRODECHOFERES.ES/
31/12/2021;P0159;CENTRO DE PROTECCION DE CHOFERES DE LA RIOJA, MUTUALIDAD DE PREVISION SOCIAL;PORTILLEJO;4;LOGROÑO;26007;26;P;HTTPS://WWW.CENTRODECHOFERES.ES/HISTORICO-DE-INFORMES/
31/12/2016;P0179;EL VOLANTE ARAGONES;DOCTOR CERRADA;20;ZARAGOZA;50005;50;N;
31/12/2017;P0179;MUTUA ARAGONESA, EL VOLANTE ARAGONES, M.P.S.;DOCTOR CERRADA;20;ZARAGOZA;50005;50;L;
31/12/2018;P0179;MUTUA ARAGONESA, EL VOLANTE ARAGONES, M.P.S.;DOCTOR CERRADA;20;ZARAGOZA;50005;50;N;
31/12/2019;P0179;MUTUA ARAGONESA, EL VOLANTE ARAGONES, M.P.S.;DOCTOR CERRADA;20;ZARAGOZA;50005;50;N;
31/12/2020;P0179;MUTUA  ARAGONESA, EL VOLANTE ARAGONES, M.P.S.;DOCTOR CERRADA;20;ZARAGOZA;50005;50;N;HTTPS://WWW.MUTUAARAGONESA.ES/
31/12/2021;P0179;MUTUA ARAGONESA, EL VOLANTE ARAGONES, M.P.S.;DOCTOR CERRADA;20;ZARAGOZA;50005;50;N;WW.MUTUAARAGONESA.ES/MUTUA-ARAGONESA-EL-VOLANTE-ARAGONES
31/12/2016;P0226;MUTUALIDAD DE EMPLEADOS DEL BANCO DE SANTANDER;HERNAN CORTES;7;SANTANDER;39003;39;N;
31/12/2017;P0226;MUTUALIDAD DE EMPLEADOS DEL BANCO DE SANTANDER;HERNAN CORTES;7;SANTANDER;39003;39;N;
31/12/2018;P0226;MUTUALIDAD DE EMPLEADOS DEL BANCO DE SANTANDER;HERNAN CORTES;7;SANTANDER;39003;39;N;
31/12/2016;P0244;MUTUALIDAD DE PREVISION SOCIAL DE AUTORES Y EDITORES;BARBARA DE BRAGANZA;7;MADRID;28004;28;N;
31/12/2017;P0244;MUTUALIDAD DE PREVISION SOCIAL DE AUTORES Y EDITORES;BARBARA DE BRAGANZA;7;MADRID;28004;28;N;
31/12/2018;P0244;MUTUALIDAD DE PREVISION SOCIAL DE AUTORES Y EDITORES;BARBARA DE BRAGANZA;7;MADRID;28004;28;N;
31/12/2019;P0244;MUTUALIDAD DE PREVISION SOCIAL DE AUTORES Y EDITORES;BARBARA DE BRAGANZA;7;MADRID;28004;28;N;
31/12/2020;P0244;MUTUALIDAD DE PREVISION SOCIAL DE AUTORES Y EDITORES;BARBARA DE BRAGANZA;7;MADRID;28004;28;N;WWW.MUTUALIDADAUTORESYEDITORES.COM
31/12/2021;P0244;MUTUALIDAD DE PREVISION SOCIAL DE AUTORES Y EDITORES;BARBARA DE BRAGANZA;7;MADRID;28004;28;N;WWW.MUTUALIDADAUTORESYEDITORES.COM
31/12/2016;P0285;UNION ESPAÑOLA DE CONDUCTORES DE AUTOMOVILES, MPS UNION ESPAÑOLA DE CONDUCTORES DE AUTOMOVILES, MPS;HORTALEZA;65;MADRID;28004;28;N;
31/12/2017;P0285;UNION ESPAÑOLA DE CONDUCTORES DE AUTOMOVILES MPS;HORTALEZA;65;MADRID;28004;28;N;
31/12/2018;P0285;UNION ESPAÑOLA DE CONDUCTORES DE AUTOMOVILES;HORTALEZA;65;MADRID;28004;28;N;
31/12/2019;P0285;UNION ESPAÑOLA DE CONDUCTORES DE AUTOMOVILES MPS;HORTALEZA;65;MADRID;28004;28;N;
31/12/2020;P0285;UNION ESPAÑOLA DE CONDUCTORES DE AUTOMOVILES MPS;HORTALEZA;65;MADRID;28004;28;N;WWW.UECA.ES
31/12/2021;P0285;UNION ESPAÑOLA DE CONDUCTORES DE AUTOMOVILES;HORTALEZA;65;MADRID;28004;28;N;www.UECA.ES/
31/12/2016;P0295;MUTUALIDAD GENERAL DE PREVVISION SOCIAL DE LOS GESTORES ADMINISTRATIVOS DE ESPAÑA;HERMOSILLA;79;MADRID;28001;28;N;
31/12/2017;P0295;MUTUALIDAD GENERAL DE PREVISION SOCIAL DE LOS GESTORES ADMINISTRATIVOS DE ESPAÑA;HERMOSILLA;79;MADRID;28001;28;N;
31/12/2018;P0295;MUTUALIDAD DE PREVISION SOCIAL DE LOS GESTORES ADMINISTRATIVOS DE ESPAÑA;HERMOSILLA;79;MADRID;28001;28;N;
31/12/2019;P0295;MUTUALIDAD DE PREVISION SOCIAL DE LOS GESTORES ADMINISTRATIVOS DE ESPAÑA;HERMOSILLA;79;MADRID;28001;28;N;
31/12/2020;P0295;MUTUALIDAD DE PREVISION SOCIAL DE LOS GESTORES ADMINISTRATIVOS DE ESPAÑA;HERMOSILLA;79;MADRID;28001;28;N;WWW.MUTUAGA.COM
31/12/2021;P0295;MUTUALIDAD DE PREVISION SOCIAL DE LOS GESTORES ADMINISTRATIVOS DE ESPAÑA;HERMOSILLA;79;MADRID;28003;28;N;WWW.MUTUAGA.COM
31/12/2016;P0810;MONTEPIO DE TELEFONOS, M.P.S. A PRIMA FIJA;VALVERDE;17;MADRID;28004;28;N;
31/12/2017;P0810;MONTEPIO DE TELEFONOS;C/ VALVERDE;17;MADRID;28004;28;N;
31/12/2018;P0810;MONTEPIO DE TELEFONOS;C/ VALVERDE;17;MADRID;28004;28;N;
31/12/2019;P0810;MONTEPIO DE TELEFONOS;VALVERDE;17;MADRID;28004;28;N;
31/12/2020;P0810;MONTEPIO DE TELEFONOS;CALLE VALEVERDE;17;MADRID;28004;28;N;HTTPS://WWW.MONTEPIOTELEFONOS.NET
31/12/2021;P0810;MONTEPIO DE TELEFONOS;CALLE VALEVERDE;17;MADRID;28004;28;N;HTTPS://WWW.MONTEPIOTELEFONOS.NET
31/12/2016;P1430;CAJA DE SOCORROS, INSTITUCION POLICIAL MPS A PRIMA FIJA;ESPOZ Y MINA;2;MADRID;28012;28;N;
31/12/2017;P1430;CAJA DE SOCORROS, INSTITUCION POLICIAL MPS A PRIMA FIJA;ESPOZ Y MINA ;2;MADRID;28012;28;N;
31/12/2018;P1430;CAJA DE SOCORROS, INSTITUCION POLICIAL MPS A PRIMA FIJA;ESPOZ Y MINA;2;MADRID;28012;28;N;
31/12/2019;P1430;CAJA DE SOCORROS, INST CAJA DE SOCORROS, INSTITUCION POLICIAL MPS A PRIMA FIJA;ESPOZ Y MINA;2;MADRID;28012;28;N;
31/12/2020;P1430;CAJA DE SOCORROS, INSTITUCION POLICIAL MPS A PRIMA FIJA;ESPOZ Y MINA;2;MADRID;28012;28;N;HTTP://CAJASOCORROS.COM/
31/12/2021;P1430;CAJA DE SOCORROS, INSTITUCION POLICIAL MPS A PRIMA FIJA;ESPOZ Y MINA;2;MADRID;28012;28;N;WWW.CAJASOCORROS.ES - CAJA DE SOCORROSWWW.CAJASOCORROS.ES - CAJA DE SOCORROS
31/12/2016;P1639;MUTUALIDAD DE PREVISION SOCIAL DE FUTBOLISTAS ESPAÑOLES A PRIMA FIJA;CALLE VIRIATO;2;MADRID;28010;28;N;
31/12/2017;P1639;MUTUALIDAD DE PREVISION SOCIAL DE FUTBOLISTAS ESPAÑOLES A PRIMA FIJA;VIRIATO;2;MADRID;28010;28;N;
31/12/2019;P1639;MUTUALIDAD DE PREVISIÓN SOCIAL DE FUTBOLISTAS ESPAÑOLES A PRIMA FIJA;VIRIATO;2;MADRID;28010;28;N;
31/12/2020;P1639;MUTUALIDAD DE PREVISION SOCIAL DE FUTBOLISTAS ESPAÑOLES A PRIMA FIJA;VIRIATO;2;MADRID;28010;28;N;NO DISPONIBLE
31/12/2021;P1639;MUTUALIDAD DE PREVISIÓN SOCIAL DE FUTBOLISTAS ESPAÑOLES A PRIMA FIJA;VIRIATO;2;MADRID;28010;28;N;WWW.MUTUALIDADDEFUTBOLISTAS.COM
31/12/2016;P1703;MUTUALIDAD DE PREVISION SOCIAL DE PERITOS E INGENIEROS TECNICOS INDUSTRIALES A PRIMA FIJA;ORENSE;16;MADRID;28020;28;N;
31/12/2017;P1703;MUTUALIDAD DE PREVISION SOCIAL DE PERITOS E INGENIEROS TECNICOS INDUSTRIALES A PRIMA FIJA;ORENSE;16;MADRID;28020;28;N;
31/12/2018;P1703;MUPITI;ORENSE ;16;MADRID;28006;28;N;
31/12/2019;P1703;MUTUALIDAD DE PREVISION SOCIAL DE PERITOS E INGENIEROS TECNICOS INDUSTRIALES A PRIMA FIJA;ORENSE;16;MADRID;28020;28;N;
31/12/2020;P1703;MUTUALIDAD DE PREVISION SOCIAL DE PERITOS E INGENIEROS TECNICOS INDUSTRIALES A PRIMA FIJA;ORENSE;16;MADRID;28020;28;N;WWW.MUPITI.COM
31/12/2021;P1703;MUTUALIDAD DE PREVISION SOCIAL DE PERITOS E INGENIEROS TECNICOS INDUSTRIALES A PRIMA FIJA;ORENSE;16;MADRID;28020;28;N;WWW.MUPITI.COM
31/12/2016;P1840;ASOCIACION FERROVIARIA MEDICO FARMACEUTICA DE PREVISION SOCIAL;MURCIA;10;MADRID;28045;28;N;
31/12/2017;P1840;ASOCIACION FERROVIARIA MEDICO FARMACEUTICA DE PREVISION SOCIAL;MURCIA;10;MADRID;28045;28;N;
31/12/2018;P1840;ASOCIACION FERROVIARIA MEDICO FARMACEUTICA DE PREVISION SOCIAL;MURCIA;10;MADRID;28045;28;N;
31/12/2019;P1840;ASOCIACION FERROVIARIA MEDICO FARMACUTICA DE PREVISION SOCIAL;PASEO DE LAS DELICIAS;48;MADRID;28045;28;N;
31/12/2020;P1840;ASOCIACION FERROVIARIA MEDICO FARMACEUTICA DE PREVISION SOCIAL;PASEO DE LAS DELICIAS;48;MADRID;28045;28;N;HTTPS://WWW.AFEMEFA.COM/
31/12/2021;P1840;ASOCIACION FERROVIARIA MEDICO FARMACUTICA DE PREVISION SOCIAL;PASEO DE LAS DELICIAS;48;MADRID;28045;28;N;HTTPS://WWW.AFEMEFA.COM/
31/12/2016;P1875;MUTUALIDAD DE EMPLEADOS DEL BANCO DE ESPAÑA MPS DE SEGUROS A PRIMA FIJA;GENERAL ARRANDO;19;MADRID;28010;28;N;
31/12/2017;P1875;MUTUALIDAD DE EMPLEADOS DEL BANCO DE ESPAÑA. M.P.S A PRIMA FIJA;CALLE GENERAL ARRANDO;19;MADRID;28010;28;N;
31/12/2018;P1875;MUTUALIDAD DE EMPLEADOS DEL BANCO DE ESPAÑA;GENERAL ARRANDO BAJO C;19;MADRID;28010;28;N;
31/12/2019;P1875;MUTUALIDAD EMPLEADOS DEL BANCO DE ESPAÑA;CALLE GENERAL ARRANDO;19;MADRID;28010;28;N;
31/12/2020;P1875;MUTUALIDAD DE EMPLEADOS DEL BANCO DE ESPAÑA;CALLE GENERAL ARRANDO;19;MADRID;28010;28;N;HTTPS://WWW.MUTUABDE.ES/MUTUALIDAD.ASP
31/12/2021;P1875;MUTUALIDAD DE EMPLEADOS DEL BANCO DE ESPAÑA;CALLE GENERAL ARRANDO;19;MADRID;28010;28;N;HTTPS://WWW.MUTUABDE.ES/MUTUALIDAD.ASP
31/12/2016;P2131;MUTUALIDAD GENERAL DE LA ABOGACIA, MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA;SERRANO;9;MADRID;28001;28;N;
31/12/2017;P2131;MUTUALIDAD GENERAL DE LA  ABOGACIA, MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA;SERRANO;9;MADRID;28001;28;N;
31/12/2018;P2131;MUTUALIDAD GENERAL DE LA ABOGACIA, MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA;SERRANO;9;MADRID;28001;28;N;
31/12/2019;P2131;MUTUALIDAD GENERAL DE LA ABOGACÍA, MUTUALIDAD DE PREVISIÓN SOCIAL A PRIMA FIJA;SERRANO;9;MADRID;28001;28;N;
31/12/2020;P2131;MUTUALIDAD GENERAL DE LA ABOGACÍA, MUTUALIDAD DE PREVISIÓN SOCIAL A PRIMA FIJA;SERRANO;9;MADRID;28001;28;N;WWW.MUTUALIDADABOGACIA.COM
31/12/2021;P2131;MUTUALIDAD GENERAL DE LA ABOGACÍA, MUTUALIDAD DE PREVISIÓN SOCIAL A PRIMA FIJA;SERRANO;9;MADRID;28001;28;P;WWW.MUTUALIDADABOGACIA.COM
31/12/2016;P2136;MUTUALIDAD DE PREVISION SOCIAL DE ARAGONESAS A PRIMA FIJA;CALLE VELAZQUEZ;64-66;MADRID;28001;28;N;
31/12/2017;P2136;MUTUALIDAD DE PREVISION SOCIAL DE ARAGONESAS A PRIMA FIJA;MUTUALIDAD DE PREVISION SOCIAL;64-66;MADRID;28001;28;N;
31/12/2018;P2136;MUTUALIDAD DE PREVISION SOCIAL DE ARAGONESAS A PRIMA FIJA;VELAZQUEZ;64-66;MADRID;28001;28;N;
31/12/2019;P2136;MUTUALIDAD DE PREVISION SOCIAL DE ARAGONESAS A PRIMA FIJA;VELAZQUEZ;64-66;MADRID;28001;28;N;
31/12/2020;P2136;MUTUALIDAD DE PREVISION SOCIAL DE ARAGONESAS A PRIMA FIJA;VELAZQUEZ;64-66;MADRID;28001;28;N;HTTP://WWW.MUTUALIDADDEARAGONESAS.ES
31/12/2021;P2136;MUTUALIDAD DE PREVISION SOCIAL DE ARAGNESAS A PRIMA FIJA;VELAZQUEZ;64-66;MADRID;28001;28;N;WWW.MUTUALIDADDEARAGONESAS.ES
31/12/2016;P2300;UNIÓN SANITARIA MÉDICO QUIRÚRGICA;MARQUES DEL DUERO;6;MADRID;28001;28;N;
31/12/2017;P2300;UNION SANITARIA MEDICO QUIRURGICA;MARQUES DEL DUERO;6;MADRID;28001;28;N;
31/12/2018;P2300;UNION SANITARIA MEDICO QUIRURGICA ;MARQUES DEL DUERO;6;MADRID;28001;28;N;
31/12/2019;P2300;UNION SANITARIA MEDICO QUIRURGICA;MARQUES DEL DUERO;6;MADRID;28001;28;N;
31/12/2016;P2345;MUTUALIDAD DE PREVISION SOCIAL DE VIAJANTES Y REPRESENTANTES DE COMERCIO DE ESPAÑA A PRIMA FIJA;DESENGAÑO;12;MADRID;28004;28;N;
31/12/2017;P2345;MUTUALIDAD DE PREVISION SOCIAL DE VIAJANTES Y REPRESENTANTES DE COMERCIO DE ESPAÑA A PRIMA FIJA;SAN GERMAN;55;MADRID;28020;28;N;
31/12/2018;P2345;MUTUALIDAD DE PREVISION SOCIAL DE VIAJANTES Y REPRESENTANTES DE COMERCIO DE ESPAÑA A  PRIMA FIJA;C/ SAN GERMAN;55;MADRID;28020;28;N;
31/12/2019;P2345;MUTUALIDAD DE PREVISION SOCIAL DE VIAJANTES Y REPRESENTANTES DE COMERCIO DE ESPAÑA A PRIMA FIJA;C/ SAN GERMAN;55;MADRID;28020;28;N;
31/12/2020;P2345;MUTUALIDAD DE VIAJANTES;SAN GERMAN;55;MADRID;28043;28;N;WWW.PREVIMUTUA.ES
31/12/2021;P2345;MUTUALIDAD DE VIAJANTES;SAN GERMAN;55;MADRID;28020;28;N;HTTPS://WWW.PREVIMUTUA.ES/
31/12/2016;P2381;MUTUALIDAD GENERAL DE PREVISION DEL HOGAR DIVINA PASTORA;XATIVA;23;VALENCIA;46002;46;N;
31/12/2017;P2381;MUTUALIDAD GENERAL DE PREVISION DEL HOGAR DIVINA PASTORA ;XATIVA;23;VALENCIA;46002;46;N;
31/12/2018;P2381;MUTUALIDAD GENERAL DE PREVISION DEL HOGAR DIVINA PASTORA;XATIVA ;23;VALENCIA;46002;46;N;
31/12/2019;P2381;MUTUALIDAD GENERAL DE PREVISION DEL HOGAR DIVINA PASTORA;XATIVA;23;VALENCIA;46002;46;N;
31/12/2020;P2381;MUTUALIDAD GENERAL DE PREVISION DEL HOGAR DIVINA PASTORA;XATIVA;23;VALENCIA;46002;46;N;WWW.DIVINAPASTORA.ES
31/12/2016;P2397;MUTUALIDAD DE PREVISION DE LAS ARTES DEL LIBRO A PRIMA FIJA, ARLI;JOSE ABASCAL;44;MADRID;28003;28;N;
31/12/2017;P2397;MUTUALIDAD DE PREVISION SOCIAL DE LAS ARTES DEL LIBRO A PRIMA FIJA ARLI;JOSE ABASCAL 4;44;MADRID ;28003;28;N;
31/12/2018;P2397;MUTUALIDAD DE PREVISION SOCIAL DE LA ARTES DEL LIBRO A PRIMA FIJA, ARLI;JOSE ABASCAL;44;MADRID;28003;28;N;
31/12/2019;P2397;MUTUALIDAD DE PREVISION SOCIAL DE LAS ARTES DEL LIBRO  A PRIMA FIJA ,ARLI;JOSE ABASCAL;44;MADRID;28003;28;N;
31/12/2020;P2397;MUTUALIDAD DE PREVISION SOCIAL DE LAS ARTES DEL LIBRO  A PRIMA FIJA ,ARLI;JOSE ABASCAL;44;MADRID;28003;28;N;HTTPS://WWW.ARLISALUD.ES/
31/12/2021;P2397;MUTUALIDAD DE PREVISION SOCIAL DE LAS ARTES DEL LIBRO  A PRIMA FIJA ,ARLI;JOSE ABASCAL;44;MADRID;28003;28;N;HTTPS://WWW.ARLISALUD.ES/
31/12/2016;P2605;MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA PARA EL PERSONAL DE MICHELIN ESPAÑA PORTUGAL, S.A;CAMINO DEL CABILDO ;S/N ;VALLADOLID;47009;47;N;
31/12/2017;P2605;MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA PARA EL PERSONAL DE MICHELIN ESPAÑA PORTUGAL, S.A.;CAMINO DEL CABILDO;S/N;VALLADOLID;47009;47;N;
31/12/2018;P2605;MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA PARA EL PERSONAL DE MICHELIN ESPAÑA PORTUGAL, S.A.;CAMINO CABILDO;SN;VALLADOLID;47009;47;N;
31/12/2019;P2605;MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA PARA EL PERSONAL DE MICHELIN ESPAÑA PORTUGAL;CAMINO CABILDO;SN;VALLADOLID;47009;47;N;
31/12/2020;P2605;MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA PARA EL PERSONAL DE MICHELIN ESPAÑA PORTUGAL, S.A.;CAMINO CABILDO;SN;VALLADOLID;47009;47;N;HTTPS://WWW.CSIFMICHELIN.COM/
31/12/2021;P2605;MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA PARA EL PERSONAL DE MICHELIN ESPAÑA PORTUGAL, S.A.;CAMINO CABILDO;SN;VALLADOLID;47009;47;N;HTTPS://WWW.CSIFMICHELIN.COM/
31/12/2016;P2636;MUTUALIDAD ESCOLAR DE PREVISION SOCIAL A PRIMA FIJA JESUS MARIA;JUAN BRAVO;13;MADRID;28006;28;N;
31/12/2017;P2636;MUTUALIDAD ESCOLAR DE PREVISION SOCIAL A PRIMA FIJA JESUS MARIA;JUAN BRAVO;13;MADRID;28006;28;N;
31/12/2018;P2636;MUTUALIDAD ESCOLAR DE PREVISION SOCIAL A PRIMA FIJA JESUS MARIA;JUAN BRAVO;13;MADRID;28006;28;N;
31/12/2019;P2636;MUTUALIDAD ESCOLAR DE PREVISION SOCIAL A PRIMA FIJA JESUS MARIA;JUAN BRAVO;13;MADRID;28006;28;N;
31/12/2020;P2636;MUTUALIDAD ESCOLAR DE PREVISION SOCIAL A PRIMA FIJA JESUS MARIA;JUAN BRAVO;13;MADRID;28006;28;N;WWW.MUTUALIDADJESUSMARIA.COM
31/12/2021;P2636;MUTUALIDAD ESCOLAR DE PREVISION SOCIAL A PRIMA FIJA JESUS MARIA;JUAN BRAVO;13;MADRID;28006;28;N;WWW.MUTUALIDADJESUSMARIA.COM
31/12/2016;P2651;MUTUA DE PREVISION SOCIAL DEL PERSONAL DE RENAULT ESPAÑA;AVDA MADRID;72;VALLADOLID;47008;47;N;
31/12/2017;P2651;MUTUA DE PREVISION SOCIAL DEL PERSONAL DE RENAULT ESPAÑA;AVENIDA MADRID ;72;VALLADOLID;47008;47;N;
31/12/2018;P2651;MUTUA DE PREVISION DEL PERSONAL DE RENAULT ESPAÑA;AVENIDAD MADRID;72;VALLADOLID;47008;47;N;
31/12/2019;P2651;MUTUA DE PREVISION SOCIALDEL  PERSONAL DE  RENAULT ESPAÑA;AVENIDA MADRID;72;VALLADOLID;47008;47;N;
31/12/2020;P2651;MUTUA PREVISION SOCIAL PERSONAL RENAULT ESPAÑA;AVENIDA MADRID ;72;VALLADOLID;47008;47;N;WWW.MUTUARENAULT.COM
31/12/2021;P2651;MUTUA DE PREVISION SOCIAL DEL PERSONAL RENAULT ESPAÑA;AVENIDA MADRID;72;VALLADOLID;47008;47;N;HTTP://WWW.MUTUARENAULT.COM/HOJAS/GENERAL/GESTOR5.HTML
31/12/2016;P2714;MUTUALIDAD DE PREVISION SOCIAL DE EMPLEADOS DE BANCAJA;BELGICA;8;VALENCIA;46021;46;N;
