TRIMESTRE;CLAVE;NOMBRE;CALLE;NUMERO;POBLACION;CODPOS;PROVINCIA;AMBITO;URL
31/12/2016;C0668;EUROP ASSISTANCE ESPAÑA,S .A. DE SEGUROS Y REASEGUROS;ORENSE;4;MADRID;28020;28;N;
31/12/2017;C0668;EUROP ASSISTANCE ESPAÑA, S.A. DE SEGUROS Y REASEGUROS;ORENSE;4;MADRID;28020;28;N;
31/12/2018;C0668;EUROP ASSISTANCE ESPAÑA, S.A. DE SEGUROS Y REASEGUROS;ORENSE, 4;4;MADRID;28020;28;N;
31/12/2016;C0676;MAPFRE ASISTENCIA COMPAÑIA INTERNACIONAL DE SEGUROS Y REASEGUROS, S.A.;CTRA. POZUELO ;52;MAJADAHONDA;28222;28;N;
31/12/2017;C0676;MAPFRE ASISTENCIA COMPAÑIA INTERNACIONAL DE SEGUROS Y REASEGUROS, S.A.;CTRA. POZUELO;52;MAJADAHONDA;28222;28;N;
31/12/2018;C0676;MAPFRE ASISTENCIA COMPAÑIA INTERNACIONAL DE SEGUROS Y REASEGUROS, S.A.;CTRA. POZUELO;52;MAJADAHONDA;28222;28;N;
31/12/2019;C0676;MAPFRE ASISTENCIA COMPAÑIA INTERNACIONAL DE SEGUROS Y REASEGUROS, S.A.;CTRA. POZUELO;52;MAJADAHONDA;28222;28;N;
31/12/2020;C0676;MAPFRE ASISTENCIA COMPAÑIA INTERNACIONAL DE SEGUROS Y REASEGUROS, S.A.;CTRA. POZUELO;52;MAJADAHONDA;28222;28;N;WWW.MAPFRE-ASISTENCIA.COM
31/12/2021;C0676;MAPFRE ASISTENCIA COMPAÑIA INTERNACIONAL DE SEGUROS Y REASEGUROS, S.A.;CTRA. POZUELO;52;MAJADAHONDA;28053;28;N;HTTPS://WWW.MAPFRE-ASISTENCIA.COM/
31/12/2016;C0677;MEDITERRANEO VIDA, S.A., DE SEGUROS Y REASEGUROS;AVENIDA OSCAR ESPLA;37;ALICANTE;3007;3;N;
31/12/2017;C0677;MEDITERRANEO VIDA, S.A. DE SEGUROS Y REASEGUROS (SOCIEDAD UNIPERSONAL);AUSO Y MONZO;16;ALICANTE;3006;3;N;
31/12/2018;C0677;MEDITERRANEO VIDA, S.A. DE SEGUROS Y REASEGUROS (SOCIEDAD UNIPERSONAL);ED. HISPANIA, 8 PLANTA. AUSO Y;16;ALICANTE;3006;3;N;
31/12/2019;C0677;MEDITERRANEO VIDA, S.A. DE SEGUROS Y REASEGUROS (SOCIEDAD UNIPERSONAL);ED.HISPANIA 8ª PL.AUSO Y MONZO;16;ALICANTE;3006;3;N;
31/12/2020;C0677;MEDITERRÁNEO VIDA, S.A. DE SEGUROS Y REASEGUROS (SOCIEDAD UNIPERSONAL);ED.HISPANIA 8ª PL.AUSO Y MONZO;16;ALICANTE;3006;3;N;WWW.MEDVIDA.ES
31/12/2021;C0677;MEDITERRANEO VIDA, S.A. DE SEGUROS Y REASEGUROS (S.A.U.);ED.HISPANIA 8ª PL.AUSO Y MONZO;16;ALICANTE;3006;3;N;WWW.MEDVIDA.ES
31/12/2016;C0679;AMSYR AGRUPACIO SEGUROS Y REASEGUROS, S.A.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2017;C0679;AMSYR AGRUPACIO DE SEGUROS Y REASEGUROS, S.A.U.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2016;C0682;AMIC SEGUROS GENERALES, S.A.;CALLE VILLANUEVA;11;MADRID;28001;28;N;
31/12/2017;C0682;AMIC SEGUROS GENERALES, S.A.U.;GENOVA;26;MADRID;28004;28;N;
31/12/2018;C0682;AMIC SEGUROS GENERALES, S.A.U.;GENOVA;26;MADRID;28004;28;N;
31/12/2019;C0682;AMIC SEGUROS GENERALES, S.A.U.;GENOVA;26;MADRID;28004;28;N;
31/12/2020;C0682;AMIC SEGUROS GENERALES, S.A.U.;GENOVA;26;MADRID;28004;28;N;WWW.PSN.ES
31/12/2021;C0682;AMIC SEGUROS GENERALES, S.A.U.;GENOVA;26;MADRID;28004;28;N;WWW.PSN.ES
31/12/2016;C0683;SEGUROS LAGUN ARO VIDA, S.A.;CAPUCHINOS DE BASURTO;6;BILBAO;48013;48;N;
31/12/2017;C0683;SEGUROS LAGUN ARO VIDA, S.A.;CAPUCHINOS DE BASURTO;6;BILBAO;48013;48;N;
31/12/2018;C0683;SEGUROS LAGUN ARO VIDA, S.A.;CAPUCHINOS DE BASURTO;6;BILBAO;48013;48;N;
31/12/2019;C0683;SEGUROS LAGUN ARO VIDA, S.A.;CAPUCHINOS DE BASURTO;6;BILBAO;48013;48;N;
31/12/2020;C0683;SEGUROS LAGUN ARO VIDA, S.A.;CAPUCHINOS DE BASURTO;6;BILBAO;48013;48;N;WWW.SEGUROSLAGUNARO.COM
31/12/2021;C0683;SEGUROS LAGUN ARO VIDA, S.A.;CAPUCHINOS DE BASURTO;6;BILBAO;48013;48;N;HTTPS://WWW.SEGUROSLAGUNARO.COM
31/12/2016;C0688;ALLIANZ POPULAR VIDA, S.A.U. COMPAÑIA DE SEGUROS Y REASEGUROS;RAMIREZ DE ARELLANO;35;MADRID;28043;28;N;
31/12/2017;C0688;ALLIANZ POPULAR VIDA, S.A.U., COMPAÑIA  DE SEGUROS Y REASEGUROS S.A.;RAMIREZ DE ARELLANO;35;MADRID;28043;28;N;
31/12/2018;C0688;ALLIANZ POPULAR VIDA, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A., S.A.U.;RAMIREZ DE ARELLANO;35;MADRID;28043;28;N;
31/12/2019;C0688;ALLIANZ POPULAR VIDA, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A., S.A.U.;RAMIREZ DE ARELLANO;35;MADRID;28043;28;N;
31/12/2020;C0688;POPULAR VIDA 2020, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.U.;RAMIREZ DE ARELLANO;35;MADRID;28043;28;N;WWW.BANCOSANTANDER.ES
31/12/2016;C0692;AIDE ASISTENCIA SEGUROS Y REASEGUROS, S.A.U;PLAÇA D'EUROPA;22-24;L'HOSPITALET DE LLOBREGAT;8090;8;N;
31/12/2016;C0693;PELAYO VIDA SEGUROS Y REASEGUROS, S.A.;SANTA ENGRACIA;67-69;MADRID;28050;28;N;
31/12/2017;C0693;PELAYO VIDA SEGUROS Y REASEGUROS, S.A.;SANTA ENGRACIA;67-69;MADRID;28001;28;N;
31/12/2018;C0693;PELAYO VIDA SEGUROS Y REASEGUROS, S.A.;CALLE DE SANTA ENGRACIA;67-69;MADRID;28001;28;N;
31/12/2019;C0693;PELAYO VIDA SEGUROS Y REASEGUROS, S.A.;SANTA ENGRACIA;67-69;MADRID;28010;28;N;
31/12/2020;C0693;PELAYO VIDA SEGUROS Y REASEGUROS, S.A.;SANTA ENGRACIA;67-69;MADRID;28010;28;N;HTTPS://WWW.PELAYO.COM/VIDA-AHORRO
31/12/2021;C0693;PELAYO VIDA SEGUROS Y REASEGUROS, S.A.;SANTA ENGRACIA;67-69;MADRID;28010;28;N;HTTPS://WWW.PELAYO.COM/VIDA-AHORRO
31/12/2016;C0694;AVIVA VIDA Y PENSIONES, SOCIEDAD ANONIMA DE SEGUROS Y REASEGUROS;CAMINO FUENTE DE LA MORA;9;MADRID;28050;28;N;
31/12/2017;C0694;SANTA LUCIA VIDA Y PENSIONES, S.A. DE SEGUROS Y REASEGUROS;CAMINO FUENTE DE LA MORA;9;MADRID;28050;28;N;
31/12/2018;C0694;SANTA LUCIA VIDA Y PENSIONES, SEGUROS Y REASGUROS, S.A.;CAMINO FUENTE DE LA MORA;9;MADRID;28050;28;L;
31/12/2019;C0694;SANTA LUCIA VIDA Y PENSIONES, SEGUROS Y REASGUROS, S.A.;CAMINO FUENTE DE LA MORA;9;MADRID;28050;28;L;
31/12/2020;C0694;SANTA LUCIA VIDA Y PENSIONES, SEGUROS Y REASGUROS, S.A.;RIBERA DEL LOIRA, ;4-6;MADRID;28042;28;L;HTTPS://WWW.SANTALUCIAVIDAYPENSIONES.ES/
31/12/2016;C0696;ERGO VIDA SEGUROS Y REASEGUROS,S.A;TORRE DKV,AVENIDA MARIA ZAMBRA;31;ZARAGOZA;50018;50;N;
31/12/2017;C0696;ERGO VIDA SEGUROS Y REASEGUROS, S.A.;AVENIDA MARIA ZAMBRANO, TORRE ;31;ZARAGOZA;50018;50;N;
31/12/2018;C0696;ERGO VIDA SEGUROS Y REASEGUROS S.A;TORRE DKV, AV MARIA ZAMBRANO;31;ZARAGOZA;50018;50;N;
31/12/2019;C0696;ERGO VIDA SEGUROS Y REASEGUROS S.A;TORRE DKV, AVDA MARIA ZAMBRANO;31;ZARAGOZA;50018;50;N;
31/12/2020;C0696;ERGO VIDA SEGUROS Y REASEGUROS S.A;TORRE DKV, AVENIDA MARIA ZAMBR;31;ZARAGOZA;50018;50;N;HTTPS://DKVSALUD.COM/ES/INFORMACION-CORPORATIVA/INFORME-CORPORATIVO/2019
31/12/2021;C0696;ERGO VIDA SEGUROS Y REASEGUROS S.A.;TORRE DKV, AV. MARIA ZAMBRANO;31;ZARAGOZA;50018;50;N;WWW.DKV.ES/CORPORATIVO/CONOCENOS/INFORMES/INFORME-ANUAL
31/12/2016;C0697;SEGUROS EL CORTE INGLES VIDA, PENSIONES Y REASEGUROS, S.A.;HERMOSILLA;112;MADRID;28009;28;N;
31/12/2017;C0697;SEGUROS EL CORTE INGLES VIDA, PENSIONES Y REASEGUROS, S.A.;HERMOSILLA;112;MADRID;28009;28;N;
31/12/2018;C0697;SEGUROS EL CORTE INGLES VIDA, PENSIONES Y REASEGUROS, S.A.;HERMOSILLA;112;MADRID;28009;28;N;
31/12/2019;C0697;SEGUROS EL CORTE INGLES VIDA PENSIONES Y REASEGUROS S.A.U;HERMOSILLA;112;MADRID;28009;28;N;
31/12/2020;C0697;SEGUROS EL CORTE INGLES VIDA PENSIONES Y REASEGUROS S.A.U.;HERMOSILLA;112;MADRID;28009;28;N;WWW.SEGUROSECI.COM
31/12/2021;C0697;SEGUROS EL CORTE INGLES VIDA PENSIONES Y REASEGUROS S.A.U.;HERMOSILLA;112;MADRID;28009;28;N;WWW.SEGUROSECI.COM
31/12/2016;C0706;FENIX DIRECTO COMPAÑIA DE SEGUROS Y REASEGUROS S.A.;RAMIREZ ARELLANO;35;MADRID;28043;28;N;
31/12/2017;C0706;FENIX DIRECTO COMPAÑIA DE SEGUROS Y REASEGUROS S.A.;RAMIREZ ARELLANO;35;MADRID;28043;28;N;
31/12/2018;C0706;FENIX DIRECTO COMPAÑIA DE SEGUROS Y REASEGUROS S.A.;RAMIREZ ARELLANO;35;MADRID;28043;28;N;
31/12/2019;C0706;FENIX DIRECTO COMPAÑIA DE SEGUROS Y REASEGUROS S.A.;RAMIREZ ARELLANO;35;MADRID;28043;28;N;
31/12/2020;C0706;FENIX DIRECTO COMPAÑIA DE SEGUROS Y REASEGUROS S.A.;RAMIREZ ARELLANO;35;MADRID;28043;28;N;HTTPS://WWW.FENIXDIRECTO.COM/
31/12/2021;C0706;FENIX DIRECTO COMPAÑIA DE SEGUROS Y REASEGUROS S.A.;RAMIREZ ARELLANO;35;MADRID;28043;28;N;HTTPS://WWW.ALLIANZDIRECT.ES/FENIX-DIRECTO/
31/12/2016;C0708;AMGEN SEGUROS GENERALES COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.U.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2017;C0708;AMGEN SEGUROS GENERALES COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.U.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2018;C0708;AMGEN SEGUROS GENERALES COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.U.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2019;C0708;GACM SEGUROS GENERALES, COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2020;C0708;GACM SEGUROS GENERALES, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.U.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;HTTPS://WWW.GRUPO-ACM.ES/ES/
31/12/2021;C0708;GACM SEGUROS GENERALES, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.U.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;HTTPS://WWW.GRUPO-ACM.ES/ES/
31/12/2016;C0709;IMA IBERICA SEGUROS Y REASEGUROS S.A.;JULIAN CAMARILLO;29;MADRID;28037;28;N;
31/12/2017;C0709;IMA IBERICA SEGUROS Y REASEGUROS S.A.;JULIAN CAMARILLO;29;MADRID;28037;28;N;
31/12/2018;C0709;IMA IBERICA SEGUROS Y REASEGUROS S.A.;JULIAN CAMARILLO;29;MADRID;28037;28;N;
31/12/2019;C0709;IMA IBERICA SEGUROS Y REASEGUROS S.A;JULIAN CAMARILLO;29;MADRID;28037;28;N;
31/12/2020;C0709;IMA IBERICA SEGUROS Y REASEGUROS S.A;JULIAN CAMARILLO ;29;MADRUD;28037;28;N;HTTP://WWW.IMAIBERICA.ES/ES/PRENSA/DOCUMENTACION.PHP
31/12/2021;C0709;IMA IBERICA SEGUROS Y REASEGUROS S A;JULIAN CAMARILLO;29;MADRID;28037;28;N;HTTP://WWW.IMAIBERICA.ES/ES/PRENSA/DOCUMENTACION.PHP
31/12/2016;C0711;AXA AURORA VIDA SA DE SEGUROS Y REASEGUROS;BUENOS AIRES ;12 1;BILBAO;48001;48;N;
31/12/2017;C0711;AXA AURORA VIDA, S.A. DE SEGUROS Y REASEGUROS;CALLE BUENOS AIRES;12;BILBAO;48001;48;N;
31/12/2018;C0711;AXA AURORA VIDA, S.A. DE SEGUROS Y REASEGUROS;ALAMEDA DE URQUIJO;78;BILBAO;48013;48;N;
31/12/2019;C0711;AXA AURORA VIDA, S.A. DE SEGUROS Y REASEGUROS;ALAMEDA DE URQUIJO;78;BILBAO;48013;48;N;
31/12/2020;C0711;AXA  AURORA VIDA, S.A. DE SEGUROS Y REASEGUROS;ALAMEDA DE URQUIJO;78;BILBAO;48013;48;N;HTTPS://WWW.AXA.ES/AXA-ESPANA/INFORMES-SFCR
31/12/2021;C0711;AXA  AURORA VIDA, S.A. DE SEGUROS Y REASEGUROS;ALAMEDA DE URQUIJO;78;BILBAO;48013;48;N;https://www.axa.es/
31/12/2016;C0715;ASEFA, S.A. SEGUROS Y REASEGUROS;AVENIDA DE MANOTERAS;32;MADRID;28050;28;N;
31/12/2017;C0715;ASEFA, S.A. SEGUROS Y REASEGUROS;AVENIDA MANOTERAS; 32;MADRID;28050;28;N;
31/12/2018;C0715;ASEFA, S.A. SEGUROS Y REASEGUROS;AVENIDA DE MANOTERAS;32;MADRID;28050;28;N;
31/12/2019;C0715;ASEFA, S.A. SEGUROS Y REASEGUROS;AVDA. MANOTERAS;32;MADRID;28050;28;N;
31/12/2020;C0715;ASEFA SEGUROS Y REASEGUROS, S.A.;AVDA. MANOTERAS;32;MADRID;28050;28;N;WWW.ASEFA.ES
31/12/2021;C0715;ASEFA, S.A SEGUROS Y REASEGUROS (UNIPERSONAL);AVENIDA MANOTERAS;32;MADRID;28050;28;N;WWW.ASEFA.ES
31/12/2016;C0720;LINEA DIRECTA ASEGURADORA, S.A DE SEGUROS Y REASEGUROS;ISAAC NEWTON;7;TRES CANTOS;28760;28;N;
31/12/2017;C0720;LINEA DIRECTA ASEGURADORA, S.A. DE SEGUROS Y REASEGUROS;ISAAC NEWTON;7;TRES CANTOS;28760;28;N;
31/12/2018;C0720;LINEA DIRECTA ASEGURADORA. S.A COMPAÑÍA DE SEGUROS Y REASEGUROS;ISAAC NEWTON;7;TRES CANTOS;28760;28;N;
31/12/2019;C0720;LINEA DIRECTA ASEGURADORA, S.A COMPAÑÍA DE SEGUROS Y REASEGUROS;ISAAC NEWTON;7;TRES CANTOS;28760;28;N;
31/12/2020;C0720;LINEA DIRECTA ASEGURADORA, S.A COMPAÑÍA DE SEGUROS Y REASEGUROS;ISAAC NEWTON;7;TRES CANTOS;28760;28;N;HTTPS://WWW.LINEADIRECTA.COM
31/12/2021;C0720;LINEA DIRECTA ASEGURADORA, S.A COMPAÑÍA DE SEGUROS Y REASEGUROS;ISAAC NEWTON;7;TRES CANTOS;28760;28;N;HTTPS://WWW.LINEADIRECTA.COM
31/12/2016;C0721;KUTXABANK ASEGURADORA CIA DE SEGUROS Y REASEGUROS, SAU;PLAZA EUSKADI;5 P28;BILBAO;48009;48;N;
31/12/2017;C0721;KUTXABANK ASEGURADORA CIA DE SEGUROS Y REASEGUROS, SAU;PLAZA EUSKADI;5 P28;BILBAO;48009;48;N;
31/12/2018;C0721;KUTXABANK ASEGURADORA CIA DE SEGUROS Y REASEGUROS, SAU;PLAZA EUSKADI;5 P28;BILBAO;48009;48;N;
31/12/2019;C0721;KUTXABANK ASEGURADORA CIA DE SEGUROS Y REASEGUROS, SAU;PLAZA EUSKADI;5 P28;BILBAO;48009;48;N;
31/12/2020;C0721;KUTXABANK ASEGURADORA CIA DE SEGUROS Y REASEGUROS, SAU;PLAZA EUSKADI;5 P28;BILBAO;48009;48;N;HTTP://WWW.KUTXABANK.COM/CS/SATELLITE/KUTXABANK/ES/INFORMACION_PARA_BRINVERSORES/INFORMACION_FINANCIERA_0/INFORMES_FINANCIEROS_0
31/12/2021;C0721;KUTXABANK ASEGURADORA CIA DE SEGUROS Y REASEGUROS, SAU;PLAZA EUSKADI;5 P28;BILBAO;48009;48;N;HTTP://WWW.KUTXABANK.COM/CS/SATELLITE/KUTXABANK/ES/INFORMACION_PARA_BRINVERSORES/INF
31/12/2016;C0723;AXA SEGUROS GENERALES, S.A. DE SEGUROS Y REASEGUROS;MONSEÑOR PALMER;1;PALMA DE MALLORCA;7014;7;N;
31/12/2017;C0723;AXA SEGUROS GENERALES, S.A. DE SEGUROS Y REASEGUROS;MONSEÑOR PALMER;1;PALMA DE MALLORCA;7014;7;N;
31/12/2018;C0723;AXA SEGUROS GENERALES, S.A. DE SEGUROS Y REASEGUROS;MONSEÑOR PALMER;1;PALMA DE MALLORCA;7014;7;N;
31/12/2019;C0723;AXA SEGUROS GENERALES, S.A. DE SEGUROS Y REASEGUROS;MONSEÑOR PALMER;1;PALMER;7014;7;N;
31/12/2020;C0723;AXA SEGUROS GENERALES, SA DE SEGUROS Y REASEGUROS;MONSEÑOR PALMER;1;PALMA DE MALLORCA;7014;7;N;HTTPS://WWW.AXA.ES/AXA-ESPANA/INFORMES-SFCR
31/12/2021;C0723;AXA SEGUROS GENERALES, S.A. DE SEGUROS Y REASEGUROS;MONSEÑOR PALMER;1;PALMA DE MALLORCA;7014;7;N;HTTPS://WWW.AXA.ES/AXA-ESPANA/INFORMES-SFCR
31/12/2016;C0724;AXA VIDA SA DE SEGUROS Y REASEGUROS ;PÇA. DE LA PAU ,WTC ALMEDA E.6;S/N;CORNELLA DEL LLOBREGAT;8940;8;N;
31/12/2016;C0730;AXA GLOBAL DIRECT SEGUROS Y REASEGUROS, S.A.U.;EMILIO VARGAS;6;MADRID;28043;28;N;
31/12/2017;C0730;AXA GLOBAL DIRECT SEGUROS Y REASEGUROS, S.A.U.;EMILIO VARGAS;6;MADRID;28043;28;N;
31/12/2018;C0730;AXA GLOBAL DIRECT SEGUROS Y REASEGUROS, S.A.U.;EMILIO VARGAS;6;MADRID;28043;28;N;
31/12/2016;C0732;MAPFRE GLOBAL RISKS;CARRETERA DE POZUELO;52;MAJADAHONDA;28222;28;N;
31/12/2017;C0732;MAPFRE GLOBAL RISKS,COMPAÑÍA INTERNACIONAL DE SEGUROS Y REASEGUROS, S.A.;CARRETERA DE POZUELO;52;MAJADAHONDA;28222;28;N;
31/12/2016;C0735;PASTOR VIDA S.A. DE SEGUROS Y REASEGUROS;C/ RAMIREZ DE ARELLANO;35;MADRID;28043;28;N;
31/12/2017;C0735;PASTOR VIDA S.A. DE SEGUROS Y REASEGUROS;CALLE RAMIREZ DE ARELLANO;35;MADRID;28043;28;N;
31/12/2016;C0736;NATIONALE-NEDERLANDEN VIDA, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.E. NATIONALE-NEDERLANDEN VIDA, COI;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;
31/12/2017;C0736;NATIONALE-NEDERLANDEN VIDA CIA. DE SEGUROS Y REASEGUROS, S.A.E.;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;
31/12/2018;C0736;NATIONALE NEDERLANDEN VIDA CIA DE SEGUROS Y REASGUROS, S.A.E.;AVENIDA DE BRUSELAS ;16;ALCOBENDAS;28108;28;N;
31/12/2019;C0736;NATIONALE NEDERLANDEN VIDA CIA DE SEGUROS Y REASEGUROS S.A.E;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;
31/12/2020;C0736;NATIONALE NEDERLANDEN VIDA COMPAÑIA DE SEGUROS Y REASGUROS;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;HTTPS://WWW.NNESPANA.ES/HOME
31/12/2021;C0736;NATIONALE NEDERLANDEN VIDA COMPAÑIA DE SEGUROS Y REASEGUROS;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;HTTPS://WWW.NNESPANA.ES/HOME
31/12/2016;C0737;NATIONALE-NEDERLANDEN GENERALES, COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.E.;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;
31/12/2017;C0737;NATIONALE-NEDERLANDEN GENERALES CIA. DE SEGUROS Y REASEGUROS;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;
31/12/2018;C0737;NATIONALE NEDERLANDEN GENERALES CIA DE SEGUROS Y REASEGUROS, S.A.E;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;
31/12/2019;C0737;NATIONALE NEDERLANDEN GENERALES CIA DE SEGUROS Y REASEGUROS S.A.E;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;
31/12/2020;C0737;NATIONALE NEDERLANDEN GENERALES COMPAÑIA DE SEGUROS Y REASGUROS;AVENIDA DE BRUSELAS ;16;ALCOBENDAS;28108;28;N;HTTPS://WWW.NNESPANA.ES/HOME
31/12/2021;C0737;NATIONALE NEDERLANDEN GENERALES COMPAÑIA DE SEGUROS Y REASEGUROS;AVENIDA DE BRUSELAS;16;ALCOBENDAS;28108;28;N;HTTPS://WWW.NNESPANA.ES/HOME
31/12/2016;C0739;CAJA ESPAÑA VIDA SEGUROS Y REASEGUROS S.A.;CALLE SANTA NONIA;4-3ª;LEON;24003;24;N;
31/12/2017;C0739;CAJA ESPAÑA VIDA, CIA DE SEGUROS Y REASEGUROS, S.A.;CALLE SANTA NONIA;4-3ª;LEON;24003;24;N;
31/12/2016;C0744;ATLANTIS VIDA, COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2017;C0744;ATLANTIS VIDA, COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2018;C0744;ATLANTIS VIDA, COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2019;C0744;ATLANTIS VIDA, COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;
31/12/2020;C0744;ATLANTIS VIDA, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;HTTPS://WWW.GRUPO-ACM.ES/ES/
31/12/2021;C0744;ATLANTIS VIDA, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.;CARRETERA DE RUBI;72-74;SANT CUGAT DEL VALLES;8174;8;N;HTTPS://WWW.GRUPO-ACM.ES/ES/
31/12/2016;C0754;MARCH VIDA, S.A. DE SEGUROS Y REASEGUROS;AV. ALEJANDRO ROSSELLO;8;PALMA DE MALLORCA;7002;7;N;
31/12/2017;C0754;MARCH VIDA S.A. DE SEGUROS Y REASEGUROS;AVENIDA ALEJANDRO ROSSELLO;8;PALMA DE MALLORCA;7002;7;N;
31/12/2018;C0754;MARCH VIDA S.A. DE SEGUROS Y REASEGUROS;AVENIDA ALEJANDRO ROSSELO ;8;PALMA DE MALLORCA;7002;7;N;
31/12/2019;C0754;MARCH VIDA,S.A DE SEGUROS Y REASEGUROS;AVENIDA ALEJANDRO ROSSELO ;8;PALMA DE MALLORCA;7002;7;N;
31/12/2020;C0754;MARCH VIDA S.A. DE SEGUROS Y REASEGUROS;AVENIDA ALEJANDRO ROSSELLO;8;PALMA DE MALLORCA;7002;7;N;WWW.MARCHVIDA.ES
31/12/2021;C0754;MARCH VIDA S.A. DE SEGUROS Y REASEGUROS;AVENIDA ALEXANDRE ROSSELLO;8;PALMA DE MALLORCA;7002;7;N;WWW.MARCHVIDA.ES
31/12/2016;C0756;LIBERBANK VIDA Y PENSIONES, SEGUROS Y REASEGUROS S.A.;FRUELA;8;OVIEDO;33007;33;N;
31/12/2017;C0756;LIBERBANK VIDA Y PENSIONES, SEGUROS Y REASEGUROS, S.A.;FRUELA;8;OVIEDO;33007;33;N;
31/12/2018;C0756;LIBERBANK VIDA Y PENSIONES S.A.;FRUELA;8;OVIEDO;33007;33;N;
31/12/2019;C0756;LIBERBANK VIDA Y PENSIONES, S.A.;FRUELA;8;OVIEDO;33007;33;N;
31/12/2020;C0756;LIBERBANK VIDA Y PENSIONES, S.A.;FRUELA;8;OVIEDO;33007;33;N;HTTPS://WWW.AEGON.COM/CONTENTASSETS/15E1AB12B68F40A39D23466DC38B0E21/SFCR-LIBERBANK-2020.PDF
31/12/2021;C0756;LIBERBANK VIDA Y PENSIONES, S.A.;CALLE FRUELA;8;OVIEDO;33008;33;N;HTTP://STANDARD.ISO.ORG/ISO/17442/9598007TGFFJ24RXG723
31/12/2016;C0757;CAJAMAR VIDA S.A. DE SEGUROS Y REASEGUROS;PLAZA DE BARCELONA;5;ALMERIA;4006;4;N;
31/12/2017;C0757;CAJAMAR VIDA S.A. DE SEGUROS Y REASEGUROS;PLAZA DE BARCELONA;5;ALMERIA;4006;4;N;
31/12/2018;C0757;CAJAMAR VIDA S.A. DE SEGUROS Y REASEGUROS;PLAZA DE BARCELONA;5;ALMERIA;4006;4;N;
31/12/2019;C0757;CAJAMAR VIDA S.A. DE SEGUROS Y REASEGUROS;PLAZA DE JUAN DEL AGUILA MOLIN;5;ALMERIA;4006;4;N;
31/12/2020;C0757;CAJAMAR VIDA S.A. DE SEGUROS Y REASEGUROS;PLAZA JUAN DEL AGUILA MOLINA;5;ALMERIA;4006;4;N;HTTPS://WWW.CAJAMAR.ES/ES/PARTICULARES/PRODUCTOS-Y-SERVICIOS/SEGUROS/
31/12/2021;C0757;CAJAMAR VIDA S.A. DE SEGUROS Y REASEGUROS;PLAZA JUAN DEL AGUILA MOLINA;5;ALMERIA;4006;4;N;HTTPS://WWW.CAJAMAR.ES/ES/PARTICULARES/PRODUCTOS-Y-SERVICIOS/SEGUROS/
31/12/2016;C0758;IGUALATORIO MEDICO QUIRURGICO, S.A. DE SEGUROS Y REASEGUROS;MAXIMO AGUIRRE;18BIS;BILBAO;48011;48;P;
