TRIMESTRE;CLAVE;operacion;PT1;PT2;PT3;PT4;PT5;PT6;PT7;PT8;PT9;PT10;PT11;PT12;PT13;PT14;PT15;PT16;PT17;PT18;PT19;PT20;PT21;PT22;PT23;PT24;PT25;PT26;PT27;PT28;PT29;PT30;PT31;PT55;PT32;PT33;PT34;PT35;PT36;PT37;PT38;PT39;PT40;PT41;PT42;PT43;PT44;PT45;PT46;PT47;PT48;PT49;PT50;PT51;PT52;PT53;PT54;PT56;PT57;PT58;MONEDA;delegacion;TipoDec
31/12/2016;C0026;1;210628483,32;0;-37411,08;664680,91;-379903,48;0;-12386,94;209558874,79;2217099,09;;;;191059,25;0;0;3014322,32;54438464,36;;0;151168838,37;0;282099,93;4778619,72;0;-97484,62;108340,45;155871183,23;66344458,56;0;0;-1136795,85;0;65207662,71;132748,75;-335000;-202251,25;16953316,93;;3420778,64;440084,41;19934011,16;3075,31;0;788453,34;791528,65;4933450,63;329114,35;1055121,48;0;3501027,88;0;1877498,31;11696212,65;;11091314,48;49015983,7;13037891,69;12645569,21;E;724;16
31/12/2017;C0026;1;182785192,83;0;1058,24;596772,97;-364877,28;0;-38456,19;181863057,01;2366339,74;;;;0;0;0;463764,28;47309099,09;;0;177488533,86;0;196026,73;-800060,64;0;-6435,95;81872,31;176580754,75;17315919,92;0;0;578166,4;0;17894086,32;129759,91;-40000;89759,91;16512562,63;;3515941,72;501176,83;19527327,52;30,1;0;44102,87;44132,97;5475389,56;831051,73;668460,34;0;582413,33;0;1999280,69;9556595,65;;10338057,27;44478995,07;11284001,71;6425443,42;E;724;16
31/12/2018;C0026;1;169195381,24;0;63084,38;594543,35;-237702,73;0;2612,44;168423607,1;2485398,71;;;;0;0;0;4680147,79;49767053,4;;1124900,99;169335439,43;0;426742,01;-1309561,68;0;-750045,26;90939,37;168440120,37;2519073,9;0;0;-2219443,28;0;299630,62;211219,5;-70000;141219,5;16096367,98;;3213381,2;164517,68;19145231,5;2842,88;0;501244,43;504087,31;5773254,83;429731,47;687327,29;0;748372,53;0;1322160,7;8960846,82;;15644313,66;42601506,9;8238964,93;14419076,64;E;724;16
31/12/2019;C0026;1;172465067,82;0;-6431,1;663342,6;-431709,26;0;-25792,24;171389377,1;2404537,64;;;;0;0;0;42103,4;44044019,46;;-1064164,63;157528567,3;0;473120,75;1372781,19;0;-194940,01;90484,85;158713652,6;7350129,69;0;0;15689525,68;0;23039655,37;95089,81;0;95089,81;17053224,41;;3335549,28;200871,06;20187902,63;2665,21;0;515789,66;518454,87;5389928,5;509760,76;682511,64;0;344848,67;0;1233105,89;8160155,46;;13424892,03;41597378,42;13939747,91;4169177,07;E;724;16
31/12/2020;C0026;1;164645987,84;0;11946,24;606803,05;-248281,06;0;21303,36;163781546,61;2009581,28;;;;0;0;1365100,96;56544,11;41426167,14;;527742,61;156404131,52;0;281086,1;1146304,65;0;44120,87;109915,83;157335145,03;-10652770,84;0;0;12343524,79;0;1690753,95;136502,41;65318,32;201820,73;16119384,32;;3380674,03;204264,29;19295794,06;-565,9;0;440499,49;439933,59;5252127,72;453136,5;678047,67;0;0;169149,39;2104213,59;8656674,87;;13928171,26;37994940,79;15626409,77;19813572,64;E;724;16
31/12/2021;C0026;1;163092836,7;0;-16692,49;644795,12;-293595,91;0;-16661,63;162154414,81;2588385,13;;;;0;0;0;0,01;39582930,29;;393682,93;161868274,52;0;370050,4;-1239601,25;0;-41612,98;174601,49;160474837,34;-19509197,96;0;0;30666769,89;0;11157571,93;64952,44;-75318,32;-10365,88;17099039,17;;3720227,56;183991,11;20635275,62;6,89;0;343949,63;343956,52;4777436,98;591148;690028,55;0;652260,37;0;24,1;6710898;;15748772,41;36994545,15;21502938,93;8573021,02;E;724;16
31/12/2016;C0031;1;317170024,96;12153818,96;-2195123,31;9355291,14;1055581,8;765906,43;393521,23;319201396,47;0;;;;0;829085,82;0;25480843,11;182768851,74;;3048403,2;521096702,97;8255474,74;4930179,53;-6209217,71;1321592,65;1562729,87;825516,7;518797159,95;-101956851,78;0;0;-3733600,74;0;-105690452,52;10763610,15;-1178831,85;9584778,3;20940063,77;;6247550,14;334764,44;26852849,47;6389,91;0;480700,83;487090,74;13385795,86;2737927,39;223005,55;0;23396770,91;0;6701373,08;46444872,79;;8594680,97;156458922,81;1233570,32;1181242,03;E;724;16
31/12/2019;C0031;1;375919798,91;10917924,08;475121,4;8434065,79;445035,34;25504,32;12655,38;379336662,88;0;;;;0;0;0;11579938,22;143703638,78;;0;519733158,7;4732537,06;4752597,28;640045,25;-946297,76;-384995,86;2202629,04;521994470,87;-122528584,57;0;0;60908122,47;0;-61620462,1;10487709,2;-1344091,64;9143617,56;23917986,31;;7695581,14;881835,33;30731732,12;-7308,72;0;441437,61;434128,89;15601878,4;2854062,9;427047,37;0;106724,83;0;5211714,62;24201428,12;;5004798,9;132123700,56;30161246,81;23311834,11;E;724;16
31/12/2020;C0031;1;296000932,11;11143650,23;-12913,16;9391558,77;688392,76;168677,47;50158,44;298547022,2;0;;;;0;0;0;23126538,56;146746240,27;;0;554794278,65;4827674,37;4313411,57;-1303709,05;665544,51;-94497,45;2138973,74;556903848,1;-138757019,59;0;0;7084537,46;0;-131672482,13;8833337,14;6989976,68;15823313,82;23720420,86;;7006242,34;1455118,42;29271544,78;-4634,48;0;431622,8;426988,32;16769873,12;3673124,11;422734,52;0;1283446,96;0;2806987,29;24956166;;-49827864,68;123619701,71;63343909,06;62755657,32;E;724;16
31/12/2021;C0031;1;338172356,03;10139255,53;-131946,56;8230359,03;-1021845,05;-41932,23;-468060,47;339353589,16;0;;;;0;0;0;10709352,28;130712494,09;;0;480908744,52;6218288,52;4496763,77;17596189,62;760455,79;885106,73;2110488,78;502212296,73;-134564555,1;0;0;43814648,83;0;-90749906,27;5618839,95;-2976614,74;2642225,21;25409806,72;;6777624,29;843756,31;31343674,7;-2205,15;106226,43;703417,92;807439,2;19831855,52;3090243,8;423902,46;0;0;0;2185708,55;25531710,33;;6733091,05;120003141,81;57752998,84;49298551,14;E;724;16
31/12/2016;C0037;1;1188928406,38;-1634715,74;1778,77;130675242,23;-3837975,52;3256655,35;-18498926,62;1074537833,63;0;;;;0;0;0;57819444,25;557197880,82;;1418489,05;2162104090,44;202231,76;29973373,03;11505727,33;-26462,14;-2444349,24;12318497,64;2158575061,24;300013079,23;0;-8883805,7;-998464190,62;0;-689567305,69;17103185,99;-1112163,21;15991022,78;141194559,62;;10527614,74;46164173,21;105558001,15;0;0;203932,74;203932,74;3451023,82;0;27982,53;0;0;0;-0,08;3479006,27;;74225835,79;499378436,57;634964110,2;599652759,42;E;724;16
31/12/2017;C0037;1;1481327382,96;-9221,3;-17246,38;123242114,03;1978483,41;61574,47;-7376231,29;1367475090,42;0;;;;0;0;0;34480695,29;524815167,62;;135194,39;2277958697,59;102265,94;30075596,64;36082944,21;-264303,65;4092441,47;2104759,86;2281816325,84;637345823,09;0;-5942333,83;-1144162125,32;0;-500873968,4;15849523,66;-783740,07;15065783,59;129003242,39;;8295423,1;46154487,3;91144178,19;0;0;108384,14;108384,14;6707147,35;0;0;0;0;0;130,87;6707278,22;;65114446,94;490334472,33;256239684,84;189582708,75;E;724;16
31/12/2018;C0037;1;1948807851,51;-118,67;22887,69;126194015,9;3460257,34;16547,91;-9626775,25;1835740185,13;0;;;;0;0;0;30257341,96;510710481,76;;49077,15;1996967969,51;4052,31;35690374,89;5186015,31;-33102,78;-4122918,22;2543140,25;1973100617,93;1011545560,31;0;-3602221,04;-842136925,2;0;173010856,15;15701684,32;2730816,08;18432500,4;146198706,65;;9552422,91;46709426,97;109041702,59;0;0;124695,94;124695,94;4112448,19;0;293,84;0;873559,9;0;786884,02;5773185,95;;43838204,03;480453139,8;96955265,31;120133246,36;E;724;16
31/12/2019;C0037;1;1662039095,72;5989,43;-28566,92;127420963,93;490133,25;894,09;-4450167,76;1539536749,4;0;;;;0;0;0;351204805,42;837958542,63;;31403,07;2574659612,51;9162,75;26175461,82;27675811,76;-24136,29;-7628897,34;2502440,19;2586276326,44;-164339121,58;0;-2385341,45;-201310791,4;0;-363264571,53;14633686,99;595278,69;15228965,68;134340337,24;;9730646,24;48699568,4;95371415,08;0;0;10544,7;10544,7;4085309,81;0;0;0;0;0;0,35;4085310,16;;90122340,1;486753737,21;206369493,63;156065858,1;E;724;16
31/12/2020;C0037;1;806033429,9;1303032999,1;-284523,41;97595529,47;17491115,46;0;66603242,77;1962074248,81;0;;;;0;0;0;397605105,58;844399002,75;;48516,55;2469704305,53;218671458,32;19518312,45;122268032,21;26302584,51;2169594,61;1798306,98;2817056780,49;-1187281276,21;1076866377,37;58222175,46;-131281607,71;0;-299918682,01;16730551,21;2373240,08;19103791,29;129977053,83;;10155021,58;41127051,62;99005023,79;0;0;338863,01;338863,01;3641615,45;0;0;0;0;0;215596,21;3857211,66;;167047440,29;446793897,17;96374642,7;96405982,29;E;724;16
31/12/2021;C0037;1;654490181,81;40299625,47;-47586,4;120068171,52;-5079941,05;-571456,42;-6113894,36;575136546,25;0;;;;0;873559,9;0;678388673,72;1043890130,45;;27868,45;3356389020,33;82825111,46;26980014,77;-85150614,47;-287909,98;1178405,92;2661364,47;3328278551,12;-1986293668,26;-35318793,68;3307581,27;71516777,78;0;-1953403265,43;16606318,63;-2915543,83;13690774,8;142315440,63;;11030060,21;43894068,09;109451432,75;0;0;204490,7;204490,7;3334185,86;0;0;0;0;0;845993,75;4180179,61;;154102462,68;364627896,83;64256800,07;26806718,99;E;724;16
31/12/2016;C0039;1;166421987,06;0;104042,26;7405301,45;246287,33;0;-30326,79;159397341,99;12930217,43;;;;0;0;0;4074364,7;96811426,56;;4837431,36;281773967,34;0;4617716,06;5188725,33;0;-456241,84;1591740,81;284392959,26;-35642551,92;0;-570397,4;-52605065,28;0;-87677219,8;2232615,28;-431160,06;1801455,22;18468300,24;;9380482,78;2058114,78;25790668,24;0;0;3357811,05;3357811,05;13313561,09;1273554,27;3886112,13;0;0;0;1859863,21;20333090,7;;15931707,58;79806844,43;9999402,22;7115129,88;E;724;16
31/12/2017;C0039;1;149539961,77;0;21492,97;8191774,51;-2669630,15;0;-186387,6;138886437,68;12869956,89;;;;0;0;0;726438,4;79792764,92;;3882099,16;231851830,29;0;2408035,11;5430742,39;0;175113,07;2124295,77;236823720,27;-55219658,15;0;-536380,83;-15844382,49;0;-70527659,81;2064258,58;1242528,25;3306786,83;22206161,95;;12735446,02;3089809,91;31851798,06;60106,02;0;4092279,51;4152385,53;-120125,23;0;3059398,92;0;0;0;4725978,89;7665252,58;;13795648,83;66196369,63;8726408,8;4219778,27;E;724;16
31/12/2018;C0039;1;146815867,47;0;29130,25;11991421,07;-2374494,27;0;330146,85;132148935,53;12946045,26;;;;0;0;0;532587,88;101062217,18;;3918862,53;225495377,52;0;6271693,08;6433315,97;0;727674,56;942045,38;225871371,23;-62125926,32;0;55441,32;-28399373,28;0;-90580740,92;3684495,96;-332207,3;3352288,66;21402138,16;;11321538,69;2683932,4;30039744,45;28882,41;0;1652838,08;1681720,49;13711507,88;0;3400021,64;0;0;0;9203051,26;26314580,78;;34801741,45;87583584,04;4832305,66;10481614,76;E;724;16
31/12/2019;C0039;1;147146617,36;0;19588,75;12365997,84;-740136,1;0;99279,47;133960792,7;13652906,07;;;;0;0;0;7367105,74;87107388,89;;4599446,16;225634803,1;0;5414458,32;-4599435,59;0;-367461,86;614904,68;216603275,73;-64959963,67;0;-396415,86;-1259496,29;0;-65823044,1;3252740,75;293564,27;3546305,02;21973138,73;;14218704,81;3686833,57;32505009,97;-28882,41;0;1785556,69;1756674,28;18461454,66;0;3894343,76;0;0;0;1014595,35;23370393,77;;29542628,31;66087377,08;18366420,91;2532805,68;E;724;16
31/12/2020;C0039;1;152226520,21;0;39026,34;12804674,86;-1839639,88;0;-126081,66;137747313,47;13335148,72;;;;0;0;0;4221889,06;76302686,96;;4518423,42;201221895,23;0;7372458,9;12008337,29;0;2456680,09;637767,35;204038860,88;-54164065,31;0;-473880,03;-10238807,29;0;-63928992,57;3752575,36;3072205,37;6824780,73;25074580,69;;17443879,76;3104643,31;39413817,14;0;0;0;0;7844443,4;3411705,71;8075212,36;0;0;0;1462598,82;20793960,29;;11073865,53;58745649,18;7250597,13;7602728,98;E;724;16
31/12/2021;C0039;1;143313419,17;0;107097,01;10972851,86;-302469,39;0;215961,78;131929233,15;10754935,28;;;;0;0;2536539,12;49453,93;74518711,7;;3648783,86;213344836,23;0;5891189;5076370,84;0;-211790,52;400991,61;213142800,2;-68847228,32;0;-362256,85;141526,66;0;-68343444,81;3754334,07;-3341362,4;412971,67;26629644,83;;14327999,01;2775213,15;38182430,69;0;0;0;0;11994474,86;2900243,94;-598681,57;0;0;7905788,25;2322666,26;24524491,74;;12957825,59;61177783,37;13834520;3054173,63;E;724;16
31/12/2016;C0058;1;2254885,59;0;37,43;0;2803,64;0;0;2257726,66;133109,63;;;;3782854,24;0;288293,13;1665980,97;5907233,98;;-11946,66;3772115,2;0;0;706052,23;0;0;289653,98;4767821,41;148911,7;0;0;0;0;148911,7;0;0;0;1221506,38;;293691,79;0;1515198,17;-737,85;0;198505,64;197767,79;332188,55;201021,56;103003,79;17683,21;39165,78;531,26;1116577,07;1810171,22;;-286856,31;36996,01;0;0;E;724;16
31/12/2017;C0058;1;6909780,95;0;-50,59;0;2523,93;0;0;6912254,29;34780,09;;;;3164773,96;0;135240,08;252629,98;3617439,4;;777,54;4040350,65;0;0;262420,39;0;0;583057,48;4885828,52;5337484,99;0;0;0;0;5337484,99;0;0;0;1731072,06;;512659,97;0;2243732,03;111,22;0;252808,79;252920,01;181887,1;189909,61;77105,63;43877,88;0;3977,85;58119,95;554878,02;;-2744372,34;30015,29;0;0;E;724;16
31/12/2018;C0058;1;4164519,6;0;30,42;0;3672,4;0;0;4168222,42;38341,85;;;;63127,65;0;18481,39;245819,17;3641170,1;;28,81;4700534,74;0;0;705923,63;0;0;868061,67;6274520,04;2005048,18;0;0;0;0;2005048,18;0;0;0;2235748,69;;836373,94;0;3072122,63;-32194,9;0;253425,56;221230,66;255165,34;218554,41;86435,28;19008,4;10585,66;1114,03;24224,87;615087,99;;-4378588,17;3275400,04;0;0;E;724;16
31/12/2019;C0058;1;6388380,78;0;-16,99;0;2431,27;0;0;6390795,06;45761,82;;;;7730,51;0;4042,55;327314,32;3646129,34;;1958,71;5534546,27;0;0;-841855,59;0;0;34114,55;4726805,23;3671263,83;0;0;0;0;3671263,83;0;0;0;71372,63;;22618,94;0;93991,57;9,12;0;11833,47;11842,59;319123,61;185931,77;83303,68;4520,08;7978,74;623,81;134917,09;736398,78;;798581,11;3261280,14;0;0;E;724;16
31/12/2020;C0058;1;8718634,53;0;48,65;0;245,33;0;0;8718928,51;37645,52;;;;6274,65;0;59,92;158105,72;3469949,51;;10955,75;6492961,68;0;0;186596,31;0;0;72863,4;6752421,39;4571678,31;0;0;0;-1,79;4571676,52;0;0;0;124224,54;;48230,88;0;172455,42;403,91;0;31499,21;31903,12;347349,17;173260,2;90350,93;2514,44;6834,17;968,45;154513,57;775790,93;;-104413,61;3267863,7;0;0;E;724;16
31/12/2021;C0058;1;33452238,95;0;4,16;99875,79;1260,99;0;-24190,62;33377818,93;45464,77;;;;7188,87;0;325,32;740377,73;5031089,42;;4210,42;8794213,36;0;0;-111233,38;0;0;947674,32;9630654,3;27006668,28;0;0;53201,78;0;27059870,06;0;306596,9;306596,9;1311249,07;;646371,04;-9210,04;1966830,15;3343,03;0;780664,83;784007,86;1214159,98;202404,27;113376,08;22415,89;7477,16;3381;14411,07;1577625,45;;-2912356,27;4237732,73;115,6;5,92;E;724;16
31/12/2016;C0069;2;3636403,14;0;585,21;25982,59;0;0;0;3611005,76;1609428,06;;;;0;0;0;122606,34;1732034,4;;0;2842918,49;0;136212,64;52103,64;0;0;158426,88;2917236,37;1892907,54;0;-151669,18;0;0;2044576,72;263120,48;0;263120,48;812315,19;;158810,42;6074,85;965050,76;0;0;69878,68;69878,68;113831,61;0;0;0;1192512,85;0;70,5;1306414,96;;-2223237,81;0;0;0;E;620;16
31/12/2016;C0069;1;42755318,66;0;16014,21;2729619,22;-79884,24;0;-9303,56;39971132,97;6373106,95;;;;0;105785,74;0;292936,39;25398376,06;;12943,61;34104073,05;0;1219197,62;2018420,89;0;28534,55;964345,98;35839107,75;10119432,1;0;365092,42;0;0;9754339,68;5881493,61;-42598,75;5838894,86;7028404,21;;844280,74;748997,99;7123686,96;7389,35;0;923822,47;931211,82;2107093,04;2556317,23;1135604,46;0;1192512,85;0;68224,91;7059752,49;;-1164540,92;18626546,98;0;0;E;724;16
31/12/2017;C0069;1;44605821,24;0;-5210;2604863,55;-80604,96;0;-8864,2;41924006,93;6914903,15;;;;0;85966,8;0;2209168,07;27513164,35;;12844,18;38558134,83;0;956590,87;-86597,62;0;40580,32;1018159,19;38492525,21;9733016,17;0;293681,36;0;0;9439334,81;6288454,19;220472,22;6508926,41;6956755,51;;885290,36;896652,23;6945393,64;4742,08;0;920746,87;925488,95;2274591,28;2877448,86;1170133,41;0;45622,96;0;56329,08;6424125,59;;714220,85;18303126,33;0;0;E;724;16
31/12/2017;C0069;2;3957356,18;0;946,63;14723,44;0;0;0;3943579,37;1617744,08;;;;0;0;0;0;1617744,08;;523,48;3584355,18;0;0;272633,52;0;0;168756,56;4025745,26;358701,21;0;3431,16;0;0;355270,05;319560,02;0;319560,02;858307,04;;176761,28;889,38;1034178,94;0;0;80269,85;80269,85;110361,25;0;0;0;0;0;0;110361,25;;-363538,44;0;0;0;E;620;16
31/12/2018;C0069;2;4115495,16;0;-1818,16;14493,98;0;0;0;4099183,02;1670427,22;;;;0;1192512,85;0;0;2862940,07;;0;3840790,33;0;0;-329320,65;0;0;139351,5;3650821,18;501740,11;0;11757,49;0;0;489982,62;328625,08;0;328625,08;840729,73;;164528,98;1138,71;1004120;0;0;79200,14;79200,14;117928,06;0;0;0;0;0;1258557,14;1376485,2;;32888,87;0;0;0;E;620;16
31/12/2018;C0069;1;47872577,09;0;-1797,89;2870302,12;-159037,62;0;-40260,35;44881699,81;8429740,44;;;;0;1244025,3;0;0;28100408,03;;13826,92;33995843,69;0;879183,38;2295262,57;0;126070,51;998227,24;36284079,61;12421317,25;0;144798,87;0;0;12276518,38;6276311,19;-171275,73;6105035,46;7642805,88;;875321,94;1193148,73;7324979,09;1644,24;0;946038,89;947683,13;2265083,81;2876006,94;1190770,78;0;576019,85;0;1258557,14;8166438,52;;1891200,57;18426642,29;0;0;E;724;16
31/12/2019;C0069;2;4529123,27;0;-6787,33;22110,73;0;0;0;4500225,21;1661528,21;;;;0;0;0;2052109,21;3713637,42;;0;4664704,9;0;0;189339,46;0;0;141708,48;4995752,84;1207644,79;0;35749,01;0;0;1171895,78;388542,15;0;388542,15;1137423,44;;112572,92;13157,12;1236839,24;0;0;80954,79;80954,79;144282,47;0;0;0;0;0;17649,51;161931,98;;177945,85;0;0;0;E;620;16
31/12/2019;C0069;1;48368127,8;0;-65260,49;3454692,18;-70820,65;0;-38775,14;44816129,62;8553493,7;;;;0;311476,31;0;14891248,49;43378144,42;;15536,58;35529481,83;0;835867,76;2062852,13;0;683625,92;891661,63;36964501,91;24322837,11;0;544847,22;0;0;23777989,89;5907476,34;126811,58;6034287,92;8410697,45;;1010988,08;1339889,65;8081795,88;-13852,24;0;958254,39;944402,15;2797107,82;3161013,6;1226648,49;0;0;0;1799116,12;8983886,03;;3422946,84;19621925,92;0;0;E;724;16
31/12/2020;C0069;1;44121123,43;0;52382,22;2965639,75;-71244,62;0;51820,96;41084800,32;8636142,84;;;;0;1999999,99;0;17628515,8;47634501,39;;18795,12;34270178,04;0;2366286,96;3816888,93;0;-229325,5;920039,44;36870144,95;26792575,17;0;817323,26;0;0;25975251,91;5723091,14;-24722,67;5698368,47;7361862,45;;1049473,68;1118909,69;7292426,44;52069,07;0;918263,82;970332,89;3075185,24;3073981,36;1171902,91;0;0;0;2374226,56;9695296,07;;2236276,1;19369842,76;0;0;E;724;16
31/12/2020;C0069;2;5049267,38;0;4186,24;53766,9;0;0;0;4999686,72;1723759,15;;;;0;0;0;229309,28;1953068,43;;0;3577465,31;0;0;37501,75;0;0;139226,44;3754193,5;3465050,93;0;57338,61;0;0;3407712,32;292504,31;0;292504,31;1251997,97;;111811,67;41026,22;1322783,42;0;0;79361,48;79361,48;108869,77;0;0;0;0;0;280000;388869,77;;-2292669,65;0;0;0;E;620;16
31/12/2021;C0069;2;5382211,56;0;-1623,77;63325,09;0;0;0;5317262,7;1574555,7;;;;0;4166,11;0;0;1578721,81;;0;3905613,22;0;0;149124,37;0;0;142749,27;4197486,86;334139,54;0;39047,16;0;0;295092,38;341584,37;0;341584,37;1363776,41;;114027,21;15350,4;1462453,22;0;0;81474,27;81474,27;113614,39;0;0;0;0;0;763217,89;876832,28;;-358938,87;0;0;0;E;620;16
31/12/2021;C0069;1;42385235,69;0;-27087,59;3452040,58;222211,05;0;-25185,87;39153504,44;8103978,89;;;;0;434941,5;0;10554050,43;39423803,14;;14764,74;36076392,98;0;2609638,41;1114177,58;0;-69369,25;968518,07;35618819,47;5005711,65;0;-1305486,71;0;0;6311198,36;5585665,73;98110,54;5683776,27;8253123,4;;1079760,48;1066641,05;8266242,83;12715,37;0;920130,56;932845,93;3098546,97;3293609,42;1146132,38;0;0;0;5455019,71;12993308,48;;8785880,98;20330832,32;0;0;E;724;16
31/12/2016;C0072;1;862434986,34;254324,66;506814,94;31194457,56;-449044,78;0;-141642,05;831694265,65;3635596,73;;;;0;0;617904,26;41281505,24;359134858,57;;697430,19;1001568568,79;75755,65;18672296,69;14207458,96;-122789,13;1238119,58;826522,67;996645100,67;-24231235,89;0;0;7695109,94;0;-16536125,95;17770398,94;-6345160,29;11425238,65;31593394,03;;4155988,66;3481767,94;32267614,75;-147351,04;0;9409514,55;9262163,51;78076992,91;1114734,64;964207,54;0;4546914;0;8859127,42;93561976,51;;66132091,41;313599852,34;1828510,47;597005,33;E;724;16
31/12/2017;C0072;1;750440197,67;10738,97;478810,93;30032982,6;69615,8;0;-119963,66;721086344,43;5386709,52;;;;0;0;624657,37;49269216,51;343176317,46;;545784,46;1067229707,08;51844;19126502,73;3849744,25;-74808,25;-625604,14;954109,84;1053509698,33;-200411359,95;0;0;20288398,54;0;-180122961,41;11619498,49;1927877,51;13547376;30258852,96;;4243642,49;3559064,55;30943430,9;2414,42;0;9119200,43;9121614,85;66637944,11;1460745,44;822703,66;0;1708265,61;0;3775828,64;74405487,46;;65889128,07;287895734,06;3244780,44;759452,59;E;724;16
31/12/2018;C0072;1;675834042,35;0;1714146,41;30535139,25;459290,17;0;822536,58;646649803,1;5223734,81;;;;0;0;2461801,52;32957289,11;314475440,82;;512090,63;832870045,76;0;17176672,06;15565212,39;0;-2027416,56;1031769,71;834317772,36;-124334742,77;0;0;62215142,19;0;-62119600,58;16097624,81;-3411508,39;12686116,42;29972881,8;;4322758,37;3719581,03;30576059,14;203685,02;0;8575069,25;8778754,27;61533715,57;1466253,78;692125,01;59,09;1388944,7;0;10236575,66;75317673,81;;55830812,12;273832615,38;306538,28;6556285,29;E;724;16
31/12/2019;C0072;1;664737766,85;0;723796,67;31801921,14;-455365,36;0;-37085,79;633241362,81;5170862,07;;;;0;0;574917,78;51828035,31;309873887,4;;1646391,46;759232064,65;0;18925429,07;5263529,54;0;-865788,05;1672600,26;748108553,43;-75920333,61;0;0;109005084,15;0;33084750,54;16990889,9;-831151,71;16159738,19;29349244,63;;6928473,77;3689519,73;32588198,67;105335,61;0;7120316,27;7225651,88;53138528,66;2120855,46;730517,32;564,1;1293185,37;0;2469842,34;59753493,25;;62007083,27;252300072,24;14682269,2;516441,64;E;724;16
31/12/2020;C0072;1;495823589,07;0;-965102,75;31965514,29;-686345,25;0;209056,8;461997569,98;4064791,93;;;;0;0;426555,3;47057925,53;246906095,45;;295508,81;646804298,34;0;12146366,56;9820196,42;0;-1784795,76;2734032,66;648996956,62;-117841076,34;0;0;57303271,26;0;-60537805,08;14403484,33;5833209,86;20236694,19;30040004,92;;7134656,12;3629070,03;33545591,01;-865582,07;0;5809619,1;4944037,03;8955672,29;1488829,04;911185,39;102,08;961928,89;9322,45;2938541,05;15265581,19;;45914734,4;195356822,69;1174336,86;2007721,74;E;724;16
31/12/2021;C0072;1;513952566,35;0;1074621,82;33296228,78;-1024500,78;0;-142777,61;480849236,22;4832044,87;;;;0;0;129410,64;16031215,98;327305849,93;;1025440,16;619002514,6;0;16213352,31;15591430,8;0;384759,73;4683837,75;622679671,11;-136905497,71;0;0;85725591,58;0;-51179906,13;16986300,55;-2274062,38;14712238,17;29488134,94;;7131787,15;3923202,33;32696719,76;-51688,52;0;6061104,26;6009415,74;130742940,49;1728081,43;711464,05;0;319445,69;0;2050222,49;135552154,15;;63828416,76;306313178,44;15427178,7;308995,45;E;724;16
31/12/2016;C0089;1;36572838,03;335638,35;20772,57;348558,04;-7948,68;10,06;-183,94;36572936,23;1113920,9;;;;54612,32;0;18022,64;2300228,57;11650032,53;;9745,74;29397764,81;216926,08;16920,96;-2496098,86;2803,05;-302283,08;255653,19;27662410,39;10149964,07;-406866;0;-7555,37;0;9735542,7;758647,78;39669,99;798317,77;3294818,59;;1367997,81;0;4662816,4;0;0;148442,37;148442,37;987312,51;437831,17;163925,7;0;0;0;0;1589069,38;;3637122,54;8163248,1;61415,2;60408,15;E;724;16
31/12/2017;C0089;1;38229712,54;288877,53;3624,56;360664,56;-4657,04;9,67;1797,68;38155105,02;798355,4;;;;111566,36;0;18130,5;2552153,33;11618411,21;;6475,5;27887292,95;189872,93;71410,18;1235085,86;-12539,89;-21763,78;209638,72;29459704,17;10553208,39;-404118,1;0;-85406,64;0;10063683,65;733597,56;119941,83;853539,39;2644880,02;;932300,66;18092,12;3559088,56;0;0;1409,73;1409,73;960009,56;442346,71;160612,45;0;0;2017,73;0;1564986,45;;4333016,37;8138205,62;83500,76;28064,17;E;724;16
31/12/2018;C0089;1;42565747,72;248745,72;-7880,24;720330,87;-79145,48;9,69;-172886,97;42180033,51;800450,82;;;;5209,04;0;17241,26;2733744,88;11636518,19;;19393,11;33200848;309021,96;979,39;-159038,68;858,02;-15438,93;201742,23;33567891,07;8928081,38;-389630,56;0;-43196,04;0;8495254,78;763230,98;-174995,41;588235,57;2649486,22;;1122718,4;219635,74;3552568,88;0;0;1986,4;1986,4;1018479,36;490783,73;162833,56;0;0;0;0;1672096,65;;5911100,33;8079872,19;38013,88;84825,01;E;724;16
31/12/2019;C0089;1;51299168,12;207082,11;9093,46;907157,15;-65461,42;9,33;-26556,01;50569290,46;673552,88;;;;0;0;18105,73;3328955,21;12138918,92;;7890,96;36226081,13;138396,76;26204,34;1254814,67;11430,21;547757,04;79156,46;37135917,85;13790075,53;-386498,15;0;35638,98;0;13439216,36;654839,84;-67980,55;586859,29;4046246,99;;1497830,3;352315,36;5191761,93;0;0;100775,28;100775,28;1061965,64;472212,38;169214,46;0;0;0;0;1703392,48;;4624647,04;8118305,1;83839,19;17369,3;E;724;16
31/12/2020;C0089;1;50367565,13;172714,33;-1695,3;306898,74;-145134,53;10,08;145198,18;49941362,79;736708,9;;;;0;0;5651,04;2487866,64;10759092,72;;309,67;37649706,84;119807,12;54747,08;1673075,84;-92476,37;55814,09;91646,72;39331198,98;14043315,72;-367978,61;0;-79299,83;0;13596037,28;475514,34;-225944,09;249570,25;3976792,18;;1572688,5;259761,84;5289718,84;64,92;0;80228,27;80293,19;1277316,8;435883,86;172515,5;0;0;0;593088,08;2478804,24;;-365521,41;7528866,14;68125,14;108788,95;E;724;16
