TRIMESTRE;CLAVE;operacion;PT1;PT2;PT3;PT4;PT5;PT6;PT7;PT8;PT9;PT10;PT11;PT12;PT13;PT14;PT15;PT16;PT17;PT18;PT19;PT20;PT21;PT22;PT23;PT24;PT25;PT26;PT27;PT28;PT29;PT30;PT31;PT55;PT32;PT33;PT34;PT35;PT36;PT37;PT38;PT39;PT40;PT41;PT42;PT43;PT44;PT45;PT46;PT47;PT48;PT49;PT50;PT51;PT52;PT53;PT54;PT56;PT57;PT58;MONEDA;delegacion;TipoDec
31/12/2016;C0502;2;13018020,15;0;8865,91;772477,87;219019,94;0;20093,01;12453335,12;0;;;;0;0;0;0;0;;0;5016452,24;0;738343,64;-602235,04;0;-63118,97;21541,13;3760533,66;-52359,62;0;0;0;0;-52359,62;0;0;0;1504993,94;;36894,79;0;1541888,73;0;0;18208,27;18208,27;0;27370,17;0;0;0;0;0;27370,17;;7157693,91;0;0;0;E;620;16
31/12/2016;C0502;1;1575165557,45;0;476699,9;98564866,16;-2651174,51;0;2717307,78;1471708908,9;2457799;;;;0;0;0;48190233,4;1058973616,12;;26497,49;1947785161,88;46091,21;53143553,51;8872603,39;0;-4793485,68;9331134,24;1917684922,89;-168679162,25;-3342,91;-51278600,2;-107276886,39;0;-224680791,35;14987654,71;-1592345,7;13395309,01;90830001,63;;14406020,71;20782781,03;84453241,31;0;0;11316904,8;11316904,8;513874526,36;0;6028523,08;0;0;0;595508,97;520498558,41;;230471031,71;1008325583,72;155408301,32;132978147,05;E;724;16
31/12/2017;C0502;2;12506258,87;0;76936,92;707574,41;-253962,05;0;31397,46;11590261,87;0;;;;0;0;0;0;0;;0;2504382,42;0;474510,48;1205164,27;0;24149,21;24253,77;3235140,77;-27689,99;0;0;0;0;-27689,99;0;0;0;1436438,99;;46438,56;0;1482877,55;0;0;23615,4;23615,4;0;38940,57;0;0;0;0;0;38940,57;;6837377,57;0;0;0;E;620;16
31/12/2017;C0502;1;1443899414,71;0;490973,94;86445017,49;-5413611,69;0;2284876,87;1350246882,6;2355488,33;;;;0;0;0;102514368,25;1081043383,43;;181,09;2053597971,5;53022,9;46892994,46;-14617077,51;0;-4257157,73;8843623,12;2005241703,28;-536994474,44;-9849;-42156481,89;7993311,95;0;-486854529,6;11437324,02;-346032,37;11091291,65;96686520,65;;21415337,07;16280302,33;101821555,39;0;0;6447174,9;6447174,9;527250281,85;0;5120568,19;0;0;0;12204488,11;544575338,15;;271474847,33;976173526,85;98824383,06;76317449,08;E;724;16
31/12/2018;C0502;1;1228888446,06;0;10102,85;80507686,92;-5274342,65;0;2307843,36;1140808675,98;1449236,05;;;;0;0;0;66260054,07;1026140501,88;;1545,93;1698396539,86;52448,73;41529664,51;6882969,21;0;-9520968,51;9299981,2;1682623243;-508031561,82;-14691,92;-38359973,51;-25060860,31;0;-494747140,54;5459405,01;-1497,45;5457907,56;106800447,21;;23925825,19;14623732,64;116102539,76;0;0;6695164,78;6695164,78;550225127,23;0;665691,9;0;0;0;12578561,18;563469380,31;;269929643,97;958431211,76;107266356,71;124686341,66;E;724;16
31/12/2018;C0502;2;11558139,46;0;56111,56;645164,38;562967,34;0;28445,39;11503608,59;0;;;;0;0;0;0;0;;0;3833247,98;0;209461,77;-1823451,09;0;57307,48;42908,78;1785936,42;-12925,9;0;0;0;0;-12925,9;0;0;0;1477851,26;;113727,2;-21,99;1591600,45;0;0;34565;34565;0;47886,7;0;0;0;0;0;47886,7;;8056545,92;0;0;0;E;620;16
31/12/2019;C0502;2;11566390,85;0;22444,64;584504,84;23906,1;0;26873,13;11001363,62;0;;;;0;0;0;0;0;;0;4406480,87;0;883866,01;468746,51;0;-113028,33;34082,92;4138472,62;-5447,63;0;0;0;0;-5447,63;0;0;0;1339595,66;;90700;0;1430295,66;0;0;29209,24;29209,24;0;31620,66;0;0;0;0;0;31620,66;;5377213,07;0;0;0;E;620;16
31/12/2019;C0502;1;940894272,29;0;1026401,02;73882593,43;-3051283,32;0;1195655,32;863791141,24;1279892,66;;;;0;0;0;63088518,38;1008481500,71;;45,15;1517469002,24;53468,34;42493261,01;-15905073,39;0;-9193255,07;11798807,33;1480116198,58;-578809545,28;-16908,17;-34670660,09;6224221,92;0;-537931571,44;3264414,68;-337867,81;2926546,87;110608548,77;;19100338,81;5667500,04;124041387,54;0;0;6651680,41;6651680,41;559261979,12;0;439283,79;0;0;0;12145810,12;571847073,03;;276078571,58;944113089,67;121223163,59;69765964,12;E;724;16
31/12/2020;C0502;2;10754611,58;0;-47251,52;513173,8;315522,86;0;39574,29;10470134,83;0;;;;0;0;0;0;0;;0;2690854,7;0;209989,73;-18044,02;0;65849,59;61780,05;2458751,41;-1896,25;0;0;0;0;-1896,25;0;0;0;1254614,8;;80813,64;0;1335428,44;0;0;41911,26;41911,26;0;44206,08;0;0;0;0;0;44206,08;;6591733,89;0;0;0;E;620;16
31/12/2020;C0502;1;666977115,2;0;-644011,59;70900729,87;-862568,69;0;464857,52;594104947,53;1224308,98;;;;0;0;0;42662333,46;948932699,95;;0;1353463874,96;54426,12;35243477,54;72085015,62;0;-3447542,88;9981345,89;1403788727,93;-780183408,95;-10774,92;-34655183,61;-13785698,66;0;-759324698,92;2602932,76;1661643,28;4264576,04;95039163,2;;16136756,65;9774743,63;101401176,22;0;0;6804627,87;6804627,87;546040688,46;0;541291,11;0;0;0;1967978,08;548549957,65;;239660866,23;905046057,51;162495088,65;160387503,11;E;724;16
31/12/2021;C0502;1;649622294,56;0;48548,11;62607365,25;321906,31;0;569600,13;586815783,6;973162,27;;;;0;0;0;60019164,29;929032610,06;;0,52;1417670130,9;40471,27;38109400,03;-39201084,5;0;-8386519,27;5474730,73;1354261367,64;-764915148,65;-60451,52;-31594582,04;21726529,35;0;-711654488,78;3533082,48;3630794,05;7163876,53;105169722,49;;12356059,63;22698693,25;94827088,87;0;0;4521424,71;4521424,71;536501471,44;0;428235,76;0;0;0;6068262,09;542997969,29;;261917272,64;868040283,5;114027124,55;75841007,83;E;724;16
31/12/2021;C0502;2;9271504,23;0;4196,86;451107,82;884221,38;0;46271,69;9662542,96;0;;;;0;0;0;0;0;;0,52;3718679,45;0;39414,21;-89506,7;0;-65849,6;74389,57;3729997,71;-1020,28;0;0;0;0;-1020,28;0;0;0;1234743,16;;302256,44;0;1536999,6;0;0;50877,95;50877,95;0;41065,53;0;0;0;0;0;41065,53;;4304622,97;0;0;0;E;620;16
31/12/2016;C0511;1;1471365962,02;9999137,22;-23410,29;11115640,34;-2473340,58;0;-323628,63;1468076336,66;22146313,88;;;;419924,39;0;901890,26;54035180,76;595454602,74;;42843,76;1662243376,18;0;3924599,46;27550388,8;10034146,06;4262315,68;7031562,54;1698672558,44;31085280,02;0;0;10441310,55;0;41526590,57;24631110,85;-2371252,76;22259858,09;98912200,99;;11157027,78;3213688,91;106855539,86;-144242,57;0;9480613,25;9336370,68;116800978,38;6041957,57;3663314,1;38302,36;8750750,64;0;19651497,71;154946800,76;;56196369,91;517951293,45;26365464,1;145158,95;E;724;16
31/12/2017;C0511;1;1384274610,1;0;-444842,44;11299234,03;675484,3;0;-2261630,86;1375467648,79;22883235,64;;;;60670,67;0;5662079,01;30532420,82;568030673,02;;28213,02;1274038508,65;1353392,56;14620043,25;-4806380,88;-1289649,35;-4670831,62;5457359,11;1264804018,46;-21190365,26;0;0;427859745,08;-184748,4;406484631,42;19739486,71;-441885,09;19297601,62;106382023,79;;8116858,31;211749,69;114287132,41;21308,25;0;14910901,78;14932210,03;112982459,11;6546760,19;4217836,87;232393,35;0;185319,83;10470767,5;134635536,85;;39867550,99;508892266,88;53384921,33;2602774,38;E;724;16
31/12/2018;C0511;1;1523205175,27;0;-2210741,92;11538585,02;-1636615,97;0;1978114,39;1505841117,97;23199339,02;;;;715397,11;0;3983082,23;53941919,48;596126296,27;;77428,63;1530880634,07;3904684,03;5607636,33;15368691,04;-3861466,19;-100760,36;4708898,72;1545494565,7;18503010,58;0;0;70927102,76;273034,96;89703148,3;17699597,47;145664,24;17845261,71;105805141,64;;12445728,92;5082863,59;113168006,97;-24700,6;0;13433486,14;13408785,54;112751555,25;6633608,4;4795665,6;0;2371981,97;160431,04;41328729,48;168041971,74;;63123943,53;514286558,43;26967824,76;118226984,14;E;724;16
31/12/2019;C0511;1;1735463029,87;0;269298,62;11335505,44;-2413876,78;0;-194780,61;1722177726,88;25562894,24;;;;41733,83;0;2148104,43;118949082,44;666209786,61;;1059614,54;1668616871,6;3164328,18;5740703,65;8679176,36;-3145022,63;1371990,78;5381023,6;1675583682,68;196946322,96;0;0;217874020,86;0;414820343,82;26137979,65;-3588308,36;22549671,29;105029390,07;;12770330,04;3744568,55;114055151,56;-46508,72;0;19170333,62;19123824,9;125782898,54;5042872,08;5037391,44;0;1584768,27;0;29331447,04;166779377,37;;77122006,11;519507971,67;134785050,15;34198120,45;E;724;16
31/12/2020;C0511;1;1204910873,39;0;-3673014;12156615,89;-2196774,3;0;-104226,78;1186988695,98;25664936,15;;;;134123,21;0;0;64230948,36;595681370,33;;72055,83;1277464255,47;1609623,46;5250856,06;17445281,3;-1606041,06;-727742,22;4944602,86;1295334608,19;-220847471,16;0;0;160250961,64;-16154,85;-60612664,37;13869545,27;12192338,19;26061883,46;106043099,84;;10748304,66;6339043,01;110452361,49;-10954,44;0;21532028,42;21521073,98;127166507,78;7371142,99;5278002,92;0;1584768,3;0;86503194,31;227903616,3;;69939317,3;505651362,61;51176040,5;143317966,29;E;724;16
31/12/2021;C0511;1;1661402979,18;0;4452004,29;12203213,72;-4745738,92;0;-94285,1;1649000315,93;22624897,93;;;;44522,03;0;9678288,34;73119793,71;693099369,5;;21335,34;1618949091,06;131922,64;6355919,68;34157746,97;-131966,83;183452,03;5101899,91;1651669322,04;-94438460,26;0;0;413004058,38;0;318565598,12;22848686,32;5228000,83;28076687,15;110049438,47;;11064392,93;4723242,96;116390588,44;17110,59;0;39387828,66;39404939,25;206981823,58;5088365,8;5420569,22;0;1584768,22;0;51035480,35;270111007,17;;80196471,14;587631867,49;185502261,47;23208668,93;E;724;16
31/12/2016;C0517;1;128952225,93;0;12218,19;1594876,96;119886,66;0;1939742,85;125549710,97;0;;;;0;0;0;538944,57;35440585,29;;0;100112856,72;0;4375638,26;4665054,37;0;-2178443,1;669271,59;103249987,52;30164993,21;0;-516641,7;-95492,29;0;30586142,62;1895361,93;-35083,15;1860278,78;7344737,68;;1475938,43;189048,71;8631627,4;699,74;0;5571,62;6271,36;4591278,94;14973,4;63810,58;32491,67;0;0;412342,35;5114896,94;;11688943,36;34901640,72;460520,83;312669,11;E;724;16
31/12/2016;C0517;4;-6190,45;0;0;0;6556,23;0;0;365,78;0;;;;0;0;0;0;0;;0;204243,47;0;0;-1693,26;0;0;0;202550,21;-216604,05;0;0;0;0;-216604,05;0;-3813,37;-3813,37;-824,31;;0;0;-824,31;0;0;0;0;0;0;0;0;0;0;0;0;;19057,3;0;0;0;E;20;16
31/12/2017;C0517;1;121066877,58;0;9004,01;2931787,31;189740,77;0;-1048480,27;119382315,32;1206612,53;;;;32491,67;0;0;87786,84;32849639,48;;0;127882445,29;0;1404970,05;8999705,98;0;2438874,94;663376,28;133701682,56;-5203551,46;0;0;-786392,06;0;-5989943,52;2811092,31;-376924,06;2434168,25;7443183,82;;1623840,94;-27930,48;9094955,24;-1045,03;0;58887,42;57842,39;4773109,83;109822,83;343323,72;0;0;0;280614,72;5506871,1;;7592886,58;31522748,44;260021,14;93513,34;E;724;16
31/12/2017;C0517;4;0;0;0;0;12,17;0;0;12,17;0;;;;0;0;0;0;0;;0;32914,26;0;0;-14237,38;0;0;0;18676,88;-22718,1;0;0;0;0;-22718,1;0;-54,51;-54,51;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4107,9;0;0;0;E;20;16
31/12/2018;C0517;4;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;;0;3559,5;0;0;-3597,05;0;0;0;-37,55;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;37,55;0;0;0;E;20;16
31/12/2018;C0517;1;116153926,16;0;3456,22;2231737,71;-87540,58;0;-78412,03;113916516,12;1326168,26;;;;0;0;0;71724,8;29780817,33;;0;116095540,29;0;3663482,96;290268,04;0;-1930050,09;654137,48;115306512,94;395310,21;0;0;-671369,68;0;-276059,47;2048159,59;-285295,65;1762863,94;7059751,68;;1554805,49;-3594,17;8618151,34;-2982,64;0;95540,44;92557,8;4379679,43;290760,77;340639,64;0;205659,98;0;360650,69;5577390,51;;12299706,62;28382924,27;197650,15;513859,92;E;724;16
31/12/2019;C0517;1;150218371,52;-722,77;-27865,93;2271274,3;34163571,19;0;5985072,07;176097007,64;1251607,06;;;;0;0;0;3183239,43;42629954,95;;0;185902882,04;32245,54;2958382,41;-5165741;80388,45;-2691958,89;866206,01;181449557,52;-20576145,71;0;0;19117886,4;0;-1458259,31;23687926,75;-4263522,78;19424403,97;8013399,32;;2311893,41;3802665,64;6522627,09;-520,64;0;143689,43;143168,79;5437674,95;196979,54;360193,31;0;0;0;1467749,77;7462597,57;;12009314,21;38195108,46;10330631,02;3504183,77;E;724;16
31/12/2019;C0517;4;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;;0;0;0;0;-72220,89;0;0;0;-72220,89;0;0;0;0;0;0;0;0;0;0,01;;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;;72220,88;0;0;0;E;20;16
31/12/2020;C0517;1;176362361,98;0;28434,26;7971739,22;306265,12;0;279809,57;168445512,57;1211741,67;;;;0;0;0;1682560,66;40435841,81;;0;174744210,43;0;2322214,62;6569371,65;0;1032570,28;838983,11;178797780,29;-21764255,03;0;0;5781716,09;0;-15982538,94;21435498,52;2424727,58;23860226,1;8252020,06;;2315230,86;4251998,24;6315252,68;215565,02;0;129167,29;344732,31;4933047,46;250246,97;376961,48;0;0;0;2683247,94;8243503,85;;4145229,5;37541539,48;13465481,49;16622650,08;E;724;16
31/12/2020;C0517;4;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;;0;0;0;0;-3683,43;0;0;0;-3683,43;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3683,43;0;0;0;E;20;16
31/12/2021;C0517;4;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;;0;0;0;0;-2,51;0;0;0;-2,51;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2,51;0;0;0;E;20;16
31/12/2021;C0517;1;163128523,3;0;38472,44;7645706,18;1364883,47;0;431707,02;156454466,01;1252029,43;;;;0;0;0;108311,56;41308806,91;;0;191736959,14;0;4162966,32;6305182,42;0;2200963,26;857245,91;192535457,89;-44133570,26;0;0;22492170,29;0;-21641399,97;23983762,9;-4225178,43;19758584,47;7810135,79;;2025789,82;741432,95;9094492,66;-2543,71;0;144120,49;141576,78;4804142,19;251173,22;382996,41;0;572293,95;0;1104084,61;7114690,38;;4428558,59;39948465,92;15372571,6;1703883,72;E;724;16
31/12/2016;C0557;1;4377250800,81;0;-41927,07;5131317,46;-6079218,32;0;-128863,72;4366127201,68;0;;;;0;0;0;2093812,11;195364724,14;;0;1569957761,16;0;2245439,64;19364792,19;0;-467932,11;2394159,61;1589939205,43;2863329880,62;0;0;-155339683,68;0;2707990196,94;5852743,28;-274270,08;5578473,2;44110345,15;;46650298,96;1839174,51;88921469,6;0;0;2198140,05;2198140,05;54890059,66;0;26562,75;664660,21;0;0;7114482,7;62695765,32;;105433874,9;193270912,03;37628831,83;36363632,21;E;724;16
31/12/2017;C0557;1;2655196318,61;0;14053,42;363831575,78;-8636656,6;0;-44586308,75;2327328448,4;0;;;;0;0;0;65029729,29;270121892,19;;4653589,42;2703009914,02;0;5626000;13847984,92;0;14999128,14;2642581,19;2698875351,99;-118988606,98;0;249070377,36;-41135182,95;0;-409194167,29;5646822,96;1066250,96;6713073,92;49675847,26;;59149634,09;692091372,74;-583265891,39;0;0;4912899,64;4912899,64;79036691,48;0;266762,03;686800,05;0;0;44090254,93;124080508,49;;772021697,73;205092162,9;23110614,99;11071071,91;E;724;16
31/12/2018;C0557;1;2404121140,74;0;-30767,62;82291352,4;-5926145,92;0;5496686,52;2310376188,28;0;;;;0;14247908,43;0;0;245192065,07;;8956746,42;1579253372,93;0;16160196,27;13998848,82;0;4477237,98;2039636,6;1574654424,1;729861578,42;0;-22204634,67;-74126532,26;0;677939680,83;4438184,21;-924140,57;3514043,64;55044791,53;;64756232,18;13178741,61;106622282,1;0;0;1004265,42;1004265,42;94961495,47;0;249362,65;0;0;0;12388703,75;107599561,87;;72100439,13;230944156,64;5039510,16;26129812,84;E;724;16
31/12/2019;C0557;1;1751068844,52;0;-3158,93;73669741,96;-4696872,82;0;3758701,26;1668940369,55;0;;;;0;0;0;26403867,44;246827489,39;;7386060,76;1476593532,71;0;17710690,23;15211860,72;0;8857713,31;5200704,65;1470437694,54;157979305,41;0;-21186733,4;-25559049,06;0;153606989,75;5836681,71;480138,54;6316820,25;65206657,18;;58692918,85;12143671,15;111755904,88;0;0;1746835,89;1746835,89;86837440,65;0;0;0;0;0;31266045,6;118103486,25;;85385295,24;220423621,95;40548525,21;16349418,11;E;724;16
31/12/2020;C0557;1;1284251814,31;0;12563,02;68766817,02;-2648366,5;0;2430666,11;1210418527,7;0;;;;0;0;0;28529249,48;247814662,77;;5000584,63;1291326086,2;0;15832555,29;24507185,49;0;3979235,05;5843280,45;1301864761,8;-172665175,81;0;-19936658,51;-20679257,78;0;-173407775,08;6274973,88;423102,37;6698076,25;53360751,83;;67647012,14;15517745,98;105490017,99;987900,31;0;2900979,83;3888880,14;87715194,55;0;0;0;0;0;29512858,9;117228053,45;;103868742,81;219285413,29;47100902,65;44703920,39;E;724;16
31/12/2021;C0557;1;1302129912,29;0;11047,14;58149314,94;-278140,56;0;3948517,05;1239764986,88;0;;;;0;0;0;231595023,96;445894745,52;;4376945,13;1239952752,51;0;20421620,59;473399,26;0;223398,65;7242718,94;1227023851,47;-77218453,21;0;-20539124,63;-23637628,39;0;-80316956,97;4232113,44;-1089813,98;3142299,46;65668542,54;;58559628,93;9182394,47;115045777;-987900,31;0;11775416,74;10787516,43;90795341,44;0;0;0;0;0;231216765,73;322012107,17;;106979774,46;214299721,56;32078764,01;17441072,52;E;724;16
31/12/2016;C0559;3;0;4180636,03;0;0;0;-3702824,48;0;477811,55;0;;;;0;0;0;0;0;;0;0;-29876,4;0;0;162488,62;0;0;132612,22;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;345199,33;0;0;0;E;620;16
31/12/2016;C0559;2;157568413,64;0;0;51928963,86;0;0;0;105639449,78;0;;;;0;0;0;2294711,42;10738136,82;;2069698,61;101019205,08;0;169882,5;-1264258,27;0;122134,93;3448,93;99466378,31;48850302,26;0;51494121,29;14370822,07;0;11727003,04;0;0;0;4872475,3;;626296,68;78648,5;5420123,48;0;0;942583,94;942583,94;1957420,47;0;0;0;0;0;1828106,5;3785526,97;;3835490,97;8443425,4;10969031,54;4239210,04;E;380;16
31/12/2016;C0559;1;319287482,05;4180636,03;0;52059354,72;2793,71;-3702824,48;0;267708732,59;0;;;;0;0;0;11423197,41;53211174,84;;2080748,31;216800743,11;-29876,4;169882,5;-1462300,63;162488,62;122135,01;66526,71;215245563,9;116119306,42;0;51494121,29;13259374,18;1201434,81;79085994,12;542494,35;-42336,06;500158,29;13682464,47;;1557947,47;142475,53;15097936,41;0;0;2835179,85;2835179,85;7189570,05;0;6460,33;0;0;0;10392046,49;17588076,87;;1146286,03;41787977,43;15565543,94;7067004,21;E;724;16
31/12/2017;C0559;2;170049275,2;0;0;15396380,25;0;0;0;154652894,95;0;;;;0;0;0;1468568,43;14606646,09;;1340808,21;99060262,75;0;7613339,99;1930014,95;0;-290604,89;0;93667542,6;-19383387,48;0;0;100627490,87;0;81244103,39;0;0;0;7301908,99;;1052027,06;468669,14;7885266,91;0;0;1927780,91;1927780,91;3111622,87;0;0;0;0;0;875424,86;3987047,73;;-4947963,96;13138077,66;23577897,18;10414468,85;E;380;16
31/12/2017;C0559;1;308384700,11;1786009,23;0;15649562,14;26010,82;-703713,71;0;293843444,31;0;;;;0;0;0;5290246,94;47134504,2;;1461064,35;237975091,01;426884,75;7688157,94;2745733;154147,38;-282483,2;20460,1;233916641,5;-22608991,13;0;8924661,77;116956311,8;-260932,06;85161726,84;578569,62;-67060,53;511509,09;16547504,36;;2660728,89;549344,56;18658888,69;0;0;3673687,01;3673687,01;5659055,5;0;2610;0;442856,92;0;6523009,67;12627532,09;;5087025,99;41844257,26;34041649,48;16843651,13;E;724;16
31/12/2017;C0559;3;0;1786009,23;0;0;0;-703713,71;0;1082295,52;0;;;;0;0;0;0;373,51;;0;0;426884,75;0;0;154147,38;0;0;581032,13;0;0;0;0;0;0;343279,71;0;343279,71;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;158357,19;373,51;0;0;E;620;16
31/12/2018;C0559;1;361301922,16;1296215,33;-2988,92;11410105,44;-10002,29;-563624,47;0;350611416,37;58901,4;;;;0;442856,92;0;6279167,49;48047461,27;;2748992,45;210952028,5;456204,58;5101148,27;-1607255,04;-153550,59;-68326,32;587088,73;205201694,23;63492019,08;0;7421666,89;58088107,45;-633526,27;113524933,37;443349,36;-6461,91;436887,45;20423676,27;;2088409,13;579168,55;21932916,85;0;0;3675114,34;3675114,34;4983140,71;0;16307,46;0;153692,22;0;9209791,62;14362932,01;;4787764,38;41266535,46;16841249,34;54326876,8;E;724;16
31/12/2018;C0559;2;190790951,08;0;0;11177135,05;0;0;0;179613816,03;0;;;;0;54713,44;0;2828331,28;15370205,12;;1951038,95;82890090,9;0;4928361,76;-900469,44;0;-171276,75;578776,13;77811312,58;18406473,37;0;7421666,89;53700371,76;0;64685178,24;0;0;0;10327228,21;;662329,8;545296,36;10444261,65;0;0;1693639,96;1693639,96;3733449,42;0;9423,85;0;96002,85;0;1961315,72;5800191,84;;4594475,53;12487160,4;8027090,21;39933090,51;E;380;16
31/12/2018;C0559;3;0;1296215,33;0;0;0;-563627,47;0;732587,86;0;;;;0;0;0;0;23161,81;;0;0;456204,58;0;0;-153550,59;0;0;302653,99;0;0;0;0;0;0;303747,41;0;303747,41;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;149348,27;23161,81;0;0;E;620;16
31/12/2019;C0559;3;0;1291380,31;0;0;0;0;0;1291380,31;0;;;;0;0;0;0;16263,06;;0;0;349876,2;0;0;0;0;0;349876,2;0;0;0;0;0;0;478706,5;0;478706,5;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;479060,67;16263,06;0;0;E;620;16
31/12/2019;C0559;2;114785345,91;0;0;689556,63;0;0;0;114095789,28;0;;;;0;0;0;2967909,51;15520553,52;;2055757,31;83197976,06;0;3491711,9;-1221655,1;0;17865,63;342677,13;78809420,56;4549368,89;0;0;82516492,33;0;87065861,22;0;0;0;12415811,72;;1864621,07;473826,04;13806606,75;0;0;3850525,9;3850525,9;4211565,57;0;0;0;0;0;2889395,91;7100961,48;;3398439,5;12552644,01;65591041,43;3231326,13;E;380;16
31/12/2019;C0559;1;256675438,43;1291380,31;2988,92;953206,11;-67422,55;-276849,46;0;256672329,54;146708,2;;;;0;153692,22;0;11148113,13;56148920,71;;2976851,29;213807751,18;349876,2;3703343,34;-1244292,54;18517,47;-93206,52;856355,25;210178070,74;42190610,77;0;-1933844,62;80732442,1;-1784857,17;123072040,32;606338,87;-45589,64;560749,23;20043715,26;;3456325,43;516542,68;22983498,01;0;0;9101396,1;9101396,1;13974490,27;0;101403,99;0;0;922,88;9222478,15;23299295,29;;-2250238,28;44700407,16;79063435,69;7916725,82;E;724;16
31/12/2020;C0559;3;4821,89;-144525,02;0;0;0;0;0;-139703,13;0;;;;0;0;0;0;12297,81;;0;0;405639,76;0;0;0;0;0;405639,76;0;0;0;0;0;0;236808,23;0;236808,23;3616,06;;0;0;3616,06;0;0;0;0;0;0;0;0;0;0;0;0;;-773469,37;12297,81;0;0;E;620;16
31/12/2020;C0559;2;97435122,49;0;0;489675,95;0;0;0;96945446,54;0;;;;0;0;0;2207073,05;13182911,6;;1780552,56;89470220,83;0;4912505,57;5424143,73;0;-229894,85;528082,69;90739836,53;-10415232,34;0;0;29522476,01;0;19107243,67;0;132996,14;132996,14;12006408,42;;1230177,8;592683,07;12643903,15;0;0;2440519,93;2440519,93;2947596,13;0;0;0;0;0;935245,71;3882841,84;;7075392,22;10975838,55;48503298,23;24389475,45;E;380;16
31/12/2020;C0559;1;136694520,42;-144525,02;-40346,03;817367,4;-75726,19;982854,91;0;136599410,69;156837,84;;;;0;0;0;7810151,59;43650705,73;;2099468,33;248789152,05;405639,76;4927505,57;5804114,07;63918,05;-229894,8;832785,45;251197998,61;-116934673,78;0;-3461913,91;25607506,18;-176351,29;-88041604,98;359844,96;130715,92;490560,88;19731694,19;;2472200,07;624517,22;21579377,04;0;0;5635323,93;5635323,93;7595363,89;0;106939,18;0;0;0;5704782,92;13407085,99;;5792603,97;35683716,3;61257314,22;33545553,53;E;724;16
31/12/2021;C0559;1;227563669,86;-375414,15;40346,03;1385023,38;-126949,38;961578,37;-20258,23;226698465,58;166835,96;;;;0;0;0;13790392,85;44195008,59;;2162721,84;276692720,52;380628,82;7715352,43;-4679975,34;172867,89;-262488,69;1242160,38;266355538,53;-113296801,03;0;-5961778,34;121675096,53;-798147,92;13541925,92;115230,35;212021,38;327251,73;18923854,85;;3105408,72;399737,49;21629526,08;0;0;2846151,67;2846151,67;5980420,37;0;53397,17;0;0;0;11976826,65;18010644,19;;4385061,01;30237779,78;69975970,96;15936067,84;E;724;16
31/12/2021;C0559;2;191749341,69;0;0;998450,19;0;0;0;190750891,5;0;;;;0;0;0;5161876,67;14550081,15;;1628093,53;115745321,96;0;7695774,72;-4851066,14;0;-316788,61;896964,72;104412234,43;154845,93;0;0;113109588,9;0;113264434,83;0;214819,35;214819,35;12526634,3;;947872,79;360913,83;13113593,26;0;0;1537575,39;1537575,39;3470010,97;0;0;0;0;0;4122122,46;7592133,43;;9272088,83;9388204,48;54711282,69;12233469,35;E;380;16
31/12/2021;C0559;3;0;-375414,15;0;0;0;0;0;-375414,15;0;;;;0;0;0;0;623,43;;0;0;380628,82;0;0;0;0;0;380628,82;0;0;0;0;0;0;-4442,03;0;-4442,03;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-750977,51;623,43;0;0;E;620;16
31/12/2016;C0595;1;398305148,71;0;-17164,67;2948429,77;-1660671,37;0;7073,93;393671808,97;0;;;;0;0;0;15852281,84;116354709,01;;4933,12;295376528,09;0;2151154,03;-10599544,33;0;-890153,05;1723056,6;285239039,38;114689225,03;0;0;-19800511,04;0;94888713,99;12340300;219320,91;12559620,91;53520717,17;;3048052,7;1302287,53;55266482,34;0;0;1290863,43;1290863,43;39529263,61;0;0;0;0;0;6137370,43;45666634,04;;15591001,11;100502427,17;2006426,13;1535522,03;E;724;16
31/12/2017;C0595;1;390576797,3;0;-48955,85;3386802,84;-2012374,6;0;-239054,27;385367718,28;22696,04;;;;0;0;0;8402907,49;109125622,08;;6060,17;276990751,24;0;1686968;-7404374,21;0;-900064,88;2107486,65;270906960,56;94207774,82;0;0;-6959920,37;0;87247854,45;12319717,71;-572263,17;11747454,54;58748142,54;;3286469,74;1502332,06;60532280,22;0;0;1441623,21;1441623,21;36524981,78;0;0;0;0;0;5140378,32;41665360,1;;21394739,16;100700018,55;1330285,1;893413,39;E;724;16
