TRIMESTRE;CLAVE;operacion;PT1;PT2;PT3;PT4;PT5;PT6;PT7;PT8;PT9;PT10;PT11;PT12;PT13;PT14;PT15;PT16;PT17;PT18;PT19;PT20;PT21;PT22;PT23;PT24;PT25;PT26;PT27;PT28;PT29;PT30;PT31;PT32;PT33;PT34;MONEDA;delegacion;TipoDec
31/12/2017;P0155;1;114006,37;0;0;;;;0;0;0;0;0;2582,72;1461,92;0;0;0;0;0;4044,64;973,92;9402,7;;;28696,18;72836,77;0;0;973,92;0;9402,7;-12473,42;101532,95;72836,77;0;E;724;99
31/12/2018;P0155;1;82792,33;0;0;;;;0;0;0;0;0;0;3743,37;0;0;0;0;0;3743,37;4,1;2769,31;;;20472;55811,75;0;0;4,1;0;2769,31;-6508,58;76283,75;55811,75;0;E;724;99
31/12/2019;P0155;1;412991,35;0;0;;;;0;0;0;0;0;0;3838,78;0;0;0;0;0;3838,78;1,59;2303,08;;;120865,33;285985,75;0;0;1,59;0;2303,08;-6140,27;406851,08;285985,75;0;E;724;99
31/12/2020;P0155;1;310224,96;0;0;;;;0;0;0;0;0;0;2512,77;0;0;0;0;0;2512,77;489,17;1877,46;;;77401,79;228922,11;0;0;489,17;0;1877,46;-3901,06;306323,9;228922,11;0;E;724;99
31/12/2021;P0155;1;178593,78;0;0;;;;0;0;0;0;0;0;4210,73;0;0;0;0;0;4210,73;6;2195,8;;;43196,33;128996,92;0;0;6;0;2195,8;-6400,53;172193,25;128996,92;0;E;724;99
31/12/2016;P0159;1;-31735,7;0;34157,31;;;;0;0;0;0;34157,31;27654,94;0;16185,94;0;0;0;0;43840,88;23880,85;0;;;737,7;-18276,12;0;0;23880,85;0;0;14197,28;-17538,42;-18276,12;0;E;724;99
31/12/2017;P0159;1;-29708,08;0;34622,23;;;;0;0;0;0;34622,23;18982,75;0;15940,19;0;0;0;0;34922,94;8847,77;0;;;0;-21161,02;0;0;8847,77;0;0;8547,06;-21161,02;-21161,02;0;E;724;99
31/12/2018;P0159;1;-41835,61;0;35206,59;;;;0;0;0;0;35206,59;19539,44;0;12006,04;0;0;0;0;31545,48;11855,12;0;;;0;-26319,38;0;0;11855,12;0;0;15516,23;-26319,38;-26319,38;0;E;724;99
31/12/2019;P0159;1;-21108,06;0;37794,7;;;;0;0;0;0;37794,7;21560,46;0;12020,14;0;0;0;0;33580,6;15140,64;0;;;262,04;-2015,36;0;0;15140,64;0;0;19354,74;-1753,32;-2015,36;0;E;724;99
31/12/2020;P0159;1;1629,2;0;37726,52;;;;0;0;0;0;37726,52;0;33239,33;19286,93;0;0;0;0;52526,26;17290,15;80,28;;;24160,56;-20121,23;0;0;17290,15;0;80,28;2410,13;4039,33;-20121,23;0;E;724;99
31/12/2021;P0159;1;22988,93;0;36190,11;;;;0;0;0;0;36190,11;0;15866,79;16740,49;0;0;0;0;32607,28;8392,53;14234,06;;;12839,06;7891,17;0;0;8392,53;0;14234,06;-2258,7;20730,23;7891,17;0;E;724;99
31/12/2016;P0179;1;-22500,03;0;0;;;;0;0;0;0;33,15;34604,68;0;4650,06;0;0;0;0;39254,74;0;810,12;;;0;-62531,74;33,15;0;0;0;810,12;-40031,71;-62531,74;-62531,74;0;E;724;99
31/12/2017;P0179;1;-45378,82;0;0;;;;0;0;0;0;11;33600,01;0;4138,24;0;0;0;0;37738,25;527,08;3199,12;;;0;-85778,11;11;0;527,08;0;3199,12;-40399,29;-85778,11;-85778,11;0;E;724;99
31/12/2018;P0179;1;84129,52;0;0;;;;0;0;0;0;0;32277,15;0;3541,38;0;0;0;0;35818,53;2,63;5637,75;;;0;42675,87;0;0;2,63;0;5637,75;-41453,65;42675,87;42675,87;0;E;724;99
31/12/2019;P0179;1;-104372,62;0;0;;;;0;0;0;0;0,71;7215,6;0;2765,55;0;0;0;0;9981,15;3001,13;2487,23;;;0;-113839,16;0,71;0;3001,13;0;2487,23;-9466,54;-113839,16;-113839,16;0;E;724;99
31/12/2020;P0179;1;-77803,95;0;0;;;;0;0;0;0;0,01;5966,29;0;2754,93;0;0;0;0;8721,22;8389,3;1042,44;;;0;-79178,3;0,01;0;8389,3;0;1042,44;-1374,35;-79178,3;-79178,3;0;E;724;99
31/12/2021;P0179;1;-55656,31;0;0;;;;0;0;0;0;0;4670,62;0;2754,93;0;0;0;0;7425,55;12751,66;939,71;;;0;-51269,91;0;0;12751,66;0;939,71;4386,4;-51269,91;-51269,91;0;E;724;99
31/12/2016;P0226;1;0;-60971,48;0;;;;0;0;0;171790,88;279328,14;13415,84;0;0;0;0;0;34554,83;47970,67;163390,52;14932,88;;;60960,91;257882,72;107537,26;0;163390,52;0;14932,88;379815,11;318843,63;257882,72;0;E;724;99
31/12/2017;P0226;1;0;-33149,33;0;;;;0;0;0;218743,06;225940,1;14840,03;0;0;0;0;0;105350;120190,03;157561,59;0;;;38790,58;191371,75;7197,04;0;157561,59;0;0;263311,66;230162,33;191371,75;0;E;724;99
31/12/2018;P0226;1;0;522943,23;0;;;;0;0;0;85225;170007;14528,11;0;0;0;0;0;557977,48;572505,59;158397,32;0;;;0;227881,47;84782;0;158397,32;0;0;-244101,27;278841,96;278841,96;-50960,49;E;724;99
31/12/2016;P0244;1;0;223432,31;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;65355,57;134;;;0;288653,88;0;0;65355,57;0;134;65221,57;288653,88;288653,88;0;E;724;99
31/12/2017;P0244;1;0;-71835,69;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;74997,32;211;;;0;2950,63;0;0;74997,32;0;211;74786,32;2950,63;2950,63;0;E;724;99
31/12/2018;P0244;1;0;-41198,29;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;57689,58;32;;;0;16459,29;0;0;57689,58;0;32;57657,58;16459,29;16459,29;0;E;724;99
31/12/2019;P0244;1;0;-67319,39;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;107322,92;23;;;0;39980,53;0;0;107322,92;0;23;107299,92;39980,53;39980,53;0;E;724;99
31/12/2020;P0244;1;0;302396,42;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;113234,76;1;;;0;415630,18;0;0;113234,76;0;1;113233,76;415630,18;415630,18;0;E;724;99
31/12/2021;P0244;1;0;-33763,04;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;48181,6;13;;;0;14405,56;0;0;48181,6;0;13;48168,6;14405,56;14405,56;0;E;724;99
31/12/2016;P0285;1;35935,71;466234,83;0;;;;0;0;0;0;20,75;93425,48;0;0;0;0;0;0;93425,48;15450,62;10684,81;;;158740,34;254791,28;20,75;0;15450,62;0;10684,81;-88638,92;413531,62;254791,28;0;E;724;99
31/12/2017;P0285;1;713199,1;-107875,31;0;;;;0;0;0;0;42,68;129993,68;0;0;0;192625,23;0;0;322618,91;39861,61;92386,64;;;156527,18;73695,35;42,68;0;39861,61;0;92386,64;-375101,26;230222,53;73695,35;0;E;724;99
31/12/2018;P0285;1;-379275,76;-1112659,24;0;;;;0;0;0;0;1266,27;112409,1;0;0;0;0;0;0;112409,1;267482,81;3631,51;;;-281274,7;-1057951,83;1266,27;0;267482,81;0;3631,51;152708,47;-1339226,53;-1057951,83;0;E;724;99
31/12/2019;P0285;1;25488,96;408821,64;0;;;;0;0;0;0;0;68043,57;0;0;0;0;0;0;68043,57;17432,49;2996,8;;;147968,75;232733,97;0;0;17432,49;0;2996,8;-53607,88;380702,72;232733,97;0;E;724;99
31/12/2020;P0285;1;-580439,38;635502,6;0;;;;0;0;0;0;0;138871,43;0;0;0;-108153,41;0;0;30718,02;90509,1;-7588,17;;;0;122442,47;0;0;90509,1;0;-7588,17;67379,25;122442,47;122442,47;0;E;724;99
31/12/2021;P0285;1;-435436,26;1327998,17;0;;;;0;0;0;0;0;64016,36;0;0;0;0;0;0;64016,36;50631,77;0;;;0;879177,32;0;0;50631,77;0;0;-13384,59;879177,32;879177,32;0;E;724;99
31/12/2016;P0295;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;4372,99;0;;;0;-926559,63;0;0;4372,99;0;0;4372,99;4372,99;4372,99;-930932,62;E;724;16
31/12/2017;P0295;1;0;6640487,03;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1874,78;0;;;222439,92;6419921,89;0;0;1874,78;0;0;1874,78;6642361,81;6419921,89;0;E;724;16
31/12/2018;P0295;1;0;1563708,22;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;427431,67;1136276,55;0;0;0;0;0;0;1563708,22;1136276,55;0;E;724;16
31/12/2019;P0295;1;0;2252628,83;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;1747017,82;0;0;0;0;0;0;2252628,83;2252628,83;-505611,01;E;724;16
31/12/2020;P0295;1;0;-1452802,72;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-383688,2;-1069114,52;0;0;0;0;0;0;-1452802,72;-1069114,52;0;E;724;16
31/12/2021;P0295;1;0;1737206,77;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;419919,05;1317287,72;0;0;0;0;0;0;1737206,77;1317287,72;0;E;724;16
31/12/2016;P0810;1;-2166,16;59721,78;0;;;;0;0;32113,2;0;32113,2;0;17950,97;0;0;0;0;0;17950,97;1767456,24;1940292,86;;;-25279,69;-75839,08;0;0;1767456,24;0;1940292,86;-158674,39;-101118,77;-75839,08;0;E;724;99
31/12/2017;P0810;1;-7363,55;109775,24;0;;;;0;0;35788,2;0;35788,2;0;11850,59;0;0;0;0;0;11850,59;1841547,82;2190864,1;;;-55741,75;-167225,23;0;0;1841547,82;0;2190864,1;-325378,67;-222966,98;-167225,23;0;E;724;99
31/12/2018;P0810;1;28969,67;121668,79;0;;;;0;0;35788,2;0;35788,2;0;12327,42;0;0;0;0;0;12327,42;1867291,5;1739717,03;;;75418,31;226255,4;0;0;1867291,5;0;1739717,03;151035,25;301673,71;226255,4;0;E;724;99
31/12/2019;P0810;1;-13973,97;92492,28;0;;;;0;0;34611,43;0;34611,43;0;12255,06;0;0;0;0;0;12255,06;1949295,11;1717717,49;;;83113,08;249339,22;0;0;1949295,11;0;1717717,49;253933,99;332452,3;249339,22;0;E;724;99
31/12/2020;P0810;1;32050,99;104574,58;0;;;;0;0;38188,2;0;38188,2;0;13459,3;0;0;0;0;0;13459,3;1633704,59;1516922,79;;;69543,91;208592,36;0;0;1633704,59;0;1516922,79;141510,7;278136,27;208592,36;0;E;724;99
31/12/2021;P0810;1;5278,84;141527,36;420021,18;;;;0;0;0;0;438779,02;3035,1;358400,75;87982,56;0;0;0;0;449418,41;1340466,21;1260691,74;;;49819,37;166121,91;18757,84;0;1340466,21;0;1260691,74;69135,08;215941,28;166121,91;0;E;724;99
31/12/2016;P1430;1;0;44663,24;0;;;;0;302,4;0;0;90005,59;49982,56;0;0;0;19307,74;0;0;69290,3;2016,73;40246,3;;;6787,24;20361,72;89703,19;0;2016,73;0;40246,3;-17514,28;27148,96;20361,72;0;E;724;99
31/12/2017;P1430;1;0;131487,69;0;;;;0;8645,87;0;0;90421,33;52503,51;0;0;0;13838,61;0;0;66342,12;0,01;76797,89;;;50942,25;27826,77;81775,46;0;0,01;0;76797,89;-52718,67;78769,02;27826,77;0;E;724;99
31/12/2018;P1430;1;0;87906,45;0;;;;0;1613,36;0;0;76979,26;53403,49;0;0;0;24842,61;0;16404,24;94650,34;0,01;420,06;;;42453,83;27361,49;75365,9;0;0,01;0;420,06;-18091,13;69815,32;27361,49;0;E;724;99
31/12/2019;P1430;1;0;-227011,52;0;;;;0;13459,34;0;0;73705,75;55971,23;0;0;0;0;0;12905,78;68877,01;4,3;1150,06;;;0;-223328,54;60246,41;0;4,3;0;1150,06;3682,98;-223328,54;-223328,54;0;E;724;99
31/12/2020;P1430;1;0;100715,94;0;;;;0;3856,27;0;0;59005,99;52584,77;0;0;0;0;0;24658,47;77243,24;0,64;67,12;;;0;82412,21;55149,72;0;0,64;0;67,12;-18303,73;82412,21;82412,21;0;E;724;99
31/12/2021;P1430;1;0;20005,34;0;;;;0;29602,87;0;0;79592,35;56340,92;0;0;0;19661,55;0;0;76002,47;469,03;425,24;;;0;23639,01;49989,48;0;469,03;0;425,24;3633,67;23639,01;23639,01;0;E;724;99
31/12/2016;P1639;1;812014,41;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;121933,4;781220,04;;;38181,94;114545,83;0;0;121933,4;0;781220,04;-659286,64;152727,77;114545,83;0;E;724;16
31/12/2017;P1639;1;1312664,26;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;232930,55;1433096,98;;;95,19;112402,64;0;0;232930,55;0;1433096,98;-1200166,43;112497,83;112402,64;0;E;724;16
31/12/2019;P1639;1;3742974,73;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;466923,37;220000,82;;;763765,47;3226131,81;0;0;466923,37;0;220000,82;246922,55;3989897,28;3226131,81;0;E;724;16
31/12/2020;P1639;1;7334528,04;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;259806,98;286741,73;;;1615544,58;5692048,71;0;0;259806,98;0;286741,73;-26934,75;7307593,29;5692048,71;0;E;724;16
31/12/2021;P1639;1;1319178,67;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;201425,79;245337,81;;;0;959551,31;0;0;201425,79;0;245337,81;-43912,02;1275266,65;1275266,65;-315715,34;E;724;16
31/12/2016;P1703;1;0;485669,34;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;19894,67;20638,12;;;138718,3;346207,59;0;0;19894,67;0;20638,12;-743,45;484925,89;346207,59;0;E;724;99
31/12/2017;P1703;1;0;678602,14;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;9743,63;40814,82;;;211928,1;435602,85;0;0;9743,63;0;40814,82;-31071,19;647530,95;435602,85;0;E;724;99
31/12/2018;P1703;1;0;497896,96;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;8517,09;42746,11;;;133471,42;330196,52;0;0;8517,09;0;42746,11;-34229,02;463667,94;330196,52;0;E;724;99
31/12/2019;P1703;1;0;523639,04;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;8326,7;45517,25;;;107340,15;379108,34;0;0;8326,7;0;45517,25;-37190,55;486448,49;379108,34;0;E;724;99
31/12/2020;P1703;1;0;113127,57;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5996,7;47155,88;;;33194,66;38773,73;0;0;5996,7;0;47155,88;-41159,18;71968,39;38773,73;0;E;724;99
31/12/2021;P1703;1;0;50323,15;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6553,79;46574,08;;;10302,86;0;0;0;6553,79;0;46574,08;-40020,29;10302,86;0;0;E;724;99
31/12/2016;P1840;1;-228722,92;0;0;;;;0;0;0;793,6;33119,78;2454,25;0;0;0;0;0;102,41;2556,66;1077289,91;502154,24;;;2980,66;373995,21;32326,18;0;1077289,91;0;502154,24;605698,79;376975,87;373995,21;0;E;724;99
31/12/2017;P1840;1;-191906,14;0;0;;;;0;0;0;0;27761,27;0;0;0;0;0;0;35041,89;35041,89;494993,73;535211,08;;;-40844,79;-198559,32;27761,27;0;494993,73;0;535211,08;-47497,97;-239404,11;-198559,32;0;E;724;99
31/12/2018;P1840;1;284948,53;0;0;;;;0;0;0;0;8888;0;0;0;0;0;0;0;0;498806,98;588992,89;;;60721,89;142928,73;8888;0;498806,98;0;588992,89;-81297,91;203650,62;142928,73;0;E;724;99
31/12/2019;P1840;1;778111,66;0;0;;;;0;0;0;0;305,46;0;0;0;0;0;0;0;0;39692,82;1208414,87;;;0;-390304,93;305,46;0;39692,82;0;1208414,87;-1168416,59;-390304,93;-390304,93;0;E;724;16
31/12/2020;P1840;1;276893,44;0;0;;;;0;0;0;0;5747,6;0;0;0;0;0;0;0;0;79195,03;188394,33;;;0;173441,74;5747,6;0;79195,03;0;188394,33;-103451,7;173441,74;173441,74;0;E;724;16
31/12/2021;P1840;1;791121,86;0;0;;;;0;0;0;0;38729,34;0;0;0;0;0;0;0;0;19894,36;9661,11;;;130363,88;709720,57;38729,34;0;19894,36;0;9661,11;48962,59;840084,45;709720,57;0;E;724;16
31/12/2016;P1875;1;0;1262091,37;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0,01;;;0;1262091,37;0;0;0,01;0;0,01;0;1262091,37;1262091,37;0;E;724;16
31/12/2017;P1875;1;0;968646,66;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-879095,64;1847742,3;0;0;0;0;0;0;968646,66;1847742,3;0;E;724;16
31/12/2018;P1875;1;0;7437671,72;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;455279,5;6982392,22;0;0;0;0;0;0;7437671,72;6982392,22;0;E;724;16
31/12/2019;P1875;1;0;830868,02;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;196049,01;634819,01;0;0;0;0;0;0;830868,02;634819,01;0;E;724;16
31/12/2020;P1875;1;0;479265,6;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;119428,07;359837,53;0;0;0;0;0;0;479265,6;359837,53;0;E;724;16
31/12/2021;P1875;1;0;127851,89;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-513294,09;641145,98;0;0;0;0;0;0;127851,89;641145,98;0;E;724;16
31/12/2016;P2131;1;3485265,58;35231693,95;2517420,1;;;;0;0;2959533,52;0;5715080,64;0;1850764,02;1147698,67;0;0;0;0;2998462,69;2631775,01;3482871,84;;;10222802,18;30359678,47;238127,02;0;2631775,01;0;3482871,84;1865521,12;40582480,65;30359678,47;0;E;724;16
31/12/2017;P2131;1;4402733,22;18539748,3;2970294,28;;;;0;0;1700223,88;0;4792136,2;0;1736700,61;955259,54;0;0;0;0;2691960,15;2394838,86;2708518,6;;;2155102,62;22573875,21;121618,04;0;2394838,86;0;2708518,6;1786496,31;24728977,83;22573875,21;0;E;724;16
31/12/2018;P2131;1;3746608,48;30837234,62;2741857,47;;;;2016355,39;0;0;0;4825740,79;0;1495057,85;924730,54;0;0;0;0;2419788,39;1811140,03;2970043,4;;;5777088,69;30053803,44;67527,93;0;1811140,03;0;2970043,4;1247049,03;35830892,13;30053803,44;0;E;724;16
31/12/2019;P2131;1;4231066,27;30318442,26;0;;;;0;0;0;0;18957,86;0;460230,27;212415,29;0;0;0;0;672645,56;2197793,27;2702133,63;;;5325166,41;28066314,06;18957,86;0;2197793,27;0;2702133,63;-1158028,06;33391480,47;28066314,06;0;E;724;16
31/12/2020;P2131;1;-131613,53;40845858,96;0;;;;0;0;0;0;1568,7;0;362992,5;229933,46;0;0;0;0;592925,96;1303438,53;18090702,78;;;11528741,08;11806882,84;1568,7;0;1303438,53;0;18090702,78;-17378621,51;23335623,92;11806882,84;0;E;724;16
31/12/2021;P2131;1;-435789,02;44753438,4;0;;;;0;0;0;0;0;872338,32;24423,62;7008,52;0;0;0;0;903770,46;1757287,21;7192019,35;;;13654043,3;24325103,48;0;0;1757287,21;0;7192019,35;-6338502,6;37979146,78;24325103,48;0;E;724;16
31/12/2016;P2136;1;0;-661583,41;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;-661583,41;0;0;0;0;0;0;-661583,41;-661583,41;0;E;724;99
31/12/2017;P2136;1;0;17076,35;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;4269,09;12807,26;0;0;0;0;0;0;17076,35;12807,26;0;E;724;99
31/12/2018;P2136;1;0;6705,38;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1676,35;5029,03;0;0;0;0;0;0;6705,38;5029,03;0;E;724;99
31/12/2019;P2136;1;0;-1627374,8;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;346340,65;-1973715,45;0;0;0;0;0;0;-1627374,8;-1973715,45;0;E;724;99
31/12/2020;P2136;1;0;-1887750,44;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;278004,97;-2165755,41;0;0;0;0;0;0;-1887750,44;-2165755,41;0;E;724;99
31/12/2021;P2136;1;0;-1853549,47;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;255331,97;-2108881,44;0;0;0;0;0;0;-1853549,47;-2108881,44;0;E;724;99
31/12/2016;P2300;1;69993,55;0;0;;;;0;0;0;0;584,18;98,95;0;0;0;0;0;0;98,95;0;63212,84;;;6739,84;526,1;584,18;0;0;0;63212,84;-62727,61;7265,94;526,1;0;E;724;99
31/12/2017;P2300;1;-157653,81;0;0;;;;0;0;0;0;2137,29;1814,83;0;0;0;0;0;0;1814,83;0;48745,73;;;0;-206077,08;2137,29;0;0;0;48745,73;-48423,27;-206077,08;-206077,08;0;E;724;99
31/12/2018;P2300;1;-274662,68;0;0;;;;0;0;0;0;5520,16;4425,57;0;0;0;0;0;0;4425,57;0;42602,04;;;0;-316170,13;5520,16;0;0;0;42602,04;-41507,45;-316170,13;-316170,13;0;E;724;99
31/12/2019;P2300;1;-420532,69;0;0;;;;0;0;0;0;40137,86;4539,93;0;0;0;0;0;0;4539,93;0;0;;;0;-384934,76;40137,86;0;0;0;0;35597,93;-384934,76;-384934,76;0;E;724;99
31/12/2016;P2345;1;17422,64;0;9818,25;;;;0;0;0;0;9818,25;0;6518,64;1230,96;0;0;0;0;7749,6;1101,71;0;;;2465,83;18127,17;0;0;1101,71;0;0;3170,36;20593;18127,17;0;E;724;99
31/12/2017;P2345;1;-72619,36;1400,02;1740;;;;0;0;0;0;1740;1604,05;0;639,75;0;0;0;0;2243,8;0;0;;;0;-71723,14;0;0;0;0;0;-503,8;-71723,14;-71723,14;0;E;724;99
31/12/2018;P2345;1;199788,06;-2400,94;35786,44;;;;0;0;0;0;35786,44;0;0;0;0;0;0;0;0;0;0;;;0;233173,56;0;0;0;0;0;35786,44;233173,56;233173,56;0;E;724;99
31/12/2019;P2345;1;100137,12;506,81;52909,07;;;;0;0;0;0;52909,07;0;0;0;0;0;0;0;0;2705,29;1382,83;;;0;154875,46;0;0;2705,29;0;1382,83;54231,53;154875,46;154875,46;0;E;724;99
31/12/2020;P2345;1;-98961,2;1103,61;41751,26;;;;0;0;0;0;41751,26;0;0;0;0;0;0;0;0;0;0;;;0;-56106,33;0;0;0;0;0;41751,26;-56106,33;-56106,33;0;E;724;99
31/12/2021;P2345;1;8062,26;12,44;42807,22;;;;0;0;0;0;42807,22;0;0;0;0;0;0;0;0;6822;21249,69;;;9113,56;27340,67;0;0;6822;0;21249,69;28379,53;36454,23;27340,67;0;E;724;99
31/12/2016;P2381;1;872150,64;8054885,24;579837,5;;;;36204,27;4283795,13;0;0;5121504,97;283114,17;87097,14;246376,6;236449,92;0;453294,77;0;1306332,6;3148692,57;2275238,6;;;4095866,17;9519796,05;221668,07;0;3148692,57;0;2275238,6;4688626,34;13615662,22;9519796,05;0;E;724;16
31/12/2017;P2381;1;8787507,67;877612,62;537386,38;;;;116380,43;1547364,56;0;0;2528703,3;7761,21;81398,5;238508,46;0;0;221975,32;0;549643,49;3113928,81;5045226,12;;;2663431,02;7049451,77;327571,93;0;3113928,81;0;5045226,12;47762,5;9712882,79;7049451,77;0;E;724;16
31/12/2018;P2381;1;11446,21;16366771,98;528312,12;;;;191710,06;435842,85;0;0;1242934,8;89463,91;152379,37;211924,05;0;4934899,77;224422,17;0;5613089,27;1858179,14;3724093,22;;;2364212,62;7777937,02;87069,77;0;1858179,14;0;3724093,22;-6236068,55;10142149,64;7777937,02;0;E;724;16
31/12/2019;P2381;1;16640029,08;2805594,48;501179,88;;;;8086,42;4778735,2;0;0;5298770,55;528697,82;122293,97;124831,01;0;5009432,76;42381,71;0;5827637,27;2771886,26;4625820,91;;;5255670,02;11807152,17;10769,05;0;2771886,26;0;4625820,91;-2382801,37;17062822,19;11807152,17;0;E;724;16
31/12/2020;P2381;1;16229395,93;54499,9;491061,77;;;;0;5446883,32;0;0;5944710,15;464017,01;110508,87;284521,78;0;639654,69;0;0;1498702,35;1879472,29;4537029,45;;;4196669,69;13405907,07;6765,06;0;1879472,29;0;4537029,45;1788450,64;18072346,47;13875676,78;-469769,71;E;724;16
31/12/2016;P2397;1;124673,63;0;0;;;;0;107710,35;0;0;107710,35;1338,82;0;0;0;65877,66;0;0;67216,48;1489,18;0;;;40768,44;125888,24;0;0;1489,18;0;0;41983,05;166656,68;125888,24;0;E;724;99
31/12/2017;P2397;1;54694,16;0;0;;;;0;68121,66;0;0;68121,66;1315,87;0;0;0;0;0;27820,84;29136,71;1779,48;0;;;21478,12;73980,47;0;0;1779,48;0;0;40764,43;95458,59;73980,47;0;E;724;99
31/12/2018;P2397;1;103036,9;0;0;;;;0;48391,72;0;0;48391,72;1762,8;0;0;0;0;0;147926,32;149689,12;12189,72;3860,27;;;2265,51;7803,44;0;0;12189,72;0;3860,27;-92967,95;10068,95;7803,44;0;E;724;99
31/12/2019;P2397;1;104002,33;0;0;;;;0;218896,66;0;0;218896,66;3116,15;0;0;0;0;0;10916,78;14032,93;0;0;;;77208,27;231657,79;0;0;0;0;0;204863,73;308866,06;231657,79;0;E;724;99
31/12/2020;P2397;1;22011,76;0;0;;;;0;0;0;0;177825,8;8166,39;0;0;0;0;0;143082,79;151249,18;2,26;274,5;;;12147,66;36168,48;177825,8;0;2,26;0;274,5;26304,38;48316,14;36168,48;0;E;724;99
31/12/2021;P2397;1;115771,66;0;0;;;;0;54630,62;0;0;54630,62;632,81;0;0;0;0;0;3605,21;4238,02;0;0;;;41541,06;124623,2;0;0;0;0;0;50392,6;166164,26;124623,2;0;E;724;99
31/12/2016;P2605;1;63026,91;0;0;;;;0;1708,92;0;0;1708,92;0;0;0;0;0;0;0;0;949672,66;1079718,93;;;20270,9;-85581,34;0;0;949672,66;0;1079718,93;-128337,35;-65310,44;-85581,34;0;E;724;99
31/12/2017;P2605;1;88802,03;0;0;;;;0;15428,03;0;0;15428,03;0;0;0;0;0;0;0;0;946636,94;1074492,21;;;0;-23625,21;0;0;946636,94;0;1074492,21;-112427,24;-23625,21;-23625,21;0;E;724;99
31/12/2018;P2605;1;122287,02;0;0;;;;0;1749;0;0;1749;0;0;0;0;0;0;3750;3750;940896,26;1024350,91;;;9207,84;27623,53;0;0;940896,26;0;1024350,91;-85455,65;36831,37;27623,53;0;E;724;99
31/12/2019;P2605;1;163054,99;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;918992,26;977314,57;;;18902,26;85830,42;0;0;918992,26;0;977314,57;-58322,31;104732,68;85830,42;0;E;724;99
31/12/2020;P2605;1;162804,16;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;885764,3;785492,38;;;69739,25;193336,83;0;0;885764,3;0;785492,38;100271,92;263076,08;193336,83;0;E;724;99
31/12/2021;P2605;1;116319,67;0;0;;;;0;0;0;0;6105,92;0;0;0;0;0;0;0;0;822498,01;799274,26;;;34885,86;110763,48;6105,92;0;822498,01;0;799274,26;29329,67;145649,34;110763,48;0;E;724;99
31/12/2016;P2636;1;0;39492,45;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34873,14;;;94,52;4524,79;0;0;0;0;34873,14;-34873,14;4619,31;4524,79;0;E;724;99
31/12/2017;P2636;1;0;25985,49;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16133,88;;;0;9851,61;0;0;0;0;16133,88;-16133,88;9851,61;9851,61;0;E;724;99
31/12/2018;P2636;1;0;27620,33;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24539,5;;;0;3080,83;0;0;0;0;24539,5;-24539,5;3080,83;3080,83;0;E;724;99
