TRIMESTRE;CLAVE;operacion;PT1;PT2;PT3;PT4;PT5;PT6;PT7;PT8;PT9;PT10;PT11;PT12;PT13;PT14;PT15;PT16;PT17;PT18;PT19;PT20;PT21;PT22;PT23;PT24;PT25;PT26;PT27;PT28;PT29;PT30;PT31;PT32;PT33;PT34;MONEDA;delegacion;TipoDec
31/12/2016;C0001;1;-4256403,52;0;0;;;;0;0;43340,91;0;43340,91;0;0;0;0;0;46530,17;0;46530,17;18831,89;1120677,32;;;-1336492,15;2331797,45;0;0;18831,89;0;1120677,32;-1105034,69;-5361438,21;-4024946,06;6356743,51;E;724;16
31/12/2017;C0001;1;-916538,1;0;0;;;;0;0;0;0;723,07;0;0;0;0;0;0;0;0;2767,43;379870,7;;;0;-970818,07;723,07;0;2767,43;0;379870,7;-376380,2;-1292918,3;-1292918,3;322100,23;E;724;16
31/12/2018;C0001;1;-1845639,34;0;0;;;;0;0;0;0;446,71;0;0;0;0;0;0;0;0;1444883,92;1837107,74;;;805437,09;-3042853,54;446,71;0;1444883,92;0;1837107,74;-391777,11;-2237416,45;-3042853,54;0;E;724;16
31/12/2019;C0001;1;389236,84;0;0;;;;0;0;0;0;165,37;0;0;0;0;0;0;0;0;12470,02;198157,61;;;152051,76;51662,86;165,37;0;12470,02;0;198157,61;-185522,22;203714,62;51662,86;0;E;724;16
31/12/2020;C0001;1;278991,17;0;0;;;;0;0;0;0;5,95;0;0;0;0;0;0;0;0;10423,12;253343,67;;;-68491,25;-84233,47;5,95;0;10423,12;0;253343,67;-242914,6;36076,57;104567,82;-188801,29;E;724;16
31/12/2021;C0001;1;-2499773,41;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;56005,28;128246,51;;;-832886,59;-2100953,44;0;0;56005,28;0;128246,51;-72241,23;-2572014,64;-1739128,05;-361825,39;E;724;16
31/12/2016;C0002;1;-581928,94;0;43737,22;;;;0;0;0;0;43737,22;0;0;6692,58;0;0;0;0;6692,58;13677,74;222682,54;;;1276690,45;-2030579,55;0;0;13677,74;0;222682,54;-171960,16;-753889,1;-2030579,55;0;E;724;16
31/12/2017;C0002;1;1769622,08;0;43422,26;;;;0;0;0;0;43422,26;0;0;6146,28;0;0;0;0;6146,28;37616,04;185731,69;;;160142,65;1498639,76;0;0;37616,04;0;185731,69;-110839,67;1658782,41;1498639,76;0;E;724;16
31/12/2018;C0002;1;1465165,4;0;45471,02;;;;0;0;0;0;45471,02;0;0;5206,83;0;0;0;0;5206,83;18752,96;167915,17;;;89066,85;1267200,53;0;0;18752,96;0;167915,17;-108898,02;1356267,38;1267200,53;0;E;724;16
31/12/2019;C0002;1;1763845,08;0;44942,54;;;;23355,39;0;0;0;68297,93;0;0;4981,7;33611,96;0;0;0;38593,66;6075,87;181511,34;;;154528,47;1463585,41;0;0;6075,87;0;181511,34;-145731,2;1618113,88;1463585,41;0;E;724;16
31/12/2020;C0002;1;2897401,84;0;45588,28;;;;0;0;0;0;45588,28;0;0;5148,44;0;0;0;0;5148,44;17020,18;226349,98;;;433152,37;2295359,51;0;0;17020,18;0;226349,98;-168889,96;2728511,88;2295359,51;0;E;724;16
31/12/2021;C0002;1;5748,98;0;44363,38;;;;0;0;0;0;44363,38;0;0;4820,32;0;0;0;0;4820,32;15837,06;204775,03;;;0;-143645,93;0;0;15837,06;0;204775,03;-149394,91;-143645,93;-143645,93;0;E;724;16
31/12/2024;C0046;4;1172973;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-260873;;;301956;1131890;0;0;0;0;-260873;260873;1433846;1131890;0;E;124;16
31/12/2024;C0046;4;23144069;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;338076;160237;;;2649696;20672212;0;0;338076;0;160237;177839;23321908;20672212;0;E;344;16
31/12/2024;C0046;4;2663800;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14492;;;797614;1880678;0;0;0;0;-14492;14492;2678292;1880678;0;E;392;16
31/12/2024;C0046;4;2582994;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12451;;;677227;1918218;0;0;0;0;-12451;12451;2595445;1918218;0;E;554;16
31/12/2024;C0046;4;9413262;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9683088;;;3385025;15711325;0;0;0;0;-9683088;9683088;19096350;15711325;0;E;702;16
31/12/2024;C0046;2;-493451;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-98051;-395400;0;0;0;0;0;0;-493451;-395400;0;E;705;16
31/12/2024;C0046;4;48976436;0;0;;;;0;0;0;0;8447;0;0;0;0;0;2710115;521569;3231684;-4401;-618433;;;12273991;34093240;8447;0;-4401;0;-618433;-2609205;46367231;34093240;0;E;826;16
31/12/2024;C0046;4;758685;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;512;135194;;;827562;-203559;0;0;512;0;135194;-134682;624003;-203559;0;E;792;16
31/12/2024;C0046;1;401013854,03;0;0;;;;41571863;0;0;0;48193458;0;0;0;0;0;2689786;3958193;6647979;24141674;4969634;;;112414030;349317343,03;6621595;0;24141674;0;4969634;60717519;461731373,03;349317343,03;0;E;724;16
31/12/2024;C0046;4;25779019,98;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;-1867;1606565;;;5204166;18966421,98;0;0;-1867;0;1606565;-1608432;24170587,98;18966421,98;0;E;756;16
31/12/2024;C0046;2;-1821605;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-430515;;;209761;-1600851;0;0;0;0;-430515;430515;-1391090;-1600851;0;E;40;16
31/12/2024;C0046;2;547756;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-101071;;;140154;508673;0;0;0;0;-101071;101071;648827;508673;0;E;703;16
31/12/2024;C0046;2;4350266;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;-528;-432355;;;1065789;3716304;0;0;-528;0;-432355;431827;4782093;3716304;0;E;300;16
31/12/2024;C0046;2;46163149;0;0;;;;0;0;0;0;0;0;0;0;0;0;-8884;0;-8884;-6443;-3286569;;;16497224;32954935;0;0;-6443;0;-3286569;3289010;49452159;32954935;0;E;276;16
31/12/2024;C0046;2;4270939;0;0;;;;0;0;0;0;0;0;0;0;0;0;202;0;202;52;-194753;;;968514;3497028;0;0;52;0;-194753;194603;4465542;3497028;0;E;203;16
31/12/2024;C0046;2;9483400;0;0;;;;0;0;0;0;0;0;0;0;0;0;-1;0;-1;10523;-2354183;;;3035746;8812361;0;0;10523;0;-2354183;2364707;11848107;8812361;0;E;250;16
31/12/2024;C0046;2;7368624;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-122630;;;1510833;5980421;0;0;0;0;-122630;122630;7491254;5980421;0;E;246;16
31/12/2024;C0046;2;-5957582;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2888752;;;-315895;-2752935;0;0;0;0;-2888752;2888752;-3068830;-2752935;0;E;208;16
31/12/2024;C0046;2;-875457;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-101454;;;0;-774003;0;0;0;0;-101454;101454;-774003;-774003;0;E;100;16
31/12/2024;C0046;2;918709;0;0;;;;0;0;0;0;0;0;0;0;0;0;-1460;0;-1460;120;-247668;;;307509;860448;0;0;120;0;-247668;249248;1167957;860448;0;E;348;16
31/12/2024;C0046;2;24503235;0;0;;;;0;0;0;0;196113;0;0;0;0;0;0;2152935;2152935;-3217;1429024;;;2290849;18823323;196113;0;-3217;0;1429024;-3389063;21114172;18823323;0;E;372;16
31/12/2024;C0046;2;21842359,02;0;0;;;;0;0;0;0;1;0;0;0;0;0;-6225;0;-6225;0;-3385252;;;7039772;18194065,02;1;0;0;0;-3385252;3391478;25233837,02;18194065,02;0;E;380;16
31/12/2024;C0046;2;1978826;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1273;-35904;;;506988;1509015;0;0;1273;0;-35904;37177;2016003;1509015;0;E;442;16
31/12/2024;C0046;2;14436057;0;-1415;;;;0;0;0;0;-1415;0;0;0;0;0;3854;0;3854;23435816;17948205;;;4742747;15175652;0;0;23435816;0;17948205;5482342;19918399;15175652;0;E;528;16
31/12/2021;C0012;1;1174583,63;0;0;;;;0;0;0;0;374438,38;141891,66;0;0;0;0;0;0;141891,66;63249,4;15480,2;;;317799,57;1119154,86;374438,38;0;63249,4;0;15480,2;280315,92;1454899,55;1137099,98;-17945,12;E;724;16
31/12/2016;C0016;1;2237845,26;0;2402,77;;;;0;0;0;12183,85;103814,93;0;0;0;0;0;0;9608,52;9608,52;9850,42;0;;;0;1751299,9;89228,31;0;9850,42;0;0;104056,83;2341902,09;2341902,09;-590602,19;E;724;16
31/12/2017;C0016;1;2246105,15;0;2504,22;;;;137835,89;0;0;81150,79;332580,5;0,45;0;5792,33;0;0;0;36504,27;42297,05;12404,78;0;;;606757,13;1942036,25;111089,6;0;12404,78;0;0;302688,23;2548793,38;1942036,25;0;E;724;16
31/12/2018;C0016;1;2618435,59;0;2365,2;;;;0;0;0;0;128638,16;18,94;0;0;0;0;0;315,5;334,44;22090,64;30000;;;844287,84;1894542,11;126272,96;0;22090,64;0;30000;120394,36;2738829,95;1894542,11;0;E;724;16
31/12/2019;C0016;1;2511549,31;0;2140,52;;;;58016,29;0;0;3324,41;217932,2;5052,19;234,52;0;18666,36;0;0;0;23953,07;26572,87;96619,63;;;591960,54;2043521,14;154450,98;0;26572,87;0;96619,63;123932,37;2635481,68;2043521,14;0;E;724;16
31/12/2020;C0016;1;1077403,35;0;2041,34;;;;0;0;0;2445,48;166494,99;3215,7;0;0;0;0;0;19609,18;22824,88;39457,55;79348,59;;;292393,58;888788,84;162008,17;0;39457,55;0;79348,59;103779,07;1181182,42;888788,84;0;E;724;16
31/12/2021;C0016;1;1794765,53;0;2054,22;;;;31666,44;0;0;29731,5;220530,7;7308,51;0;0;101443,55;0;0;8569,42;117321,48;231799,47;385407,83;;;532057,16;1212309,23;157078,54;0;231799,47;0;385407,83;-50399,14;1744366,39;1212309,23;0;E;724;16
31/12/2016;C0026;1;33996300,37;11091314,48;6418,86;;;;19516,94;0;0;0;158331,19;0;624,37;6391,04;0;23268,38;0;0;30283,79;1444472,82;1695478,51;;;9613225,41;35351431,15;132395,39;753727,81;690745,01;78809,14;1616669,37;-122958,29;44964656,56;35351431,15;0;E;724;16
31/12/2017;C0026;1;55296950,11;10338057,27;3779,21;;;;39052,86;0;22266,61;0;289862,86;0;489,68;4260,69;0;2420181,01;11524,76;0;2436456,14;1499407,61;5548104,92;;;8855678,58;50584038,21;224764,18;783429,82;715977,79;128463,8;5419641,12;-6195290,59;59439716,79;50584038,21;0;E;724;16
31/12/2018;C0026;1;39068976,24;15644313,66;0;;;;0;0;0;0;153573,34;25362,74;268,41;0;0;18896,78;9398,72;0;53926,65;1939331,63;2597160,7;;;14464625,93;39690481,59;153573,34;786963,3;1152368,33;74769,23;2522391,47;-558182,38;54155107,52;39690481,59;0;E;724;16
31/12/2019;C0026;1;36237575,57;13424892,03;0;;;;0;0;0;0;0;3350,17;0;0;0;0;0;0;3350,17;2018896,17;2274899,81;;;8565291,95;40837821,84;0;932095,88;1086800,29;64413,28;2210486,53;-259353,81;49403113,79;40837821,84;0;E;724;16
31/12/2020;C0026;1;45685724,55;13928171,26;0;;;;0;0;0;0;0;298,06;-298,06;0;0;14356,2;25555,85;0;39912,05;2249491,84;2162890,07;;;12090816,54;47569768,99;0;1184416,43;1065075,41;63000;2099890,07;46689,72;59660585,53;47569768,99;0;E;724;16
31/12/2021;C0026;1;47429832,28;15748772,41;0;;;;57740,03;0;5693,48;771,79;64205,3;0;0;0;0;0;293,02;1978,81;2271,83;2729994,68;4145577,62;;;12719107,62;49105847,6;0;1403507,81;1326486,87;72112,87;4073464,75;-1353649,47;61824955,22;49105847,6;0;E;724;16
31/12/2016;C0031;1;72347350,37;8594680,97;3627167,38;;;;-63699,84;78900796,92;202572,99;908480,81;114626522,62;12473587,61;0;15455571,85;0;47546633,61;19427,35;663290,57;76158510,99;23985491,61;10732319,91;;;61097856,73;71565357,94;31051204,36;-281,82;23985773,43;0;10732319,91;51721183,33;132663214,67;71565357,94;0;E;724;16
31/12/2017;C0031;1;74749521,41;19388989,92;3855693,43;;;;119902,52;1294290,5;29868,41;19197166,19;41212578,76;18040014,6;0;21183354,84;47063,1;1663981,99;17449,95;18878227,7;59830092,18;7450123,68;5958702,22;;;15175681,46;61836737,91;16715657,71;29460,57;7420663,11;21182,51;5937519,71;-17126091,96;77012419,37;61836737,91;0;E;724;16
31/12/2018;C0031;1;44609932,98;16239911,23;3997885,07;;;;43172,46;1821209,47;18413,06;22944928,36;54897124,15;16222032,35;0;15032050,55;270523,78;36935583,29;19744,72;9744558,91;78224493,6;77835266,77;7847888,72;;;27965545,09;79544307,72;26071515,73;12246,99;77823019,78;17344,45;7830544,27;46660008,6;107509852,81;79544307,72;0;E;724;16
31/12/2019;C0031;1;58144733,73;5004798,9;4349906,46;;;;428350,98;999583;413113,17;177739,33;61367974,53;13700225,44;0;1066439,69;0,94;40980073,63;17516,23;0;55764255,93;9515167,7;10786903,63;;;12976169,08;54505346,22;54999281,59;9753,32;9505414,38;23683,58;10763220,05;4331982,67;67481515,3;54505346,22;0;E;724;16
31/12/2020;C0031;1;59797694,93;-49827864,68;4225244,48;;;;0;152899,12;136115,17;61218,82;87285588,98;13831369,06;0;1099160,74;16240,74;5068417,63;17928,66;0;20033116,83;23111860,76;67072407,88;;;-16489189,84;49750945,12;82710111,39;9194,31;23102666,45;139746,83;66932661,05;23291925,03;33261755,28;49750945,12;0;E;724;16
31/12/2021;C0031;1;52803074,34;6733091,05;4313127,69;;;;0;468049,2;58854,05;47313,5;13509565,87;6615471,38;0;1104610,93;-714,59;2043661;40139,55;0;9803168,27;8423721,85;8661804,93;;;18285524,65;44718955,26;8622221,43;-62,3;8423784,15;0;8661804,93;3468314,52;63004479,91;44718955,26;0;E;724;16
31/12/2016;C0032;1;530158,81;0;171658,6;;;;0;0;0;0;265988,63;0;9235,26;8358,04;0;0;0;0;17593,3;123104,7;397600,46;;;99374;404684,38;94330,03;0;123104,7;0;397600,46;-26100,43;504058,38;404684,38;0;E;724;99
31/12/2017;C0032;1;516383,28;0;170999,25;;;;0;0;0;0;274810,44;0;14966,05;8203,06;0;0;0;0;23169,11;132318,49;400538,69;;;96392,93;403411,48;103811,19;0;132318,49;0;400538,69;-16578,87;499804,41;403411,48;0;E;724;99
31/12/2018;C0032;1;541089,87;0;200288,33;;;;0;0;0;0;291853,83;0;10894,55;10985,5;0;0;0;0;21880,05;156693,59;371166,45;;;108086,22;488504,57;91565,5;0;156693,59;0;371166,45;55500,92;596590,79;488504,57;0;E;724;99
31/12/2019;C0032;1;552831,43;0;186736,17;;;;0;0;0;0;241841,23;0;8575,31;10978,29;0;0;0;0;19553,6;138004,39;337989,87;;;105383,44;469750,14;55105,06;0;138004,39;0;337989,87;22302,15;575133,58;469750,14;0;E;724;99
31/12/2020;C0032;1;573439,04;0;174291,38;;;;0;0;0;0;185022,63;0;11558,42;8549,36;0;0;0;7638,78;27746,56;74760,99;332011,66;;;95017,22;378447,22;10731,25;0;74760,99;0;332011,66;-99974,6;473464,44;378447,22;0;E;724;99
31/12/2021;C0032;1;544470,88;0;194176,62;;;;0;0;0;0;197824,46;0;10011,59;8549,36;0;0;0;0;18560,95;129974,08;341293,06;;;102869,15;409546,26;3647,84;0;129974,08;0;341293,06;-32055,47;512415,41;409546,26;0;E;724;99
31/12/2016;C0037;1;4980944,65;74225835,79;0;;;;0;0;0;9984062,5;83878970,71;422351,96;0;0;0;0;0;0;422351,96;721168,01;8670900,5;;;28555822,53;126157844,17;73894908,21;0;721168,01;0;8670900,5;75506886,26;154713666,7;126157844,17;0;E;724;16
31/12/2017;C0037;1;2418950,3;65114446,94;0;;;;0;0;0;7510740,92;45940151,69;410618,31;0;0;0;0;0;0;410618,31;487689,72;15051745,78;;;21926531,57;76572342,99;38429410,77;0;487689,72;0;15051745,78;30965477,32;98498874,56;76572342,99;0;E;724;16
31/12/2018;C0037;1;3725431,4;43838204,03;0;;;;0;0;0;5346141,5;49291988,66;316160;0;0;0;0;0;0;316160;75077118,94;329232,81;;;39537660,6;131749689,62;43945847,16;0;75077118,94;0;329232,81;123723714,79;171287350,22;131749689,62;0;E;724;16
31/12/2019;C0037;1;1612292,72;90122340,1;0;;;;0;0;0;79382248,08;128159000,84;523458,59;0;0;0;0;0;156050,22;679508,81;103064,76;1677609,53;;;57246608,1;160392971,98;48776752,76;0;103064,76;0;1677609,53;125904947,26;217639580,08;160392971,98;0;E;724;16
31/12/2020;C0037;1;2143142;167047440,29;0;;;;0;0;0;4769034,28;36458561,96;600880,79;0;0;0;0;0;0;600880,79;480814,77;932703,26;;;53986400,94;150609974,03;31689527,68;0;480814,77;0;932703,26;35405792,68;204596374,97;150609974,03;0;E;724;16
31/12/2021;C0037;1;1656403,65;154102462,68;0;;;;0;0;0;3254274,72;39912042,33;680247,27;0;0;0;0;0;74,78;680322,05;20249683,88;1210519,17;;;55429224,41;158600526,91;36657767,61;0;20249683,88;0;1210519,17;58270884,99;214029751,32;158600526,91;0;E;724;16
31/12/2016;C0039;1;8305,05;15931707,58;0;;;;0;0;0;0;4164925;8436706,22;0;0;0;1718265;0;97967,47;10252938,69;1029386,03;5178320,47;;;687641,64;5015422,86;4164925;737614,62;291771,41;227089,69;4951230,78;-10236948,13;5703064,5;5015422,86;0;E;724;16
31/12/2017;C0039;1;313017,83;13795648,83;0;;;;0;0;9261153,66;27454,53;180532076,93;7862455,93;0;0;0;0;0;25872,76;7888328,69;1267315,98;5383632,66;;;17352020,6;165284077,62;171243468,74;1168930,58;98385,4;0;5383632,66;168527431,56;182636098,22;165284077,62;0;E;724;16
31/12/2018;C0039;1;1139011,55;34801741,45;0;;;;0;0;0;32246,64;72051788,32;2497218,34;753498,08;0;0;9693048,96;0;226405,8;13170171,18;1440329,04;8138837,74;;;14134740,48;73989120,96;72019541,68;1336002,27;104326,77;0;8138837,74;52183108,44;88123861,44;73989120,96;0;E;724;16
31/12/2019;C0039;1;1478708,42;29542628,31;0;;;;0;0;0;579490,55;53381068,25;348892,61;-33,03;0;0;0;0;229936,1;578795,68;1094921,24;6906135,5;;;7063009,87;70949385,17;52801577,7;1117679,46;-22758,22;0;6906135,5;46991058,31;78012395,04;70949385,17;0;E;724;16
31/12/2020;C0039;1;2060258,7;11073865,53;0;;;;0;0;0;1460327,85;43420467,79;303696,21;0;0;0;13587022,66;0;417276,84;14307995,71;1375201,59;7161881,78;;;876052,27;35583863,85;41960139,94;1259104,04;116097,55;0;7161881,78;23325791,89;36459916,12;35583863,85;0;E;724;16
31/12/2021;C0039;1;1230720,41;12957825,59;0;;;;0;0;0;1989276,6;60284039,69;219181,16;0;0;0;9008279,83;0;-235767,46;8991693,53;1238671,67;6040069,91;;;-4260562,83;64940056,75;58294763,09;1238671,67;0;0;6040069,91;46490947,92;60679493,92;64940056,75;0;E;724;16
31/12/2016;C0046;2;895982;0;-57950;;;;0;0;0;0;-57950;0;0;0;0;0;0;0;0;257;0;;;77765;760524;0;0;257;0;0;-57693;838289;760524;0;E;348;16
31/12/2016;C0046;2;1761225;0;46286;;;;0;0;0;0;46286;0;0;0;0;0;0;0;0;27479;0;;;610856;1224134;0;0;27479;0;0;73765;1834990;1224134;0;E;300;16
31/12/2016;C0046;2;1824079;0;-1482;;;;0;0;0;0;-1482;0;0;0;0;0;0;0;0;0;0;;;233034;1589563;0;0;0;0;0;-1482;1822597;1589563;0;E;372;16
31/12/2016;C0046;2;1736836;0;-81271;;;;0;0;0;0;-81271;0;0;0;0;0;0;0;0;0;0;;;364764;1290801;0;0;0;0;0;-81271;1655565;1290801;0;E;208;16
31/12/2016;C0046;2;13303851;0;-42936;;;;30000;0;0;0;-12936;0;0;0;0;0;0;0;0;0;0;;;4632984;8657931;0;0;0;0;0;-12936;13290915;8657931;0;E;380;16
31/12/2016;C0046;2;12739894;0;-17576;;;;0;0;0;0;-17576;0;0;0;0;0;0;0;0;117122;0;;;4365790;8473650;0;0;117122;0;0;99546;12839440;8473650;0;E;276;16
31/12/2016;C0046;2;2409350;0;-14328;;;;0;0;0;0;-14328;0;1405;0;0;0;0;0;1405;0;0;;;475889;1917728;0;0;0;0;0;-15733;2393617;1917728;0;E;246;16
31/12/2016;C0046;2;1967636;0;149240;;;;0;0;0;0;3907765;70812;0;0;0;0;0;0;70812;0;0;;;1454182;4350407;3758525;0;0;0;0;3836953;5804589;4350407;0;E;578;16
31/12/2016;C0046;2;-165071;0;-5831;;;;0;0;0;0;-5831;0;0;0;0;0;0;0;0;0;0;;;-18201;-152701;0;0;0;0;0;-5831;-170902;-152701;0;E;203;16
31/12/2016;C0046;2;-11728263;0;47555;;;;0;0;0;0;47555;19800;6661;0;0;0;0;0;26461;-4020;0;;;8734396;-20445585;0;0;-4020;0;0;17074;-11711189;-20445585;0;E;56;16
31/12/2016;C0046;2;11583413;0;-18092;;;;0;0;0;0;-18092;0;0;0;0;0;0;0;0;5255;0;;;4013011;7557565;0;0;5255;0;0;-12837;11570576;7557565;0;E;250;16
31/12/2016;C0046;4;-2481078;0;862883;;;;0;0;0;0;862883;0;0;0;0;0;0;0;0;380;0;;;-363012;-1254803;0;0;380;0;0;863263;-1617815;-1254803;0;E;756;16
31/12/2016;C0046;2;-142749;0;-3930;;;;0;0;0;0;-3930;0;0;0;0;0;0;0;0;0;0;;;35221;-181900;0;0;0;0;0;-3930;-146679;-181900;0;E;442;16
31/12/2016;C0046;4;-4124480;0;-130705;;;;0;0;0;0;-130705;0;0;0;0;0;0;0;0;0;0;;;451578;-4706763;0;0;0;0;0;-130705;-4255185;-4706763;0;E;792;16
31/12/2016;C0046;2;-26944315;0;1506846;;;;0;0;0;0;3667683;94765;28441;0;0;0;0;0;123206;15481498;0;;;-1945491;-5972849;2160837;0;15481498;0;0;19025975;-7918340;-5972849;0;E;528;16
31/12/2016;C0046;4;-4496442;0;-473074;;;;0;0;0;0;-473074;0;0;0;0;0;0;0;0;0;0;;;-390;-4969126;0;0;0;0;0;-473074;-4969516;-4969126;0;E;702;16
31/12/2016;C0046;1;207807819;0;6200093;;;;30000;0;0;0;12785642;4469559;34137;0;0;0;0;0;4503696;4390379;64715;;;58220621;162194808;6555549;0;4390379;0;64715;12607610;220415429;162194808;0;E;724;16
31/12/2016;C0046;4;795893;0;-5008;;;;0;0;0;0;-5008;0;0;0;0;0;0;0;0;0;0;;;183155;607730;0;0;0;0;0;-5008;790885;607730;0;E;554;16
31/12/2016;C0046;4;2300486;0;-91358;;;;0;0;0;0;-91358;0;0;0;0;0;0;0;0;0;0;;;308981;1900147;0;0;0;0;0;-91358;2209128;1900147;0;E;392;16
31/12/2016;C0046;4;4013249;0;-221063;;;;0;0;0;0;-221063;0;0;0;0;0;0;0;0;0;0;;;390616;3401570;0;0;0;0;0;-221063;3792186;3401570;0;E;344;16
31/12/2016;C0046;2;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;E;620;16
31/12/2016;C0046;2;-580418;0;-30736;;;;0;0;0;0;-30736;0;2698;0;0;0;0;0;2698;-5133;0;;;157842;-776827;0;0;-5133;0;0;-38567;-618985;-776827;0;E;40;16
31/12/2016;C0046;4;1622;0;1859;;;;0;0;0;0;1859;0;0;0;0;0;0;0;0;1285744;0;;;276227;1012998;0;0;1285744;0;0;1287603;1289225;1012998;0;E;124;16
31/12/2016;C0046;2;-1158586;0;-39101;;;;0;0;0;0;-39101;0;0;0;0;0;0;0;0;805;0;;;104630;-1301512;0;0;805;0;0;-38296;-1196882;-1301512;0;E;616;16
31/12/2016;C0046;2;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;E;703;16
31/12/2016;C0046;2;-687949;0;-69658;;;;0;0;0;0;102485;9931;0;0;0;0;0;0;9931;0;0;;;-126338;-469057;172143;0;0;0;0;92554;-595395;-469057;0;E;752;16
31/12/2016;C0046;2;12418351;0;1032002;;;;0;0;0;0;1167316;99076;3691;0;0;0;0;0;102767;1140;0;;;1398385;12085655;135314;0;1140;0;0;1065689;13484040;12085655;0;E;826;16
31/12/2016;C0046;4;4624378;0;-13934;;;;0;0;0;0;-13934;0;0;0;0;0;0;0;0;19055;0;;;1404409;3225090;0;0;19055;0;0;5121;4629499;3225090;0;E;36;16
31/12/2016;C0046;4;-804691;0;-205050;;;;0;0;0;0;-125837;0;0;0;0;0;0;0;0;0;0;;;199682;-1130210;79213;0;0;0;0;-125837;-930528;-1130210;0;E;76;16
31/12/2017;C0046;4;-313884;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;9087;-322971;0;0;0;0;0;0;-313884;-322971;0;E;702;16
31/12/2017;C0046;2;13379034;0;0;;;;0;0;0;0;194261;0;19086;0;0;0;0;0;19086;-4614;0;;;2972353;10577242;194261;0;-4614;0;0;170561;13549595;10577242;0;E;826;16
31/12/2017;C0046;2;-256134;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-40981;-215153;0;0;0;0;0;0;-256134;-215153;0;E;642;16
31/12/2017;C0046;2;-2931618;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;628;0;;;149670;-3080660;0;0;628;0;0;628;-2930990;-3080660;0;E;616;16
31/12/2017;C0046;2;401669;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;31772;369897;0;0;0;0;0;0;401669;369897;0;E;703;16
31/12/2017;C0046;2;-582895,02;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-275925;-306970,02;0;0;0;0;0;0;-582895,02;-306970,02;0;E;752;16
31/12/2017;C0046;2;2763065,43;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10612;;;499039;2253414,43;0;0;0;0;10612;-10612;2752453,43;2253414,43;0;E;620;16
31/12/2017;C0046;4;5528446;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2305;0;;;1673645;3857106;0;0;2305;0;0;2305;5530751;3857106;0;E;36;16
31/12/2017;C0046;4;-1134212;0;0;;;;0;0;0;0;0;0;713;0;0;0;0;0;713;0;0;;;-238086;-896839;0;0;0;0;0;-713;-1134925;-896839;0;E;124;16
31/12/2017;C0046;4;8026936;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;335319;7691617;0;0;0;0;0;0;8026936;7691617;0;E;344;16
31/12/2017;C0046;4;1056815;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;296691;760124;0;0;0;0;0;0;1056815;760124;0;E;554;16
31/12/2017;C0046;4;5062302,98;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;-2784;0;;;1201156;3858362,98;0;0;-2784;0;0;-2784;5059518,98;3858362,98;0;E;756;16
31/12/2017;C0046;4;-292711;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-159402;-133309;0;0;0;0;0;0;-292711;-133309;0;E;792;16
31/12/2017;C0046;2;4826976,98;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1209233;3617743,98;0;0;0;0;0;0;4826976,98;3617743,98;0;E;578;16
31/12/2017;C0046;4;1527900;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;401461;1126439;0;0;0;0;0;0;1527900;1126439;0;E;392;16
