TRIMESTRE;CLAVE;RAMO;operacion;PT1;PT2;PT3;PT4;PT5;PT6;PT7;PT8;PT9;PT10;PT11;PT12;PT13;PT14;PT15;PT16;PT17;PT18;PT19;PT20;PT21;PT22;PT23;PT24;PT25;PT26;PT27;PT28;PT29;PT30;PT31;PT32;PT33;PT34;PT35;PT36;PT37;PT38;PT39;PT40;PT41;PT42;PT43;PT44;PT45;PT46;PT47;PT48;PT49;PT50;MONEDA;delegacion;TipoDec
31/12/2016;C0001;99;1;16611158,9;0;-58068,73;7161211,2;-2916105,13;0;-148997,47;6624771,31;0;;;;0;0;0;0;787976,3;0;9633532,29;0;4717424,72;1602042,98;0;519477,38;1032300,03;7030973,2;11372,17;0;0;0;4388597,28;190244,74;705033,01;3873809,01;;0;0;0;621180,64;621180,64;100299,91;0;22966,2;0;0;0;8550;131816,11;-4256403,52;787976,3;E;724;16
31/12/2017;C0001;99;1;23088054,85;0;-26208,63;4608047,6;-3882639,2;0;1013562,63;13557596,79;0;;;;0;0;0;1456546,51;2213025,94;0;12815978,49;0;4948352,65;3411407,26;0;887959,8;1306914;11697987,3;2625,93;0;0;0;4258557,33;671422,31;1080499,34;3849480,3;;0;0;-325400,28;985996,31;660596,03;123731,29;0,01;10274,22;0;0;0;342465,75;476471,27;-916538,1;756479,43;E;724;16
31/12/2018;C0001;99;1;18252789,84;0;-76550,33;2759173,49;3432032,01;0;959271,22;17889826,81;0;;;;0;2683,7;0;111128,51;469092,13;0;15623763,96;0;4066793,19;-1294451,23;0;-2861215,4;1195818,29;14319553,23;-34140,78;0;0;0;4027878,37;683715,04;153050,63;4558542,78;;249073,91;0;-141058,25;962185,13;1070200,79;83513,26;0;7187,21;0;0;0;199701,79;290402,26;-1845639,34;355279,92;E;724;16
31/12/2019;C0001;99;1;20569570,43;0;94954,61;3450667,83;2877334,46;0;250217,22;19840974,45;0;;;;0;69,2;0;1618,49;367945,65;67267,81;13847105,06;0;2072890,11;3258151,22;0;1965582,51;1164940,9;14231724,56;-3035,62;0;0;0;4071392,98;617095,49;237399,68;4451088,79;;81761,2;0;11264,46;870498,8;963524,46;71074,7;0;7039,69;0;0;0;165534,49;243648,88;389236,84;366257,96;E;724;16
31/12/2020;C0001;99;1;23611048,21;0;-42088,76;6983084,19;-2306048,1;0;-2250339,5;16530166,66;0;;;;0;-186,63;0;14897,87;147645,13;0;11079096,56;0;2487135,79;4302496,79;0;2950952,95;801665,84;10745170,45;0;0;0;0;4930139,84;501317,06;811184,2;4620272,7;;0;0;13140,89;786287,5;799428,39;62986,52;0;4343,71;0;0;0;166618,85;233949,08;278991,17;132933,89;E;724;16
31/12/2021;C0001;99;1;33472742,89;0;-39174,56;13098625,92;-1580475,88;0;-912576,11;19667042,64;0;;;;0;0;0;265761,21;355658,52;0;22133284,59;0;6898944,55;5785817,15;0;4335582,24;796359,19;17480934,14;0;0;0;0;6706799,68;77692,85;2955122,42;3829370,11;;0;0;560245,36;298207,82;858453,18;46035,04;0;844,85;0;340,04;285992,8;20504,41;353717,14;-2499773,41;89897,31;E;724;16
31/12/2016;C0002;99;1;33130170,95;0;787489,64;240805,38;6734,94;0;3752,99;33679837,16;0;;;;0;0;0;846187,46;1853462,15;81145,84;15229805,1;0;20259,09;773796,78;0;-15684,58;696227,39;16695254,76;4119801,66;0;0;0;7788756,56;4550266,81;20320,75;12318702,62;;1935524,75;0;0;335215,34;2270740,09;118616,81;0;17690,03;0;0;0;655568,12;791874,96;-581928,94;1007274,69;E;724;16
31/12/2017;C0002;99;1;32228843,33;0;-49013,91;232192,2;16270,35;0;10123,63;31953783,94;0;;;;0;0;0;2828171,36;3951620,21;85501,64;14693070,63;0;17588,18;-1024398,27;0;-135,64;580008,63;14231228,45;7270471,12;0;0;0;6058003,5;3955480,49;17436,7;9996047,29;;926480,93;0;0;353518,76;1279999,69;120393,59;0;23553,32;0;0;0;1299590,25;1443537,16;1769622,08;1123448,85;E;724;16
31/12/2018;C0002;99;1;31550873,33;0;516625,18;223058,5;5011,83;0;2751,19;31846700,65;0;;;;0;0;0;333147,84;1495565,68;74719,66;15173516,85;0;21426,74;61224,62;0;8373,08;549265,51;15754207,16;4698921,02;0;0;0;5704733,7;3807934,49;16396,72;9496271,47;;665305,05;0;0;1039523,39;1704828,44;120630,97;0;17177,72;0;0;0;159783,81;297592,5;1465165,4;1162417,84;E;724;16
31/12/2021;C0007;99;1;15045222,7;0;-6037,09;0;0;0;0;15039185,61;105070,89;;;;0;0;0;352219,44;696763,07;5443,06;5921973,23;0;0;154868,17;0;0;123061,83;6199903,23;808720,57;0;0;0;6816717,73;1104516,02;0;7921233,75;;0;0;0;490922,09;490922,09;17599,35;44091,58;-77,76;0;0;0;340657,43;402270,6;-81658,5;239472,74;E;724;16
31/12/2016;C0012;99;1;14161569,71;0;4893,44;894863,88;-156160,8;0;-79644,03;13195082,5;3177,72;;;;0;0;0;0;1070332,4;1560,67;6073680,86;0;392193,12;-15456,48;0;-18751,57;210704,75;5895487,58;1124748,07;0;0;0;4343844,12;1037857,93;203418,46;5178283,59;;261179,24;0;0;505659,85;766839,09;551312,27;0;634,97;0;0;0;0;551947,24;749670;1067154,68;E;724;16
31/12/2017;C0012;99;1;15053622,13;0;-3919,79;1001036,9;-90869,04;0;-78818,96;14036615,36;3531,62;;;;0;0;0;0;1060079,71;-346;6065570,97;0;448759,03;314312,83;0;52205,86;469170,88;6348089,79;-788331,44;0;0;0;5052728,02;728889,1;254204,19;5527412,93;;103897,4;0;0;551177,69;655075,09;638674,95;0;893,09;0;0;0;0;639568,04;2714534,66;1056548,09;E;724;16
31/12/2018;C0012;99;1;15606633,43;0;376,28;981208,13;-23846,38;0;-40557,82;14642513,02;0;;;;0;0;0;414066,58;1680923,42;0;6835405,33;0;555367,79;244966,39;0;97085,68;543573,39;6971491,64;1287822,45;0;0;0;4494037,79;647144,59;285714,33;4855468,05;;88991,91;0;0;688856,95;777848,86;867478,94;0;663,17;0;0;0;0;868142,11;1562663,33;1266856,84;E;724;16
31/12/2019;C0012;99;1;16248027,27;0;14896,35;1267835,24;-16138,73;0;-58836,26;15037785,91;3445,16;;;;0;0;0;309898,44;1521983,3;0;7091228,41;0;600000,13;-18399,03;0;19210,97;551319,4;7004937,68;1809879,72;0;0;0;4929632,07;566646,42;324202,46;5172076,03;;-4465;0;0;472069,62;467604,62;905500,31;0;385,23;0;0;0;0;905885,54;1199385,62;1208639,7;E;724;16
31/12/2020;C0012;99;1;16766246,39;0;-4359,47;1281450,39;-38187,8;0;-44378,39;15486627,12;3628,8;;;;0;0;0;212171,48;1214557,27;0;8346019,1;0;666235,37;393798,73;0;116832,14;602894,24;8559644,56;1804166,26;0;0;0;4548949,65;533995,75;360817,1;4722128,3;;0;0;0;493341,63;493341,63;766614,42;0;368,9;0;0;0;0;766983,32;354920,32;998756,99;E;724;16
31/12/2021;C0012;99;1;17015585,91;0;14499,32;1298329,79;-25858,46;0;-23915,16;15729812,14;3610,56;;;;0;0;0;20748,35;979064,2;0;7660048,7;0;640380,75;-224663,74;0;-54743,1;583112,31;7432859,62;2203731,42;0;0;0;4556535,33;542640,36;380857,23;4718318,46;;0;0;0;517981,39;517981,39;660535,55;0;387,37;0;0;0;478,9;661401,82;1174583,63;954705,29;E;724;16
31/12/2016;C0016;99;1;18538996,79;0;-2722,46;0;-1603026,06;0;0;16933248,27;5140,07;;;;0;0;0;26064,07;219240,26;2549;4765178,56;0;0;-6201,02;0;0;458851,96;5217829,5;1942100,74;0;0;0;5324516,88;1401321,51;0;6725838,39;;8491,48;0;0;232038,31;240529,79;0;92223;10119,43;667996,58;0;0;20554,84;790893,85;2237845,26;188036,12;E;724;16
31/12/2017;C0016;99;1;21598595,7;0;3489,2;0;-606886,51;0;0;20995198,39;5169,34;;;;284528,24;0;282,33;167515,81;686812,82;45187,14;6165672,5;0;0;-63158,99;0;0;496067,57;6598581,08;3312381,83;0;0;0;6915820,43;1797954,05;0;8713774,48;;2598,95;402925,8;0;264156,37;669681,12;0,94;89402,17;9960,66;11956,83;0;0;75354,09;186674,69;2246105,15;229317,1;E;724;16
31/12/2018;C0016;99;1;22462051,43;0;7021,24;0;-643792,25;0;0;21825280,42;5430,44;;;;0;0;0;0;295350,45;37450,19;6443001,66;0;0;-179178,98;0;0;500986,58;6764809,26;2556954,46;0;0;0;7611433,49;2058401,27;0;9669834,76;;-12499,92;106573,93;0;321891,51;415965,52;43,49;122971,5;8342,09;0;0;0;724,39;132081,47;2618435,59;289920,01;E;724;16
31/12/2019;C0016;99;1;25349926,79;0;-4649,59;0;-2041046,52;0;0;23304230,68;5761,68;;;;156163,21;0;0;8948,36;586610,88;23789,62;6470402,15;0;0;88341,06;0;0;459849,1;7018592,31;3095271,06;0;0;0;8586646,99;2080759,67;0;10667406,66;;34814,41;106573,92;0;271551,43;412939,76;631,27;149448,1;8548,26;50244,45;0;0;0;208872,08;2511549,31;415737,63;E;724;16
31/12/2020;C0016;99;1;26103145,61;0;5678,8;0;-970161,86;0;0;25138662,55;5899,99;;;;0;0;0;7068,09;481215,09;14197,6;7468166,1;0;0;509565,62;0;0;564320,02;8542051,74;3502423,94;0;0;0;9748486,69;2103421,43;0;11851908,12;;-3292,1;103223,89;0;271806,69;371738,48;1285,23;218972,38;11616,25;0;0;0;56675,75;288549,61;1077403,35;468247,01;E;724;16
31/12/2021;C0016;99;1;28103937,2;0;-29081;0;-533418,77;0;0;27541437,43;5966,56;;;;91976,42;0;46622,42;86356,3;687162,37;8852,29;8362961,75;0;0;20135;0;0;664929,42;9048026,17;3910809,4;0;0;0;10549675,85;2051665,07;0;12601340,92;;16051,18;44134,2;0;266017,08;326202,46;21227,89;202886,3;11578,6;294646,7;0;1077,89;24890,23;556307,61;1794765,53;456240,67;E;724;16
31/12/2016;C0026;99;1;315869102,75;645409,99;-170445,82;41061972,95;-12022026,24;-2292,14;-2166568,44;265424344,03;1478873,18;;;;0;0;0;177935,49;9527590,2;0;162566975,54;343083,63;19206893,21;6382437,28;-187262,66;2336496,37;8764193,98;156326038,19;0;0;0;0;74520209,05;12893521,86;10499918,71;76913812,2;;21527,13;0;-39513,6;2100276;2082289,53;1281573,54;820762,88;361463,78;0;1085443,36;0;2084250,38;5633493,94;33996300,37;7870781,53;E;724;16
31/12/2017;C0026;99;1;329519761,79;739238,23;-126176,59;43395013,05;-5118044,21;-58,45;-1253306,66;282873014,38;1529353,46;;;;0;0;24138600,38;4662,38;33559478,88;0;179026438,98;279219,1;23127048,07;13582065,71;377,14;6675676,03;8725807,8;171811184,63;150198,8;0;0;0;78274369,3;12448013,48;11457277,34;79265105,44;;210,75;0;-21873,6;2107356,89;2085694,04;1323092,47;691146,45;825568,69;0;2928381,58;2055171,05;0;7823360,24;55296950,11;7886862,66;E;724;16
31/12/2018;C0026;99;1;337897579,63;713620,19;-19198,25;44993222,75;-3204518,05;3463,52;-280188,28;290677912,57;974663,56;;;;0;0;0;5748137,89;13525244,8;0;193769026,44;285534,82;25242777,25;-5135533,19;9325,42;-5605407,19;8256223,42;177547206,85;77272,11;135883,23;-135883,23;0;79890986,24;14542519,16;12297400,02;82136105,38;;19800,73;0;126655,2;2134920,78;2281376,71;931126,41;662778,24;753581,86;0;0;0;744733,57;3092220,08;39068976,24;6802443,35;E;724;16
31/12/2019;C0026;99;1;346789416,2;744517,32;-83513,89;49959656,02;-6005084,09;-39927,8;-1558552,99;293004304,71;1524831,56;;;;0;0;0;860476,7;8099945,1;0;196163728,86;230186,91;24895765,77;-5228653,32;2919,52;-233577,09;9166922,7;175672915,99;-166831,97;190651,14;-140429,54;50221,6;80553086,08;15301348;13516175,17;82338258,91;;18655,56;0;989569,2;2217282,49;3225507,25;621065,21;635132,48;1059385,36;0;121169,66;0;1309849,75;3746602,46;36237575,57;5714636,84;E;724;16
31/12/2020;C0026;99;1;358487571,17;741552,98;-324394,53;60266374,39;-5470381,08;1943,18;-5206660,39;298376577,72;2310964,7;;;;0;0;0;1672454,47;9463607,43;0;180591883,9;193089,48;27531701,39;19377038,24;14385,96;12763190,94;11758675,5;171640180,75;-59445,61;188891,1;1555827;1744718,1;81625364,58;15628547,56;15418846,45;81835065,69;;-3960,71;0;-5674,7;1962924,07;1953288,66;917876,43;989170,8;1060922,56;0;0;0;2072683,22;5040653,01;45685724,55;5480188,26;E;724;16
31/12/2021;C0026;99;1;366578453,59;706972,79;232189,67;64253979,28;-1735006,9;15517;-1391695,36;302935842,23;2791574,47;;;;0;0;1089921,42;146552,41;12235510,9;0;200353505,03;243479,1;36495484,4;9325885,29;-8769,15;3809518,88;8305791,56;177914888,55;232,57;758192,47;-1315987;-557794,53;84115418,83;16732855,09;17780186,11;83068087,81;;98126,56;0;100392,19;1547263,63;1745782,38;1368262,29;1140310,65;1058228,18;0;1572133,69;0;431389,26;5570324,07;47429832,28;8207462,6;E;724;16
31/12/2016;C0031;99;1;866211525,81;2810736,69;2094885,81;51372953,91;8907821,7;44327,19;25120015,45;803576327,84;0;;;;0;12141689,61;0;16294445,72;53757460,1;1104258,6;463541296,16;1565246,59;21988264,72;44322911,3;1356108,01;21806572,72;38082862,41;505073587,03;6442397,02;932459,55;-798946,92;133512,63;223718363,8;32684898,14;17478007,82;238925254,12;;-5483915,37;6000000;-1652871,53;5190792,47;4054005,57;10545816;896631,3;51075,26;0;4963436,58;0;15004980,66;31461939,8;72347350,37;25321324,77;E;724;16
31/12/2017;C0031;99;1;957723106,66;4060803,73;949091,97;62861172,62;-20542992,55;-1141985,83;13054621,96;865132229,4;0;;;;0;0;0;40881656,35;64758794,37;1952003,55;563018270,33;650578,56;45694783,05;-2283297,09;-205918,85;10959186,89;44885644,76;549411307,77;6196698,51;1204640,04;-1675213,32;-470573,28;234896082,61;34255295,14;14927404,88;254223972,87;;239435,07;6000000;-2391014,14;5866766,54;9715187,47;7899672,61;844594,32;74933,5;0;0;0;29197712,14;38016912,57;74749521,41;23877138,02;E;724;16
31/12/2018;C0031;99;1;996038579,38;3943203,61;-4681320,03;62702140,05;-16415521,27;195112,75;7344088,69;909033825,7;0;;;;0;3296770,91;0;45839197,43;74870309,11;273510,16;605592993,56;4488612,88;46547468,52;-24957954,01;-1872689,09;-9724084,13;50193333,82;596620912,77;6251385,32;690467,61;200349,38;890816,99;256596225,08;33113214,62;10753655,82;278955783,88;;-635789,83;0;-1826264,57;5390740,29;2928685,89;7561222,3;1019110,29;85230,66;0;-1667186,25;0;46921750,14;53920127,14;44609932,98;25734340,77;E;724;16
31/12/2019;C0031;99;1;1023956376,97;4060032,76;2602450,46;82812154,51;-16219284,14;-306073,89;-9170219,49;940451567,14;0;;;;0;0;0;44948068,19;80580952,17;234345,01;583059163,7;1916507,58;38848570,29;-29923526,41;-2107660,86;-7940246,03;53624862,47;575661022,22;8061650,09;1163498,46;-587829,64;575668,82;288978026,73;36226370,53;13324633,28;311879763,98;;113213,69;0;-981400,25;5326765,5;4458578,94;15775416,2;962008,04;113900,34;0;1716736,14;0;43917385,82;62485446,54;58144733,73;35632883,98;E;724;16
31/12/2020;C0031;99;1;1036810937,93;4821799,89;-2833692,23;77289521,09;4647921,5;-71839,32;5910587,55;960175019,13;0;;;;0;0;0;80687510,96;115825424,29;222873,42;552768790,28;-582306,68;34526915,01;-6096644,33;47120,46;-12259321,12;59360315,57;583229681,41;7934961,01;1939815,35;957460,28;2897275,63;285871033,43;33499454,55;14422967,94;304947520,04;;217390,78;1254693;-762182,52;5250620,21;5960521,47;22134562,32;1308973,46;113735,06;0;8212088,7;0;79686302,81;111455662,35;59797694,93;35137913,33;E;724;16
31/12/2021;C0031;99;1;1086474503,95;5318463,39;-1387693,57;88802086,72;-20517071,6;94376,92;-21591,95;981202084,32;0;;;;0;0;0;29943303,94;60628627,21;282483,38;614157568,44;3181061,4;38318894,77;-9443287,44;661866,76;19846364,79;63145155,36;613537104,96;9464445,07;1598666,2;-829076,57;769589,63;290479268,16;34548606,05;14450717,75;310577156,46;;194356,77;106652,13;90759,58;8061182,36;8452950,84;13272850,45;1217164,15;114157,93;0;0;0;31904701,08;46508873,61;52803074,34;30685323,27;E;724;16
31/12/2016;C0032;99;1;3055111,24;0;-6303,75;0;0;0;0;3048807,49;0;;;;0;0;0;2715,57;35562,88;0;2175396,56;0;0;-209821,62;0;0;173338,91;2138913,85;0;0;0;0;209521,84;138927,57;0;348449,41;;0;0;-99392,41;149623,39;50230,98;0;2982,46;13634,86;0;0;0;0;16617,32;530158,81;32847,31;E;724;99
31/12/2017;C0032;99;1;3002930,77;0;-453,16;0;0;0;0;3002477,61;0;;;;0;0;0;5664,32;23139,82;0;1730862,4;0;0;130453,82;0;0;174227,75;2035543,97;0;0;0;0;176856,33;139954,58;0;316810,91;;0;0;-15034,56;154376,77;139342,21;0;2783,15;13634,86;0;0;0;1119,05;17537,06;516383,28;17475,5;E;724;99
31/12/2018;C0032;99;1;2975993,43;0;-1108,18;0;0;0;0;2974885,25;0;;;;0;0;0;4801,38;19975,13;0;2053070,13;0;0;-237115,59;0;0;168312,12;1984266,66;0;0;0;0;168244,55;135201,4;0;303445,95;;0;0;-40198,41;149145,25;108946,84;0;2733,59;13634,86;0;0;0;40742,61;57111,06;541089,87;15173,75;E;724;99
31/12/2019;C0032;99;1;2938674,33;0;-6303,91;0;0;0;0;2932370,42;0;;;;0;0;0;26781,23;42596,8;0;1826547,72;0;0;-24359,1;0;0;174841,4;1977030,02;0;0;0;0;150546,79;140894,66;0;291441,45;;0;0;-25249,65;160583,86;135334,21;0;2652,46;13634,86;0;0;0;2042,79;18330,11;552831,43;15815,57;E;724;99
31/12/2020;C0032;99;1;2884081,89;0;9673,91;0;0;0;0;2893755,8;0;;;;0;0;0;28653,04;47998,8;0;1395434,13;0;0;294231,87;0;0;167966,88;1857632,88;0;0;0;0;146547,41;135518,63;0;282066,04;;0;0;-11599,96;156342,95;144742,99;0;2914,34;13634,86;29612,41;0;0;37712,04;83873,65;573439,04;19345,76;E;724;99
31/12/2021;C0032;99;1;2872579,37;0;-4920,02;0;0;0;0;2867659,35;0;;;;0;0;0;5522,31;32530,8;0;1806703,75;0;0;-156225,74;0;0;184274,26;1834752,27;0;0;0;0;166426;148373,08;0;314799,08;;0;0;-17163,55;167688,35;150524,8;0;2575,45;13634,86;36483,66;0;0;2949,15;55643,12;544470,88;27008,49;E;724;99
31/12/2016;C0037;99;1;27538833,31;-854546,06;5592,64;23217289,7;-7962190,01;10118175,67;-7893673,41;13522249,26;0;;;;0;0;0;0;10804,76;468866,76;3095014,11;1062034,99;2576603,2;-1289001,29;-377023,01;-1374443,44;250468,07;1539333,11;0;3463931,23;1639,7;3465570,93;11238007,76;79173,04;7306845,85;4010334,95;;0;0;0;726,61;726,61;5010,53;0;0;0;0;0;0;5010,53;4980944,65;10804,76;E;724;16
31/12/2017;C0037;99;1;24583932,64;210649,32;5257,13;20730130,11;-2912684,89;4143535,81;-4628242,71;9928802,61;0;;;;0;0;0;0;0;21731,99;2533565,92;660434,39;2244614,25;-826869,07;-381891,27;-1487853,02;176559,87;1405038,61;0;3289688,28;1106381,15;4396069,43;8947115,99;211002,29;7481558,79;1676559,49;;0;0;0;1513,67;1513,67;52403,1;0;0;0;0;0;0;52403,1;2418950,3;0;E;724;16
31/12/2018;C0037;99;1;27949546,81;205012,35;15899,78;23634828,33;-5375082,48;1138395,21;-5837610,04;6136553,38;0;;;;0;0;0;0;0;52,58;2574960,78;228986,05;2196626,34;-1515076,36;-166042,45;41070,75;195621,49;-919247,58;0;3241584,36;520458,22;3762042,58;6937062,26;303573,17;7684967,38;-444331,95;;0;0;0;2127,1;2127,1;10584,41;0;0;0;0;0;0;10584,41;3725431,4;0;E;724;16
31/12/2019;C0037;99;1;31676428,15;178587,96;-15284,3;24370437,13;-8566545,16;32145,69;-4680622,92;3615518,13;0;;;;0;0;0;0;0;39,64;2673902,2;85783,09;2426968,88;-1705225,52;-315037,48;-1287389,65;232181,92;-167975,02;0;3916262,36;-1085134,8;2831127,56;6178205,57;113136,92;6962681,11;-671338,62;;0;0;0;-162,1;-162,1;11613,23;0;0;0;0;0;0;11613,23;1612292,72;0;E;724;16
31/12/2020;C0037;99;1;22626660,33;95498,09;-62934,92;16520349,17;7996739,55;0;7221836,48;6913777,4;0;;;;0;0;0;0;0;5,37;6234299,35;42692,53;5687969,17;3239315,01;-21531,02;4434332,43;633904,82;6379,09;0;5596759,11;-32911,08;5563848,03;9441950,13;120821,65;10377803,52;-815031,74;;0;0;0;2912,71;2912,71;12532,68;0;0;0;0;0;0;12532,68;2143142;0;E;724;16
31/12/2021;C0037;99;1;33882407,17;42118,14;-2705,38;26478086,29;-6572386,1;0;-6103049,01;6974396,55;0;;;;0;0;0;0;0;0,92;3623628,72;18508,42;3690260,96;-3895675,9;-17791,3;-4668056,72;74596,96;781062,66;0;5331887,39;125886,29;5457773,68;6798622,3;145452,22;7872139,9;-928065,38;;0;0;0;-1783,29;-1783,29;9006,15;0;0;0;0;0;0;9006,15;1656403,65;0;E;724;16
31/12/2016;C0039;99;1;105812,32;0;0;6147,93;-79407,75;0;-4322,74;24579,38;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16274,33;0;0;16274,33;;0;0;0;0;0;0;0;0;0;0;0;0;0;8305,05;0;E;724;16
31/12/2017;C0039;99;1;786987,34;0;0;64148,25;-141086,94;0;-10840,32;592592,47;0;;;;0;0;0;0;0;0;136278,33;0;30000;57305,58;0;0;0;163583,91;0;0;0;0;115990,73;0;0;115990,73;;0;0;0;0;0;0;0;0;0;0;0;0;0;313017,83;0;E;724;16
31/12/2018;C0039;99;1;1764444,17;0;0;111587,72;-1647,33;0;15163,06;1636046,06;0;;;;0;0;0;0;196,4;0;435953,47;0;189880,33;-30969,56;0;0;0;215103,58;0;2307,45;792,09;3099,54;279027,79;0;0;279027,79;;0;0;0;0;0;0;0;0;0;0;0;0;0;1139011,55;196,4;E;724;16
31/12/2019;C0039;99;1;3757533,58;0;0;241159,57;-1041212,59;0;0;2475161,42;0;;;;0;0;0;0;542,7;0;512309,11;0;42261,51;149568,3;0;0;0;619615,9;0;1316,15;-2647,33;-1331,18;378710,98;0;0;378710,98;;0;0;0;0;0;0;0;0;0;0;0;0;0;1478708,42;542,7;E;724;16
31/12/2020;C0039;99;1;3034130,1;0;0;174639,95;30901,48;0;0;2890391,63;0;;;;0;0;0;0;559,56;0;654640,07;0;2230,06;-413016,8;0;0;0;239393,21;0;-6,63;0;-6,63;591305,91;0;0;591305,91;;0;0;0;0;0;0;0;0;0;0;0;0;0;2060258,7;559,56;E;724;16
31/12/2021;C0039;99;1;2418700,18;0;0;223420,84;1091137,48;0;0;3286416,82;0;;;;0;0;0;0;200,29;0;1614621,64;0;152427,8;-225517,15;0;-48115,64;0;1284792,33;0;0;239731,95;239731,95;531372,42;0;0;531372,42;;0;0;0;0;0;0;0;0;0;0;0;0;0;1230720,41;200,29;E;724;16
31/12/2016;C0046;99;2;118777011;0;-85500;87997487;1301136;0;-1185012;33180172;0;;;;0;0;0;0;1753555,99;4725293;53581881;0;39710094;-4583987;0;-3671605;3928566;16887971;0;0;3098402;3098402;13076909;33652515;38837797;7891627;;0;0;0;0;0;197314,99;0;0;0;292,99;0;0;197607,98;11583413,01;1753555,99;E;250;16
31/12/2016;C0046;99;4;21611693;0;357;17027598;-42377;0;-242745;4784820;0;;;;0;0;0;0;2980,99;605;30412924;0;22275627;-16379926;0;-11679548;422880;3859799;0;0;249599;249599;2311096;4961010;4239791;3032315;;0;0;0;0;0;127770,99;0;0;0;0;0;0;127770,99;-2481078;2980,99;E;756;16
31/12/2016;C0046;99;1;1286178673;65076779;1596801;883018585;-8693364;-1301578;-7246662;467085388;393803;;;;0;0;0;0;18551478;56018124;606696936;50141459;457755941;-99793794;-35189769;-90969221;35514372;190582484;0;0;5306003;5306003;149123308;329189664;349176038;129136934;;0;0;0;0;0;6620345;42942;0;0;2158463;0;0;8821750;207807819;18157675;E;724;16
31/12/2016;C0046;99;2;11729431;0;-4388;8697735;-18574;0;-103560;3112294;0;;;;0;0;0;0;147584;0;5882123;0;4305210;562583;0;385323;416980;2171153;0;0;127593;127593;910457;3791189;3215412;1486234;;0;0;0;0;0;55316;0;0;0;0;0;0;55316;-580418;147584;E;40;16
31/12/2016;C0046;99;2;44695252;0;-15254;32782868;-1435677;0;-1673256;12134709;0;;;;0;0;0;0;1791716,99;153072;30466687;0;22110701;-12093880;0;-9193290;6887934;12343330;0;0;851257;851257;5288590;19211263;11937135;12562718;;0;0;0;0;0;50327,99;0;0;0;127,99;0;0;50455,98;-11728262,99;1791716,99;E;56;16
31/12/2016;C0046;99;2;10018380;0;-1283;7391624;-62426;0;-19054;2582101;0;;;;0;0;0;0;138079;601;5069676;0;3678211;3024111;0;2147325;359232;2627483;0;0;-35587;-35587;613237;2301172;2620479;293930;;0;0;0;0;0;26;0;0;0;0;0;0;26;-165071;138079;E;203;16
31/12/2016;C0046;99;2;14814661;0;-85;10926768;-470594;0;-274201;3691415;0;;;;0;0;0;0;195773,99;1266939;8856821;0;6465312;-1830359;0;-1342368;221100;2124618;0;0;13369;13369;688826;4765601;4847644;606783;;0;0;0;0;0;7,99;0;0;0;0;0;0;7,99;2409350;195773,99;E;246;16
31/12/2016;C0046;99;2;1767070;0;-1083;1296530;13325;0;-6416;489198;0;;;;0;0;0;0;59877;-3112;1486837;0;1072711;-199455;0;-139313;128238;482222;0;0;22351;22351;55846;661933;533641;184138;;0;0;0;0;0;1;0;0;0;0;0;0;1;-142749;59877;E;442;16
31/12/2016;C0046;99;2;161228830;0;10375;119220053;-260584;0;-243076;42001644;0;;;;0;0;0;0;2616766,99;80286;51645764;0;38749853;5610007;0;2116808;3974237;20363347;0;0;902778;902778;14262031;44563803;50278755;8547079;;0;0;0;0;0;2145598,99;0;0;0;0;0;0;2145598,99;12739894;2616766,99;E;276;16
31/12/2016;C0046;99;2;15935580;0;6650;11694882;113235;0;-55092;4415675;0;;;;0;0;0;0;263407;890595;6995172;0;5094808;2550628;0;1789744;189117;2850365;0;0;191705;191705;2064043;3199076;4508539;754580;;0;0;0;0;0;11802;0;0;0;0;0;0;11802;1761225;263407;E;300;16
31/12/2016;C0046;99;4;11024073;0;-5435;8108852;-136700;0;-279326;3052412;0;;;;0;0;0;0;472141;18539;25721340;0;18655568;-4852504;0;-3531321;132602;5877191;0;0;245068;245068;1130477;3565064;3176001;1519540;;0;0;0;0;0;25773;0;0;0;0;0;0;25773;-4124480;472141;E;792;16
31/12/2016;C0046;99;2;35299552;32518;1665;25612144;-459412;0;33306;9228873;0;;;;0;0;0;0;519677,99;472514;25925690;0;19352979;-6404223;0;-4800167;390946;5359601;0;0;-61486;-61486;349623;13395191;10571650;3173164;;0;0;0;0;0;12949,99;0;0;0;0;0;0;12949,99;1736836;519677,99;E;208;16
31/12/2016;C0046;99;2;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;620;16
31/12/2016;C0046;99;4;8382633;34630565;462132;31655522;-116589;437882;348610;11792491;0;;;;0;0;0;0;22667;1211436;1482120;42665106;32723122;5182653;-35972033;-23354838;871953;4861515;0;0;-46310;-46310;7997014;9907440;13753957;4150497;;0;0;0;0;0;47643;0;0;0;0;0;0;47643;4013249;22667;E;344;16
31/12/2016;C0046;99;4;6895817;3342052;0;7498646;257080;135986;286421;2845868;0;;;;0;0;0;0;839;-37;4208870;-480216;2743161;-2499257;282312;-1700089;295736;764373;0;0;53389;53389;1709827;2414316;4395721;-271578;;0;0;0;0;0;0;0;0;0;0;0;0;0;2300486;839;E;392;16
