TRIMESTRE;CLAVE;PT1;PT2;PT3;PT4;PT5;PT6;PT7;PT8;PT9;PT10;PT11;PT12;PT13;PT14;PT15;PT16;PT17;PT18;PT19;PT20;PT21;PT22;PT23;PT24;PT25;PT26;PT27;PT28;PT29;PT30;PT31;PT32;PT33;PT34;PT35;PT36;PT37;PT38;PT39;PT40;PT41;PT42;PT43;PT44;PT45;PT46;PT47;PT48;PT49;PT50;PT51;PT52;PT53;PT54;PT55;PT56;PT57;PT58;PT59;PT60;PT61;PT62;PT63;PT64;PT65;PT66;PT67;PT68;PT69;PT70;PT71;PT72;PT73;PT74;PT75;PT76;PT77;PT78;PT79;PT80;PT81;PT82;PT83;PT84;PT85;PT86;PT87;PT88;moneda;delegacion;TipoDec
31/12/2018;C0693;2148338,02;0;0;0;0;0;76280,51;0;0;0;76280,51;0;120441918,26;13091617,16;106590464,91;0;759836,19;4462490,15;1415345,05;24904,38;0;24904,38;0;0;654148,8;1411491,17;274790,48;1136700,69;477672,21;0;0;478928,54;367668,72;111259,82;0;0;2555645,28;0;362817,04;2192828,24;0;46,61;46,61;0;0;0;0;0;1067000;1067000;0;0;4448218,02;0;4448218,02;2215687,61;0;0;2215687,61;0;-0,06;137415624,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0693;4393178,31;0;0;0;0;0;5168650,62;10102,52;0;0;5158548,1;0;117732192,04;12923155;104103513,62;0;705523,42;4759509,54;1298463,94;0;0;0;0;0;742915,84;1747360,32;430816,9;1316543,42;574805,42;0;0;395964,02;281806,08;114157,94;0;0;2120382,07;0;396311,74;1724070,33;0;0;0;0;0;0;0;0;1067000;0;0;1067000;3571106,35;0;3571106,35;2207295,76;0;0;2207295,76;0;0;141019314,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0693;8401519,66;0;0;0;0;0;5308868,61;0;0;0;5308868,61;0;112882103,05;11474921,55;100705137,29;0;702044,21;3953733,3;1199036,2;0;0;0;0;0;501443,16;493107,3;338583,62;154523,68;1429985,02;0;0;330161,62;232086,59;98075,03;0;0;3109203,03;0;566218,25;2542984,78;0;0;0;0;0;0;0;0;1067000;0;0;1067000;3355889,93;8633,2;3347256,73;2197247,79;0;0;2197247,79;0;0;140275565,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0693;8670987,71;0;0;0;0;0;5986031,45;0;0;0;5986031,45;0;109397158,44;11410562,23;96678674,86;0;1307921,35;2416872,27;1091339,49;0;0;0;0;0;454273,17;312892,2;290319,23;22572,97;551855,81;0;0;6511,6;2628,73;3882,87;0;0;2965122,98;0;564556,84;2400566,14;0;0;0;0;0;0;0;0;1067000;1067000;0;0;2939874,11;13160,15;2926713,96;1604782,04;0;0;1604782,04;0;0;135047829;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0694;36635546,63;199036,69;0;199036,69;0;0;235459516,26;48993,46;473745,8;0;234875562,6;61214,4;1107269384,31;218431629,67;885903272,28;0;2934482,36;37709769,68;0;4629135,25;3507135,25;1122000;0;0;0;23042975,18;19269646,33;3773328,85;1921290,91;3535536,44;0;4580831,9;4020664,56;560167,34;0;0;8921513,72;0;2156706,1;6764807,62;0;784611,05;49342,76;735268,29;368089,52;0;0;368089,52;11172025,95;0;0;11172025,95;82157275,87;7321379,4;74835896,47;18769021,2;0;0;19232044,78;-463023,58;0;1539445790,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0694;32110668,59;129356,69;0;0;129356,69;0;321066962,05;1026506,24;529129,09;0;319215316,31;296010,41;1064430252,87;234585705,32;811452407,31;0;18392140,24;22833611,12;0;3139065,75;3139065,75;0;0;0;0;12468045,85;11367670,4;1100375,45;1430195,41;2952017,06;0;2844287,05;2250530,05;593757;0;0;8099650,22;3580,17;2071970,32;6024099,73;0;630821,69;26158,24;604663,45;257663,82;0;0;257663,82;3434000,45;0;0;3434000,45;67641000,88;4982631,71;62658369,17;18460566,09;0;0;17930794,32;529771,77;0;1539094554,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0694;23558396,51;95426,69;0;0;95426,69;0;337334452,24;0;421455,75;0;336891539,38;21457,11;1029782420,1;186640386,37;814109611,44;0;29032422,29;24281783,75;0;3046639,06;3046639,06;0;0;0;0;10506879,79;7395768,06;3111111,73;4060718,39;3381141,64;0;3286404,87;3958,37;3282446,5;0;0;7550894,51;5517,67;2381391,86;3493844,69;1670140,29;602542,23;12032,39;590509,84;1828309,18;0;1681072,51;147236,67;2134000,45;0;0;2134000,45;68074562,38;6116614,11;61957948,27;16397526,43;0;0;16331123,66;66402,77;0;1511640314,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0694;36947376,11;201766,69;0;0;201766,69;0;378719352,67;0;222831,95;0;378485582,51;10938,21;1044544387,38;196400947,86;820510780,97;0;27632658,55;29595703,3;0;3387255,82;3135169,25;252086,57;0;0;0;14581567,95;11205357,47;3376210,48;1267636,37;2429975;0;7929268,16;5465343,17;2463924,99;0;0;7015988,54;8773,44;2451480,03;2820364,82;1735370,25;762876,38;189770,21;573106,17;1297615,94;0;1260806,32;36809,62;2134000,45;0;0;2134000,45;41710496,59;0;41710496,59;16441592,99;0;0;16124865,8;316727,19;0;1559371157,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0694;32150532,28;188896,69;0;0;188896,69;0;351776038,44;0;0;0;351776038,44;0;1029850733,33;172622450,33;829407786,98;0;27820496,02;24278363,4;0;4812629,95;3154630,07;1657999,88;0;0;0;13776525,29;9989353,97;3787171,32;785805,07;1519940,75;0;3383462,34;2494083,84;889378,5;0;0;6228598,55;9298,58;2334031,82;3875791,27;9476,88;536001;211664,92;324336,08;840542,08;0;840542,08;0;2134000,45;0;0;2134000,45;37086621,77;0;37086621,77;15210571,85;0;0;15210571,85;0;0;1500280899,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0696;21652635,16;0;0;0;0;0;540397,58;0;0;0;540397,58;0;184361511,28;1041147,03;183320364,25;0;0;4235659,81;0;897654,54;897654,54;0;0;0;0;2296834,72;2290683,25;6151,47;169931,63;15271,54;0;855967,38;0;855967,38;0;0;10335891,09;0;9283467,23;1052423,86;0;6652,98;6652,98;0;0;0;0;0;0;0;0;0;63365,56;0;63365,56;4157327,61;0;0;4157327,61;0;0;225353441,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0696;28828337,73;0;0;0;0;0;599524,54;0;0;0;599524,54;0;168801989,18;1176358,72;167625630,46;0;0;4062877,27;0;811677,37;811677,37;0;0;0;0;2180443,87;2171509,09;8934,78;146983,08;0;0;923772,95;0;923772,95;0;0;10909697,67;0;9799314,64;1110383,03;0;5373,75;5373,75;0;0;0;0;0;0;0;0;0;67736,15;0;67736,15;3661477,47;0;0;3661477,47;0;0;216937013,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0696;31790703,44;0;0;0;0;0;477755,97;0;0;0;477755,97;0;156395139,17;430944,27;155964194,9;0;0;3772891,02;0;717736,4;717736,4;0;0;0;0;2074096,92;2062551,74;11545,18;3428,82;0;0;977628,88;0;977628,88;0;0;11125526,77;0;9996966,74;1128560,03;0;4171,49;4171,49;0;0;0;0;0;0;0;0;0;68363,27;0;68363,27;3226252,61;0;0;3226252,61;0;0;206860803,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0696;36235452,71;0;0;0;0;0;551152,71;0;0;0;551152,71;0;147534568,16;21124863,16;126409705;0;0;4067824,15;0;575591,16;575591,16;0;0;0;0;2008858,15;2004720,12;4138,03;116660,13;0;0;1366714,71;0;1366714,71;0;0;11317704,13;0;10060972,76;1256731,37;0;3012,89;3012,89;0;8139,81;0;0;8139,81;0;0;0;0;85013,51;0;85013,51;2855834,18;0;0;2855834,18;0;0;202658702,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0696;14391233,49;0;0;0;0;0;422317,03;0;0;0;422317,03;0;159333868,49;16247639,13;143086229,36;0;0;5048456,33;0;509256,67;509256,67;0;0;0;0;1856188,58;1851533,11;4655,47;496414,7;0;0;2186596,38;0;2186596,38;0;0;11107938,42;0;10032929,32;1075009,1;0;1854,22;1854,22;0;57759,67;0;0;57759,67;0;0;0;0;162538,06;0;162538,06;2947384,87;0;0;2947384,87;0;0;193473350,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0696;7803366,64;0;0;0;0;0;391372,37;0;0;0;391372,37;0;153411573,64;16347634,76;137063938,88;0;0;3828894,33;0;456393,16;456393,16;0;0;0;0;1837554,51;1834505,35;3049,16;43318,47;0;0;1491628,19;0;1491628,19;0;0;8053462,28;0;7130197,41;923264,87;0;695,62;695,62;0;48374,59;0;0;48374,59;0;0;0;0;169610,88;0;169610,88;2800745,81;0;0;2800745,81;0;0;176508096,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0697;32168596,75;0;0;0;0;0;22000317,73;697977,76;5073500;0;16228839,97;0;697833285,39;37772619,83;660060665,56;0;0;231529787,39;148163884,56;35468800,83;17451,04;35451349,79;0;1543798,95;39906,59;44626951,81;31097838,58;13529113,23;1221141,69;0;0;465302,96;2974,13;462328,83;0;0;51522755,02;2033050,28;48356022,82;1133681,92;0;8153393,49;1591787,17;6561606,32;3497680,67;0;0;3497680,67;0;0;0;0;3373785,09;0;3373785,09;21305034,77;0;0;21264471,85;40562,92;0;1071384636,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0697;35393751,53;0;0;0;0;0;14917961,51;825785,5;5310500;0;8781676,01;0;641591886,54;40703908,46;600887978,08;0;0;212623415,22;136303696,16;35326385,26;18890,73;35307494,53;0;1542439,1;34946,48;37935764,87;30183264,52;7752500,35;496728,42;36917,39;0;946537,54;4124,01;942413,53;0;0;47843745,84;3261054,67;42703165,93;1879525,24;0;7877976,65;1392201,33;6485775,32;3826700,43;0;27249,99;3799450,44;0;0;0;0;2322683,3;17055,43;2305627,87;20141687,72;0;0;20032877,33;108810,39;0;986539808,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0697;61886902,77;0;0;0;0;0;84357718,98;2940659,07;1936554,4;0;79480505,51;0;684240124,13;30913158,93;653326965,2;0;0;152696264,23;117592478,3;783658,53;21946,72;761711,81;0;1542439,11;19303,02;29934445,71;29934445,71;0;869515,18;36917,39;0;1917506,99;131082,84;1786424,15;0;0;30854619,39;3497500,13;24538854,54;2818264,72;0;26620549,82;9634641,92;16985907,9;3384888,58;0;24249,99;3360638,59;0;0;0;0;3083564,37;0;3083564,37;23067985,08;0;0;22660986,22;406998,86;0;1070192617,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0697;83823044,15;0;0;0;0;0;135776485,83;2784220,19;2000000;0;130992265,64;0;703219171,94;29531725;673687446,94;0;0;136753336,35;100649033,27;37837,31;13226,41;24610,9;0;1542330,06;9816,58;30737624,86;30737624,86;0;1323992,81;0;0;2452701,46;11826,03;2440875,43;0;0;14838501,76;3564754,6;9640863,53;1632883,63;0;28557358,63;7780382,91;20776975,72;2427594,65;0;21249,99;2406344,66;0;0;0;0;2004116,7;5055,73;1999060,97;26807737,95;0;0;26706523,91;101214,04;0;1134207347,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0697;61984274,21;0;0;0;0;0;216363254,36;4248072,68;6428965,17;0;205686216,51;0;748123237,72;31796106,98;716327130,74;0;0;124587983,72;87642867,49;606115,1;43026,64;563088,46;0;1542439,1;4552,16;31012568,63;31012568,63;0;1036926,91;0;0;2742514,33;840816,67;1901697,66;0;0;4490389,45;1480243,5;1512498,95;1497647;0;27806105,47;7195865,81;20610239,66;1494310,44;0;18249,99;1476060,45;0;0;0;0;2836539,2;92715,11;2743824,09;24509604,68;0;0;24509604,68;0;0;1212195699,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0697;36892488,7;0;0;0;0;0;247887294,58;4860665,22;6073764,7;0;236952864,66;0;734148195,31;19287223,25;714860972,06;0;0;114388642,06;79042355,33;225514,59;223062;2452,59;0;1542439,1;1977,64;30217854,58;30217854,58;0;879931,53;0;0;2478569,29;591079,97;1887489,32;0;0;4449739,97;1466069,97;890310,91;2093359,09;0;27226934,52;7114678,4;20112256,12;1293967,98;0;24583,32;1269384,66;0;0;0;0;1672469,53;0;1672469,53;21320861,32;0;0;21206136,74;114724,58;0;1189280593,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0706;2239704,89;0;0;0;0;0;0;0;0;0;0;0;109471214,71;18030,36;109453184,35;0;0;6771026,01;0;0;0;0;0;0;0;5894369,75;5888670,58;5699,17;345,5;0;0;876310,76;45962,2;830348,56;0;0;7066724,37;1787165,36;0;5279559,01;0;462175,02;462175,02;0;168995,62;0;0;168995,62;0;0;0;0;824521,31;0;824521,31;6794390,95;0;0;6783665,83;10725,12;0;133798752,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0706;2148259,83;0;0;0;0;0;0;0;0;0;0;0;100116436,2;18030,36;100098405,84;0;0;7379083,79;0;0;0;0;0;0;0;4543645;4540440,05;3204,95;431839,86;0;0;2403598,93;15468,6;2388130,33;0;0;10227035,56;1832019,29;0;8395016,27;0;412660,63;412660,63;0;244507,78;0;0;244507,78;0;0;0;0;668094,56;0;668094,56;6381121,48;0;0;6357087,27;24034,21;0;127577199,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0706;80697,13;0;0;0;0;0;0;0;0;0;0;0;92815143,94;18030,36;92797113,58;0;0;11093368,39;0;0;0;0;0;0;0;4145798,77;4142531,81;3266,96;961729,71;0;0;5985839,91;30645,9;5955194,01;0;0;15158201,94;1861117,36;0;13297084,58;0;301129,87;301129,87;0;203894,09;0;0;203894,09;0;0;0;0;620286,12;0;620286,12;6098631,86;0;0;6062037,55;36594,31;0;126371353,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0706;3386613,85;0;0;0;0;0;0;0;0;0;0;0;96202156,16;18030,36;96184125,8;0;0;8466822,1;0;0;0;0;0;0;0;3387587,99;3384179,79;3408,2;687346,76;1558,21;0;4390329,14;11671,41;4378657,73;0;0;12987827,79;1653906,79;0;11333921;0;222057,81;222057,81;0;176161,89;0;0;176161,89;0;0;0;0;754422,9;0;754422,9;6070542,81;0;4247080,07;1151651,07;671811,67;0;128266605,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0706;1343535,29;0;0;0;0;0;0;0;0;0;0;0;94573575;18030,36;94555544,64;0;0;5831214,69;0;0;0;0;0;0;0;2877410,37;2874145,28;3265,09;276904,75;785,93;0;2676113,64;6511,5;2669602,14;0;0;18517847,93;6209207,61;0;12308640,32;0;133578,67;133578,67;0;152212;0;0;152212;0;0;0;0;1313461,42;0;1313461,42;5732260,53;0;3293569,52;990410,12;1448280,89;0;127597685,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0706;14376164,32;0;0;0;0;0;0;0;0;0;0;0;79654643,23;18030,36;79636612,87;0;0;11183795,35;0;0;0;0;0;0;0;2577741,27;2574020,44;3720,83;647353,49;931,84;0;7957768,75;4374,28;7953394,47;0;0;17180820,43;5296947,35;0;11883873,08;0;84861,01;84861,01;0;135947,07;0;0;135947,07;0;0;0;0;836490,8;0;836490,8;4947014,57;0;2717264,71;812793,22;1416956,64;0;128399736,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0708;7885263,31;0;0;0;0;0;0;0;0;0;0;0;131459141,25;9470027,55;121989113,7;0;0;75379482,58;0;37299280,3;0;37299280,3;0;300000;56256,76;31627863,4;16883043,63;14744819,77;857721,22;7419,52;0;5230941,38;4398,4;5226542,98;31062283,34;0;5321466,64;262068,44;0;5059398,2;0;10503409,72;264626,63;10238783,09;3262303,85;3018073,72;0;244230,13;379874,32;90000;0;289874,32;4968390,37;473691,57;4494698,8;19668539,35;0;0;19578681,74;89857,61;0;289890154,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0708;5177738,02;0;0;0;0;0;0;0;0;0;0;0;142073866,94;11594984,94;130478882;0;0;99134499,49;0;54309076,89;0;54309076,89;0;300000;60314,41;34828296,01;20073954,63;14754341,38;3050211,17;7044,3;0;6579556,71;4398,4;6575158,31;21804042,44;0;8592516,1;265584;0;8326932,1;0;10316618,09;179027,51;10137590,58;6272062,16;6245395,89;0;26666,27;809877,84;0;0;809877,84;4762449,85;506975,63;4255474,22;19961819,09;158,83;0;19568943,31;392716,95;0;318905490,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0708;9266421,25;0;0;0;0;0;0;0;0;0;0;0;155230681,15;10499878,95;144730802,2;0;0;53828327,29;0;11071640,5;0;11071640,5;0;300000;64352,39;32227373,34;18787115,57;13440257,77;4035130,42;7044,3;0;6122786,34;4398,4;6118387,94;16592531,91;0;9401485,72;252087,71;0;9149398,01;0;10223781,27;192023,88;10031757,39;5183694,1;5181588,47;0;2105,63;823916,42;0;0;823916,42;4304850,33;0;4304850,33;19102947,05;385689,44;0;18426000,26;291257,35;0;283958636,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0708;4454246,64;0;0;0;0;0;0;0;0;0;0;0;182287935,54;13682406,24;168605529,3;0;0;55428536,14;0;11405995,44;0;11405995,44;0;300000;36832,13;34252013,51;22537873,87;11714139,64;3606675,4;7044,3;0;5819975,36;12694,39;5807280,97;7161949,39;0;8941944,66;271132,71;0;8670811,95;0;10123370,42;166957,34;9956413,08;4889503,29;4744442,05;0;145061,24;944957,41;0;0;944957,41;4873598,72;463526,56;4410072,16;18843194,72;0;0;17979872,5;863322,22;0;297949236,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0708;5919527,9;0;0;0;0;0;0;0;0;0;0;0;197572137,89;15452168,24;182119969,65;0;0;48869710,64;0;9015225,42;0;9015225,42;0;300000;14691,55;28033307,93;19097013,23;8936294,7;6495208,19;7044,3;0;5004233,25;15763,47;4988469,78;5043618,61;0;9799979,4;185944,73;0;9614034,67;0;9990639,38;140059,49;9850579,89;4150170,14;4021214,45;0;128955,69;1581484,1;0;0;1581484,1;4247993,8;1775,49;4246218,31;18433420,01;0;0;16710259,8;1723160,21;0;305608681,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0708;3776971,37;0;0;0;0;0;0;0;0;0;0;0;209122919,91;20879321,41;188243598,5;0;0;48203776,35;0;11107840,02;0;11107840,02;0;300000;13004,01;26613769,94;19690231,22;6923538,72;6502243,37;5918,79;0;3661000,22;17797,39;3643202,83;2003963,63;0;6703133,4;120841,17;0;6582292,23;0;9824959,42;104415,06;9720544,36;3418816,69;3348673,63;0;70143,06;944957,41;0;0;944957,41;4251804,17;0;4251804,17;16015889,39;0;0;15071428,21;944461,18;0;304267191,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0709;2806195,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11927440,6;0;338380,33;0;338380,33;0;7250000;3324661;469303;35075;434228;128124;0;0;416972,27;20887,27;396085;0;0;0;0;0;0;0;24179,63;24179,63;0;831;0;0;831;0;0;0;0;0;0;0;302970,08;0;0;302970,08;0;0;15061617,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0709;6933961,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8340884,24;0;251128,08;0;251128,08;0;4050000;3239608,91;60718,75;35869,76;24848,99;606797,24;0;0;132631,26;23415,48;109215,78;0;0;0;0;0;0;0;16645;16645;0;0;0;0;0;0;0;0;0;25070,32;0;25070,32;366889,06;0;0;366889,06;0;0;15683449,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0709;8470744,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7292214,7;0;158494,26;0;158494,26;0;2450000;3303568,91;67171,08;46867,69;20303,39;1279594,44;0;0;33386,01;0;33386,01;0;0;0;0;0;0;0;12336,81;12336,81;0;0;0;0;0;0;0;0;0;8388,8;0;8388,8;385166,86;0;0;385166,86;0;0;16168851,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0709;9702546,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7014769,73;0;60186,87;0;60186,87;0;2450000;3509807,05;115529,22;37433,72;78095,5;790393,01;0;0;88853,58;0;88853,58;0;0;0;0;0;0;0;7388,21;7388,21;0;4552,51;0;0;4552,51;0;0;0;0;8010,47;0;8010,47;512379;0;0;512379;0;0;17249646,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0709;10832810,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5978171,2;0;0;0;0;0;2300000;3283648,03;133521,11;37563,41;95957,7;104409,06;0;0;156593;8176,22;148416,78;0;0;0;0;0;0;0;257,04;257,04;0;64035,96;0;0;64035,96;0;0;0;0;16762,31;1568,79;15193,52;506915,13;0;0;506915,13;0;0;17398952,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0709;6063635,26;0;0;0;0;0;0;0;0;0;0;0;4528108,96;4528108,96;0;0;0;9567111,85;0;0;0;0;0;2300000;3253899,88;686963,36;38525,67;648437,69;744504,56;0;0;2581744,05;0;2581744,05;0;0;1194722,32;600390,4;0;594331,92;0;434,99;434,99;0;35794,45;0;0;35794,45;0;0;0;0;110,31;0;110,31;649146,26;0;0;649146,26;0;0;22039064,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0711;6217415,48;318919746,02;66857116,96;589586,34;251473042,72;0;418882030,59;0;0;0;418882030,59;0;4259005008,37;41013352,87;4217991655,5;0;0;85655282,61;32547265,29;17639977,43;11817204,95;5822772,48;0;0;6803507,16;26919915,49;26471910,22;448005,27;970670,27;254060,28;0;519886,69;480616,74;39269,95;0;0;4115853,16;0;459252,74;3656600,42;0;5755146,24;5573,53;5749572,71;256100,5;0;0;256100,5;34200,1;0;0;34200,1;106867621,35;0;106867621,35;73784389,47;3120102,86;1135469,77;69528816,84;0;0;5279492793,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0711;39408721,04;457681333,58;111399355,38;2019309,53;344262668,67;0;780367280,04;0;0;0;780367280,04;0;6255443601,41;74230943,22;6181212658,19;0;0;175296795,86;63587923,96;40579918,1;10419758,19;30160159,91;0;0;3670406,36;43812718,56;43123684,42;689034,14;6376729,42;509655,48;0;16759443,98;1050090,2;15709353,78;0;0;6582499,93;0;436167,51;6146332,42;0;71654379,42;115972,96;71538406,46;342963,8;0;0;342963,8;3624,22;0;0;3624,22;216428421,87;32840,45;216395581,42;100449080,58;3145487,94;2367352,75;94936239,89;0;0;8103658701,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0711;38061388,21;453765561,67;129688456,14;2364441,04;321712664,49;0;843385247,42;0;0;0;843385247,42;0;5902799627,37;71591697,51;5831207929,86;0;0;175939919,09;70657243,7;38866279,32;8600264,04;30266015,28;0;0;6490885,36;44366223,4;44276687,86;89535,54;709969,57;511330,66;0;14337987,08;985615,85;13352371,23;0;0;4257765,26;0;544882,56;3712882,7;0;71201486,71;2058750,32;69142736,39;473493,33;0;0;473493,33;0;0;0;0;194055022,85;12046,19;194042976,66;98161263,54;3163773,19;863572,9;94133917,45;0;0;7782100775,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0711;63938920,28;425167991,41;116273384,97;4781913,11;304112693,33;0;1102865273,08;0;0;0;1102865273,08;0;6225462279,35;98115984,1;6127346295,25;0;0;181602198,65;77071472,67;37444853,13;7262953;30181900,13;0;0;6729300,43;45123093,4;44845626,55;277466,85;530332,11;161947,17;0;14541199,74;985615,85;13555583,89;0;5184386,67;4937564,91;0;1632478,23;3305086,68;0;70309512,43;1942632,2;68366880,23;2424270,11;0;0;2424270,11;0;0;0;0;259664662,3;148595,38;259516066,92;100833859,84;3179437,98;3528774,74;94125647,12;0;0;8442390919,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0711;24856305,8;552161605,61;195676721,08;5332614,25;351152270,28;0;1266795000,27;0;0;0;1266795000,27;0;6051526965;147897876,55;5903629088,45;0;0;189638815,48;80374825,39;41520803,47;5798498,08;35722305,39;0;0;6817123,83;44300192,03;44188936,33;111255,7;261918,59;494423,93;0;15869528,24;0;15869528,24;0;12382216,71;6010774,41;0;1675257,42;4335516,99;0;69825050,32;1886800,63;67938249,69;3744862,69;0;0;3744862,69;600;0;0;600;270311200,16;83149,33;270228050,83;101900873,96;3330202,76;7840970,81;90729700,39;0;0;8549154270,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0711;55757334,11;342482998,32;38481163,95;0;304001834,37;0;1698612198,97;91873137,55;4768279,97;0;1601970781,45;0;5584381110,88;211377670,1;5373003440,78;0;0;340040376,59;206571182,25;74500269,64;5211542,15;69288727,49;0;0;62137,16;42645583,3;42427038,53;218544,77;97899,79;400917,82;0;15762386,63;0;15762386,63;0;4330547,52;8228846,26;0;1959301,37;6269544,89;0;31534,75;31534,75;0;3723894,85;0;0;3723894,85;118042133,91;0;0;118042133,91;216704074,9;6969,56;216697105,34;104635139,82;3351610,81;16485176,52;84797059,29;1293,2;0;8476970190,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0715;8738451,27;0;0;0;0;0;10120866,3;10120866,3;0;0;0;0;81373294,31;12350295,82;69022998,49;0;0;90075386,4;0;7547881,13;0;7547881,13;0;10833333;66014,19;46877050,36;46476922,38;400127,98;9496729,71;677864,62;0;14576513,39;39129,83;14537383,56;16741,2;0;199772376,21;68359290,4;0;131413085,81;0;31924050,33;16437445,16;15486605,17;21138229,82;13550199,45;0;7588030,37;29154949,3;0;0;29154949,3;14548640,79;941839,47;13606801,32;26153508,96;0;0;26153508,96;0;0;513016494,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0715;9133356,6;0;0;0;0;0;17741149,6;17741149,6;0;0;0;0;69533317,59;7295820,61;62237496,98;0;0;79491458,28;0;8819472,25;0;8819472,25;0;0;50212,51;45873540,97;45801859,1;71681,87;10595659,03;476326,99;0;13676246,53;38794;13637452,53;12356,07;0;165532791,21;51497291,71;0;114035499,5;0;31177005,89;16341617,33;14835388,56;18653295,27;12044621,73;0;6608673,54;29031919,72;0;0;29031919,72;13769854,19;485329;13284525,19;22931366,58;0;0;22931366,58;0;0;457007871;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0715;7904726,33;0;0;0;0;0;23968894,24;23968894,24;0;0;0;0;62392550,48;5377933,49;57014616,99;0;0;71517684,09;0;7636643,58;0;7636643,58;0;0;49692,83;46724927,07;46674023,59;50903,48;8977588,12;1605,6;0;8127226,89;38872,98;8088353,91;8544,36;0;133060500,94;41953698,17;0;91106802,77;0;30834185,53;16367036,69;14467148,84;15621488,24;10539044,01;0;5082444,23;29035364,66;0;0;29035364,66;13049561,01;443376,26;12606184,75;21717569,51;0;0;21717569,51;0;0;409111069,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
