TRIMESTRE;CLAVE;PT1;PT2;PT3;PT4;PT5;PT6;PT7;PT8;PT9;PT10;PT11;PT12;PT13;PT14;PT15;PT16;PT17;PT18;PT19;PT20;PT21;PT22;PT23;PT24;PT25;PT26;PT27;PT28;PT29;PT30;PT31;PT32;PT33;PT34;PT35;PT36;PT37;PT38;PT39;PT40;PT41;PT42;PT43;PT44;PT45;PT46;PT47;PT48;PT49;PT50;PT51;PT52;PT53;PT54;PT55;PT56;PT57;PT58;PT59;PT60;PT61;PT62;PT63;PT64;PT65;PT66;PT67;PT68;PT69;PT70;PT71;PT72;PT73;PT74;PT75;PT76;PT77;PT78;PT79;PT80;PT81;PT82;PT83;PT84;PT85;PT86;PT87;PT88;moneda;delegacion;TipoDec
31/12/2016;C0001;6157716,08;0;0;0;0;0;0;0;0;0;0;0;3583442,27;962941,39;2620500,88;0;0;3523542,55;0;0;0;0;0;0;0;3466697,28;3116105,18;350592,1;0;0;0;56845,27;0;56845,27;7416871,75;0;5915629,97;2810876,12;0;3104753,85;0;2509670,08;2509670,08;0;819850,6;0;0;819850,6;0;0;0;0;1242695,89;535413,1;707282,79;2119935,5;0;0;2119935,5;0;0;33289354,69;;;;;;;;;;;;;;;;;;;;;;;;;;;E;724;16
31/12/2017;C0001;14364486,91;0;0;0;0;0;0;0;0;0;0;0;3151376,4;1018465,77;2132910,63;0;0;8235763,76;0;0;0;0;0;0;0;7668473,12;7033321,22;635151,9;451514,27;0;0;115776,37;0;115776,37;0;0;5790027,14;1797313,49;0;3992713,65;0;2453874,08;2453874,08;0;645548,76;0;0;645548,76;3000;3000;0;0;1581850,26;604494,34;977355,92;2051163,41;0;0;2051163,39;0,02;0;38277090,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0001;1814125,64;0;0;0;0;0;0;0;0;0;0;0;13137328,81;406651,84;12730676,97;0;0;5221882,85;0;0;0;0;0;0;0;4785817,83;4003864,53;781953,3;397440,6;485,33;0;38139,09;0;38139,09;0;0;1969540,52;838042,27;0;1131498,25;0;2391267,1;2391267,1;0;511160,01;0;0;511160,01;3000;3000;0;0;112304,91;10875,2;101429,71;1748105,97;0;0;1748105,97;0;0;26908715,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0001;6505668,69;0;0;0;0;0;0;0;0;0;0;0;12835329,82;392740,03;12442589,79;0;0;3460261,65;0;0;0;0;0;0;0;3033886,78;2200574,29;833312,49;363222,91;1113,06;0;62038,9;0;62038,9;0;0;3684905,81;587825,05;0;3097080,76;0;2336702,08;2336702,08;0;276634;0;0;276634;0;0;0;0;106617,84;2982,86;103634,98;1099833,15;0;0;1099833,15;0;0;30305953,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0001;5240388,87;0;0;0;0;0;0;0;0;0;0;0;14954832,72;2256672,73;12698159,99;0;0;6563450,99;0;0;0;0;0;0;0;5659933,76;3906947,5;1752986,26;604748,15;0;0;298769,08;44647,69;254121,39;0;0;8799955,87;2827048,27;0;5972907,6;0;2267846,86;2267846,86;0;134172,17;0;0;134172,17;0;0;0;0;51214,6;0;51214,6;1864725,66;0;0;1864725,66;0;537402,73;40413990,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0002;21696426,38;3596364,27;3596364,27;0;0;0;0;0;0;0;0;0;4334637,73;4334637,73;0;0;0;15508252,07;0;0;0;0;0;11987792,49;0;1728904,2;369129,28;1359774,92;58471,96;0;0;1733083,42;862,81;1732220,61;40820500,2;0;35362,37;33436,05;0;1926,32;0;3721967,23;2872154,31;849812,92;6209,79;0;0;6209,79;0;0;0;0;530272,61;230235,17;300037,44;13671,51;0;0;12421,08;1250,43;0;90263664,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0002;27990736,48;1673297,4;1673297,4;0;0;0;0;0;0;0;0;0;2652303,11;2652303,11;0;0;0;8792607,73;0;0;0;0;0;2983669,84;0;4161488,8;269511,28;3891977,52;58093,9;0;0;1589355,19;2007,17;1587348,02;50536579,47;0;25103,1;23312,42;0;1790,68;0;3628691,85;2794267,64;834424,21;1692,46;0;0;1692,46;0;0;0;0;41996,21;4501,22;37494,99;9194,64;0;0;9194,64;0;0;95352202,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0002;38105967,61;65581,81;65581,81;0;0;0;0;0;0;0;0;0;3134053,05;3134053,05;0;0;0;7595842,43;0;0;0;0;0;682194,13;0;5270694,39;223201,21;5047493,18;58093,9;0;0;1584860,01;637,5;1584222,51;49258012,75;0;30724,99;20561,23;0;10163,76;0;3546570,95;2727535,48;819035,47;0;0;0;0;0;0;0;0;85872,85;54755,72;31117,13;8083,53;0;0;8083,53;0;0;101830709,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0002;38512735,69;71859,7;71859,7;0;0;0;0;0;0;0;0;0;2844371,19;2844371,19;0;0;0;7024915,77;0;0;0;0;0;605621,03;0;4822327,25;183020,02;4639307,23;58093,9;0;0;1538873,59;1713,24;1537160,35;54435614,41;0;23703,83;19421,48;0;4282,35;0;3546171,24;2752660,03;793511,21;0;0;0;0;0;0;0;0;83183,73;51536,48;31647,25;7531,98;0;0;7531,98;0;0;106550087,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0002;45475953,21;46348,35;46348,35;0;0;0;0;0;0;0;0;0;3358312,38;3358312,38;0;0;0;6610242,69;0;0;0;0;0;605582,4;0;4397906,55;154811,8;4243094,75;58093,9;0;0;1548659,84;3931,73;1544728,11;53833375,39;0;19422,45;17950,53;0;1471,92;0;3453465,77;2675222,28;778243,49;0;0;0;0;0;0;0;0;25360,47;1911,16;23449,31;7038,43;0;0;7038,43;0;0;112829519,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0002;44647793,05;160864,72;160864,72;0;0;0;0;0;0;0;0;0;6970898,77;6970898,77;0;0;0;6451399;0;0;0;0;0;0;0;4847103,15;91804,37;4755298,78;58093,9;0;0;1546201,95;3800;1542401,95;57224717,49;0;18639,34;16687,63;0;1951,71;0;3394170,63;2631194,84;762975,79;0;0;0;0;0;0;0;0;162102,5;132698,9;29403,6;66391,74;0;0;6391,74;60000;0;119096977,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0007;1362107,48;0;0;0;0;0;0;0;0;0;0;0;2356894,74;2356894,74;0;0;0;3870027,91;0;1338035,99;0;1338035,99;0;0;0;1118345,88;181323,06;937022,82;0;0;0;1413646,04;0;1413646,04;0;0;0;0;0;0;0;4593769;1176556,36;3417212,64;674382,2;0;651872,67;22509,53;383006;0;0;383006;287235,64;65621,32;221614,32;33626,4;0;0;11431,79;22194,61;0;13561049,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0007;3148810;0;0;0;0;0;0;0;0;0;0;0;1370262;1370262;0;0;0;3518353;0;1483036;0;1483036;0;0;0;1386827;256603;1130224;0;0;0;648490;0;648490;0;0;0;0;0;0;0;4536740;1534083;3002657;771315;0;763698;7617;383006;0;0;383006;228922;136434;92488;33871;0;0;15077;18794;0;13991279;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0007;1167395,25;3517997;3517997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3546601,9;0;1674035,99;0;0;1674035,99;0;0;1363261,48;281016,58;1082244,9;0;0;0;509304,43;0;509304,43;0;0;0;0;0;0;0;4873981,93;1233388,37;3640593,56;759199,74;0;0;759199,74;383006;0;0;383006;425042,61;200712,24;224330,37;38530,57;0;0;16240,42;22290,15;0;14711755;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0007;1376751;0;0;0;0;0;0;0;0;0;0;0;3830197,23;3830197,23;0;0;0;3699670,79;0;2034035,99;0;2034035,99;0;0;0;1100817,02;228311,59;872505,43;0;0;0;564817,78;0;564817,78;0;0;0;0;0;0;0;4815550,97;1202880,05;3612670,92;886664,19;0;871005,49;15658,7;1093006;0;0;1093006;525877,09;259465,32;266411,77;29755,92;0;0;16985,31;12770,61;0;16257473,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0007;3097361,97;2445929,81;2445929,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4438685;0;3086133,34;0;3086133,34;0;0;0;1165844,22;33901,95;1131942,27;0;0;0;186707,44;39,57;186667,87;0;0;0;0;0;0;0;4849401,25;1264652,97;3584748,28;911049,28;0;871005,49;40043,79;1093006;0;0;1093006;397715,2;236244,31;161470,89;55177,22;0;0;18995,74;36181,48;0;17288325,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0007;2115903,05;0;0;0;0;0;0;0;0;0;0;0;2281276,05;2281276,05;0;0;0;5421222,13;0;4199146,03;0;4199146,03;0;0;0;996261,53;149643,57;846617,96;0;0;0;225814,57;0;225814,57;0;0;0;0;0;0;0;5630904,2;1594649,6;4036254,6;1115909,24;0;995619,49;120289,75;1093006;0;0;1093006;267588,09;189922,15;77665,94;72022,88;0;0;22060,59;49962,29;0;17997831,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0012;8855648,38;0;0;0;0;0;0;0;0;0;0;0;37418795,22;5034904,97;32383890,25;0;0;765365,83;0;0;0;0;0;0;0;537960,69;281123,3;256837,39;31896,77;0;0;195508,37;8344,79;187163,58;11909822,18;0;1867616,81;388222,58;0;1479394,23;0;302888,21;290268,94;12619,27;746467,34;0;733959,96;12507,38;601,01;0;0;601,01;717879,37;0;717879,37;1513961,33;361840,14;0;1136673,03;15448,16;0;64099045,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0012;5732254,19;0;0;0;0;0;0;0;0;0;0;0;46326602,43;4849285,15;41477317,28;0;0;814988,02;0;0;0;0;0;0;0;532623,91;265996,64;266627,27;25145,89;0;0;257218,22;5138,57;252079,65;10659798,64;0;1526152,01;433008,66;0;1093143,35;0;340075,72;327730,49;12345,23;631013,86;0;607464,84;23549,02;601,01;0;0;601,01;874824,73;0;874824,73;1351377,07;344894,14;0;992821,52;13661,41;0;68257687,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0012;3960041,03;0;0;0;0;0;0;0;0;0;0;0;50768979,21;2754773,36;48014205,85;0;0;614475,8;0;2344;0;2344;0;0;0;455679,94;156557,55;299122,39;95302,87;0;0;61148,99;8291,83;52857,16;8527252,95;0;1607572,62;473566,48;0;1134006,14;0;340585,54;328514,33;12071,21;538124,59;0;518733,96;19390,63;601,01;0;0;601,01;1177941,03;89122,48;1088818,55;1360466,82;354102,81;0;943572,76;62791,25;0;68896040,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0012;2183298,05;0;0;0;0;0;0;0;0;0;0;0;64916064,73;2416218,01;62499846,72;0;0;1877363,98;0;2531,77;0;2531,77;0;0;0;638041,3;298029,54;340011,76;141070,38;0;0;1095720,53;1334,69;1094385,84;0;0;1688339,7;532402,74;0;1155936,96;0;319892,06;308094,89;11797,17;468351,75;0;445899,04;22452,71;601,01;0;0;601,01;617074,56;80809,24;536265,32;1179980,58;106272,04;0;1039478,03;34230,51;0;73250966,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0012;2004769,44;0;0;0;0;0;0;0;0;0;0;0;68704453,95;1848599,75;66855854,2;0;0;795712,48;0;884,14;0;884,14;0;0;0;667163,48;310303,84;356859,64;71668,92;0;0;55995,94;1525,71;54470,23;0;0;1818605,93;576781,13;0;1241824,8;0;296395,79;284872,64;11523,15;392223,55;0;380257,96;11965,59;601,01;0;0;601,01;651898,12;151226,2;500671,92;1094957,96;108442,71;0;977190,24;9325,01;0;75759618,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0012;9475041,01;0;0;0;0;0;0;0;0;0;0;0;64644399,38;2405919,76;62238479,62;0;0;735676,03;0;2257,54;0;2257,54;0;0;0;662750,71;324019,62;338731,09;27860,32;0;0;42807,46;1727,68;41079,78;0;0;1768106,39;600696,25;0;1167410,14;0;335422,4;324173,29;11249,11;516146,61;0;504164,04;11982,57;601,01;0;0;601,01;475980,31;65106,72;410873,59;1062585,33;92840,54;0;952965,55;16779,24;0;79013958,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0016;1794412,22;0;0;0;0;0;0;0;0;0;0;0;14504269,16;4750548,3;9753720,86;0;0;8373183,48;0;0;0;0;0;2070000;0;5276318,19;5271573,12;4745,07;0;0;0;1026865,29;91680,5;935184,79;0;0;0;0;0;0;0;7917986,09;7772111,86;145874,23;8008515,12;0;8003195,95;5319,17;0;0;0;0;229649,43;113636,27;116013,16;2187296,59;190775,43;0;1996521,16;0;0;43015312,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0016;5453384,19;0;0;0;0;0;0;0;0;0;0;0;16758808,46;3831075,13;12927733,33;0;0;8325161,41;0;700000;0;700000;0;1570000;0;5956998,56;5706970,97;250027,59;0;0;0;98162,85;0;98162,85;0;0;0;0;0;0;0;8058267,22;7903529,88;154737,34;7843604,86;0;7840120,39;3484,47;0;0;0;0;107085,72;0;107085,72;2259617,12;214365,39;0;2045251,73;0;0;48805928,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0016;3406482,1;0;0;0;0;0;0;0;0;0;0;0;23931348,09;3710752,51;20220595,58;0;0;7339550,84;0;640000;0;0;640000;0;0;6533564,79;6269988,7;263576,09;0;0;0;165986,05;0;165986,05;0;0;0;0;0;0;0;8321277,02;8168525,58;152751,44;7411803,11;0;7404593,41;7209,7;0;0;0;0;184221,72;0;184221,72;2342784,13;233269,62;0;2109514,51;0;0;52937467,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0016;3337179,58;0;0;0;0;0;0;0;0;0;0;0;30548853,3;4008834,27;26540019,03;0;0;10168540,59;0;580000;0;580000;0;0;0;8571183,53;8320577,97;250605,56;0;0;0;1017357,06;0;1017357,06;593788,81;0;0;0;0;0;0;8270106,89;8142220,48;127886,41;9304329,44;0;9250121,13;54208,31;0;0;0;0;106058,94;0;106058,94;2714606,1;0;0;2714606,1;0;0;65043463,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0016;2684854,79;0;0;0;0;0;0;0;0;0;0;0;30357312,87;4247487,18;26109825,69;0;0;13465562,23;0;0;0;0;0;520000;0;9324051,76;9089155,74;234896,02;0;0;0;3621510,47;0;3621510,47;299128,59;0;0;0;0;0;0;8538741,88;8412841,37;125900,51;8892643,6;0;8670358,8;222284,8;3279757,33;3279757,33;0;0;118942,9;378,36;118564,54;3248978,94;0;0;3248978,94;0;0;70885923,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0016;5078320,86;0;0;0;0;0;0;0;0;0;0;0;30702562,98;5250602,28;25451960,7;0;0;11387463,94;0;460000;0;0;460000;0;0;9689663,24;9366494;323169,24;0;0;0;1237800,7;0;1237800,7;1889569,74;0;0;0;0;0;0;8222051,75;7777576,54;444475,21;8485415,04;0;8149686,17;335728,87;7463141,2;0;0;7463141,2;113048,9;0;113048,9;3748686,01;0;0;3748686,01;0;0;77090260,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0026;134569061,08;0;0;0;0;0;70991628,37;0;0;0;70991628,37;0;1262433425,93;248440565,71;986960982,86;0;27031877,36;284867496,14;0;230793136,1;16267864,42;214525271,68;0;0;22852,86;44322099,61;43483859,54;838240,07;920600,89;513636,19;0;8295170,49;289067,03;8006103,46;0;0;38282318,32;9173258,26;216425,38;28892634,68;0;42128174,83;15004471,02;27123703,81;0;0;0;0;13549745,61;361514,15;0;13188231,46;12354630,04;0;12354630,04;51078231,45;0;25548732,81;25529498,64;0;0;1910254711,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0026;148043771,38;0;0;0;0;0;71357187,15;0;0;0;71357187,15;0;1285202557,26;266462173,47;990253456,05;0;28486927,74;288978512,33;0;234114698,56;16355634,1;217759064,46;0;0;22895,53;42469077,33;41673431,96;795645,37;1042923,9;509012,39;0;10819904,62;2209911,99;8609992,63;0;0;46243321,25;10426564,92;254881,57;35561874,76;0;49060121,92;13358078,33;35702043,59;0;0;0;0;11884492,05;361514,15;0;11522977,9;13030879,5;64964;12965915,5;50319591,86;0;0;50319591,86;0;0;1964120434,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0026;83144652,17;0;0;0;0;0;69137743,87;0;0;0;69137743,87;0;1261343753,35;231809085,7;1002421829,39;0;27112838,26;292824747,96;0;231915417,14;16075145,46;215840271,68;0;0;20367,17;36380025,78;35520946,87;859078,91;1935594,22;519659,27;0;22053684,38;2421018,59;19632665,79;0;0;40165444,64;10706753,2;252269,13;29206422,31;0;59535221,28;12753970,82;46781250,46;0;0;0;0;46884492,05;361514,15;0;46522977,9;11143602,03;0;11143602,03;50080829,87;0;0;50080829,87;0;0;1914260487,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0026;79194613,6;0;0;0;0;0;84827269,55;0;0;0;84827269,55;0;1355381230,19;292255423,55;1036722559,55;0;26403247,09;258819255,68;0;180515620,46;16070348,78;164445271,68;0;0;45164,12;38739715,49;38052485,64;687229,85;3352982,34;422575,28;0;35743197,99;3747632,39;31995565,6;0;0;41675241,68;12265306,19;278061,37;28777905,21;353968,91;65139631,89;12819330,82;52320301,07;0;0;0;0;72815090,74;361514,15;0;72453576,59;11648891,3;0;11648891,3;50068381,71;0;0;50066031,71;2350;0;2019569606,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0026;71503657,15;0;0;0;0;0;97170794,34;0;0;0;97170794,34;0;1387293829,7;295517693,48;1065782714,41;0;25993421,81;193472151,55;0;114176678,6;15476678,6;98700000;0;0;39630,46;36973539,31;36178971,47;794567,84;2123855,39;700369,71;0;39458078,08;3350495,32;36107582,76;0;0;59846279,8;17471966,58;256758,01;41585217,02;532338,19;68160822,58;23990077,44;44170745,14;0;0;0;0;83108306,93;361514,15;0;82746792,78;11691081,33;0;11691081,33;49587286,03;0;0;49587286,03;0;0;2021834209,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0026;165084012,59;0;0;0;0;0;127837564,23;0;0;0;127837564,23;0;1382325110,17;353372511,45;1004704343,39;0;24248255,33;164055866,94;0;70651003,21;14111003,21;56540000;0;0;30320,28;40297970,9;39677815,24;620155,66;4767818,22;618389,89;0;47690364,44;4103227,51;43587136,93;0;0;65466165,18;18863661,94;273419,64;45353122,92;975960,68;70379976,83;11720712,46;58659264,37;0;0;0;0;82968992,49;361514,15;0;82607478,34;9956738,39;270978;9685760,39;46704745,08;0;0;46704745,08;0;0;2114779171,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0031;538072875,06;5265931,38;5265931,38;0;0;0;6899615,7;0;41870,06;285955,6;6571790,04;0;3229649346,37;153235162,56;3076414183,81;0;0;1278498534,77;1003746443,33;43155460,76;855639,83;42299820,93;0;42306209,64;1275796,22;104882426,2;97013218,03;7869208,17;7821450,08;70574244,12;0;4736504,42;494985,57;4241518,85;0;3001245,39;188093679,87;70829599,92;297818,71;116966261,24;0;63472844,02;19599451,42;43873392,6;324627271,83;0;0;324627271,83;502352869,87;0;0;502352869,87;175407995,62;33842017,61;141565978,01;153554331,19;1619604,81;35961,72;150553844,52;1344920,14;0;6468896541,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0031;441984965,83;20996668,1;20996668,1;0;0;0;18516213,81;0;42065,9;240138,73;18234009,18;0;3440698598,17;187402249,55;3253296348,62;0;0;1186790121,15;900892255,34;47594170,44;828804,95;46765365,49;0;47692945,86;268326,63;114194091,31;105362178,22;8831913,09;11119637,03;69746162,68;0;-4717468,14;248778,33;-4966246,47;0;3464031,43;189044881,74;58278702,08;323181,89;130442997,77;0;65436765,74;22416997,65;43019768,09;310651861,63;188183,71;25811111,08;284652566,84;467955649,11;0;0;467955649,11;138636111,79;7434843,56;131201268,23;158430792,58;883914,17;29524,77;156493987,07;1023366,57;0;6442606661,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2018;C0031;512407695,28;17920558,47;17863418,91;0;57139,56;0;45384876,74;1534526,56;0;11496095,66;32354254,52;0;3355996682,5;124677640,24;3231319042,26;0;0;1141853920,19;843464575,17;48627865,03;839395,23;47788469,8;0;33515290,18;345815,5;139197357,54;131672289,93;7525067,61;10506725,28;67607665,17;0;-1411373,68;64293,69;-1475667,37;0;2571864,65;173706584,05;51824517,4;403303,02;121478763,63;0;65678046,21;23795796,14;41882250,07;242373046,1;167129,56;25581112,06;216624804,48;505038567,26;0;0;505038567,26;124108100,37;69761,18;124038339,19;170139355,21;5782741,12;24455,69;163392291,59;939866,81;0;6357179297,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2019;C0031;228831365,18;13944674,46;11851554,47;0;2093119,99;0;115040694,25;0;132658,5;21645658,76;93262376,99;0;3675252393,02;226367254,66;3448885138,36;0;0;1137500619,07;808218799,84;73906629,02;845912,19;73060716,83;0;33048701,58;321641,1;121716701,78;116607105,98;5109595,8;16714354,23;82787282,41;0;786509,11;55828,57;730680,54;0;926441,99;176139949,13;61366801,77;390647,64;114382499,72;0;65247640,15;23892197,2;41355442,95;219764443,85;146075,44;23122697,07;196495671,34;479154163,04;0;0;479154163,04;143599283,17;3487258,28;140112024,89;176706015,41;138043,31;4568,42;175975727,98;587675,7;0;6432107682,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2020;C0031;173680737,55;12470205,66;11626383,87;0;843821,79;0;144471796,23;0;133049,8;43991831,98;100346914,45;0;3603613622,71;184114844,39;3419498778,32;0;0;1084918857,48;739976806,85;73972467,01;625154,99;73347312,02;0;28240765,13;428441,62;126670218,37;121423560,1;5246658,27;18173781,64;89426613,36;0;8029763,5;117792,38;7911971,12;0;1118097,07;157825384,57;55456214,22;340489,2;102028681,15;0;63934899,26;23497880,77;40437018,49;308380259,9;125021,32;18834445,18;289420793,4;481502707,53;0;0;481502707,53;165926038,5;30881521,75;135044516,75;198765867,4;12426,61;-142,81;169256284,83;29497298,77;0;6396608473,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0001;12967426,03;0;0;0;0;0;0;0;0;0;0;0;12333769,98;0;12333769,98;0;0;10103491,39;0;907228,47;0;907228,47;0;0;0;8827400,57;7326018,75;1501381,82;161322,19;0;0;207540,16;65205,35;142334,81;0;0;13813406,93;3619088,81;0;10194318,12;0;46408,12;46408,12;0;30178,9;0;0;30178,9;0;0;0;0;93162,08;0,01;93162,07;2403498,7;0;0;2403498,7;0;0;51791342,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2021;C0031;240543202,38;102587,08;0;0;102587,08;0;183008610,76;0;2131784,32;36715263,16;144161563,28;0;3443248363,75;244055351,25;3199193012,5;0;0;1062796197,47;669352205,1;91730297,84;249988,2;91480309,64;0;31815266,98;388878,37;130090890,49;125134158,9;4956731,59;21666997,77;95069601,95;0;22682058,97;159200,42;22522858,55;0;1246068,48;179046508,51;55477806,17;808549,67;122760152,67;0;61852373,38;22327496,2;39524877,18;287298777,76;103967,2;15461111,74;271733698,82;512560499,85;0;0;512560499,85;133595859,83;29573990,48;104021869,35;167421385,94;0;0;166940323,44;481062,5;0;6272720435,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2016;C0032;1382222,39;2300250,09;101215,57;2199034,52;0;0;0;0;0;0;0;0;0;0;0;0;0;2364528,79;0;178456,11;0;178456,11;0;2103529,17;0;9453,16;9453,16;0;0;0;0;73090,35;104,53;72985,82;0;0;0;0;0;0;0;1830969,44;1172886,85;658082,59;0;0;0;0;67259,78;23993,12;0;43266,66;27813,77;0;27813,77;0;0;0;0;0;0;7973044,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;99
31/12/2017;C0032;4829628,07;1201783,32;399861,2;801922,12;0;0;0;0;0;0;0;0;0;0;0;0;0;36961,78;0;0;0;0;0;0;0;8630,5;8630,5;0;0;0;0;28331,28;0;28331,28;0;0;0;0;0;0;0;2060559,52;1117068,88;943490,64;5735;0;0;5735;23993,12;23993,12;0;0;26991,01;0;26991,01;0;0;0;0;0;0;8185651,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;99
31/12/2018;C0032;2831552,78;3013320,91;415298,24;2598022,67;0;0;0;0;0;0;0;0;0;0;0;0;0;57014,53;0;0;0;0;0;0;0;5691,89;5691,89;0;0;0;0;51322,64;0;51322,64;0;0;0;0;0;0;0;2007985,53;1075380,39;932605,14;6354,2;0;0;6354,2;23993,12;23993,12;0;0;20677,31;0;20677,31;0;0;0;0;0;0;7960898,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;99
31/12/2019;C0032;2731763,6;3088772,3;391776,46;2696995,84;0;0;0;0;0;0;0;0;0;0;0;0;0;39723,99;0;0;0;0;0;0;0;5028,3;5028,3;0;0;0;0;34695,69;0;34695,69;0;0;0;0;0;0;0;1960868,93;1039242,08;921626,85;5812,7;0;0;5812,7;23993,12;23993,12;0;0;20469,62;0;20469,62;0;0;0;0;0;0;7871404,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;99
31/12/2020;C0032;2939450,45;3279462,15;382717,46;2896744,69;0;0;0;0;0;0;0;0;0;0;0;0;0;32628,11;0;0;0;0;0;0;0;3512,1;3512,1;0;0;0;0;29116,01;0;29116,01;0;0;0;0;0;0;0;1869960,1;986495,02;883465,08;3795,55;0;0;3795,55;6010,12;6010,12;0;0;20663,81;0;20663,81;0;0;0;0;0;0;8151970,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;99
31/12/2021;C0032;2732407,91;3180799,04;385290,62;2795508,42;0;0;0;0;0;0;0;0;0;0;0;0;0;55374,9;0;0;0;0;0;0;0;2999,24;2999,24;0;0;0;0;52375,66;0;52375,66;0;0;0;0;0;0;0;1779354,74;940922,68;838432,06;3190,04;0;0;3190,04;204661,05;204661,05;0;0;21337,69;0;21337,69;0;0;0;0;0;0;7977125,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;99
31/12/2016;C0037;3737137563,89;0;0;0;0;0;2988839735,13;0;0;0;2988839735,13;0;12363686358,67;519729782,16;11827408008;16548568,51;0;2293806012,57;0;1442207768,08;0;1442207768,08;0;554004263,75;0;20003696,84;20003696,84;0;10396254,82;0;0;267194029,08;1470993,42;265723035,66;0;0;205910255,02;36989790,07;115125206,27;53795258,68;0;0;0;0;0;0;0;0;20215440;0;20215440;0;9969357,25;0;9969357,25;306164250,05;0;362153,63;305793858,12;8238,3;0;21925728972,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
31/12/2017;C0037;3423973252,19;0;0;0;0;0;1807796741,51;0;0;0;1807796741,51;0;12458688948,16;505324275,69;11941846498,17;11518174,3;0;2196642603,94;0;1384628195,63;0;0;1384628195,63;540615959,78;0;19541523,85;19541523,85;0;10922399,64;0;0;240934525,04;1020804,5;239913720,54;0;0;214576983,64;41618032,78;116559103,73;56399847,13;0;0;0;0;0;0;0;0;59715440;0;20215440;39500000;7875032,53;0;7875032,53;292149453,99;0;322246,1;291805354,3;21853,59;0;20461418455,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;724;16
